Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
628,Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,30,1992,10.4,408,2,27,196,191,42,408,29,13,44.8,16,55.2,256,950,351,10,6,6,28,21,304,61,Matches
629,Andréa Dacourt,FRA,MF,Nice,Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
630,Colin Dagba,FRA,"DF,MF",Strasbourg,Ligue 1,23,1998,10.6,617,22,148,258,220,20,617,25,11,44.0,12,48.0,402,2384,1286,26,21,5,9,10,361,48,Matches
631,Finn Dahmen,GER,GK,Mainz 05,Bundesliga,24,1998,8.0,294,226,288,7,0,0,294,0,0,0.0,0,0.0,190,1151,638,0,0,0,0,0,111,0,Matches
632,Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,26,1996,3.7,302,9,64,183,56,2,302,5,3,60.0,2,40.0,153,736,305,5,6,1,6,4,218,4,Matches
633,Patson Daka,ZAM,FW,Leicester City,Premier League,23,1998,13.2,444,13,42,175,230,58,444,18,7,38.9,8,44.4,207,1090,461,18,8,11,46,19,288,82,Matches
634,Thijs Dallinga,NED,FW,Toulouse,Ligue 1,21,2000,26.1,719,24,43,341,341,110,719,24,10,41.7,9,37.5,517,2700,742,23,21,8,40,18,574,174,Matches
635,Diogo Dalot,POR,DF,Manchester Utd,Premier League,23,1999,23.9,1673,125,580,714,390,38,1673,35,21,60.0,7,20.0,878,4258,2161,46,32,12,18,5,994,85,Matches
636,Muhammed Damar,GER,MF,Hoffenheim,Bundesliga,18,2004,1.8,94,1,17,49,29,6,94,6,0,0.0,5,83.3,49,273,145,2,3,1,9,2,65,7,Matches
637,Mikkel Damsgaard,DEN,"MF,FW",Brentford,Premier League,22,2000,11.0,529,9,104,268,166,27,529,23,9,39.1,9,39.1,279,1075,574,9,9,1,15,6,307,45,Matches
638,Flavius Daniliuc,AUT,DF,Salernitana,Serie A,21,2001,24.4,1374,200,757,572,58,16,1374,5,2,40.0,3,60.0,727,3691,1769,14,10,0,14,4,843,5,Matches
639,Flavius Daniliuc,AUT,DF,Nice,Ligue 1,21,2001,1.0,71,3,23,28,20,1,71,0,0,0.0,0,0.0,45,234,129,2,2,0,1,0,43,3,Matches
640,Danilo,BRA,MF,Nott'ham Forest,Premier League,21,2001,10.8,383,26,118,182,92,21,383,19,14,73.7,4,21.1,171,815,439,13,9,6,20,8,171,22,Matches
641,Danilo,BRA,DF,Juventus,Serie A,31,1991,35.4,2597,271,1054,1304,257,45,2597,23,7,30.4,9,39.1,1380,6329,3479,39,26,1,22,9,1685,43,Matches
642,Arnaut Danjuma,NED,"FW,MF",Tottenham,Premier League,25,1997,1.9,72,1,5,35,32,8,72,6,3,50.0,3,50.0,44,233,128,5,2,2,1,3,58,19,Matches
643,Arnaut Danjuma,NED,FW,Villarreal,La Liga,25,1997,5.3,135,2,11,39,86,23,134,8,3,37.5,4,50.0,88,490,260,12,3,8,11,6,103,35,Matches
644,Kévin Danois,FRA,MF,Auxerre,Ligue 1,18,2004,0.0,3,0,0,3,0,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
645,Kevin Danso,AUT,DF,Lens,Ligue 1,23,1998,35.9,2686,246,1036,1566,105,32,2686,37,19,51.4,12,32.4,2008,13114,7379,34,32,1,17,17,1820,2,Matches
646,Dante,BRA,DF,Nice,Ligue 1,38,1983,36.7,2991,346,1427,1505,75,31,2991,13,8,61.5,5,38.5,2374,11876,6155,12,11,0,15,9,2177,3,Matches
647,Márton Dárdai,GER,"DF,MF",Hertha BSC,Bundesliga,20,2002,10.5,485,56,257,217,18,5,485,4,3,75.0,0,0.0,219,1042,608,2,1,0,4,4,236,0,Matches
648,Sergi Darder,ESP,MF,Espanyol,La Liga,28,1993,36.9,1980,43,276,1145,605,39,1980,135,68,50.4,54,40.0,1214,8752,4719,111,95,9,43,26,1273,75,Matches
649,Achraf Dari,MAR,DF,Brest,Ligue 1,23,1999,14.6,846,135,480,356,16,9,846,1,1,100.0,0,0.0,561,2954,1268,3,1,0,4,3,493,1,Matches
650,Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,31,1990,0.3,20,0,5,6,9,0,20,1,1,100.0,0,0.0,7,38,19,1,1,0,4,1,8,1,Matches
651,Matteo Darmian,ITA,DF,Inter,Serie A,32,1989,22.5,1564,94,580,754,241,23,1564,25,9,36.0,9,36.0,914,3627,1984,22,18,4,14,10,1087,96,Matches
652,Josh Dasilva,ENG,MF,Brentford,Premier League,23,1998,15.4,770,17,144,342,298,32,770,56,32,57.1,15,26.8,536,3392,1631,60,43,9,28,28,562,69,Matches
653,David Datro Fofana,CIV,FW,Chelsea,Premier League,19,2002,0.8,33,1,2,10,22,7,33,8,5,62.5,2,25.0,24,119,45,2,2,3,9,3,23,9,Matches
654,Jonathan David,CAN,FW,Lille,Ligue 1,22,2000,35.2,1224,23,87,529,622,214,1213,78,29,37.2,38,48.7,973,5196,1898,67,44,39,87,52,947,297,Matches
655,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,21,2000,22.7,1859,51,446,912,545,84,1859,140,70,50.0,55,39.3,1226,7671,4417,117,66,37,50,27,1229,158,Matches
656,Ben Davies,WAL,DF,Tottenham,Premier League,29,1993,25.4,1482,95,514,749,223,29,1482,15,5,33.3,7,46.7,835,4386,2692,39,33,4,11,5,1012,69,Matches
657,Tom Davies,ENG,MF,Everton,Premier League,24,1998,6.0,309,13,74,183,54,15,309,6,3,50.0,3,50.0,150,616,253,2,1,0,17,4,201,13,Matches
658,Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,27,1995,18.1,1019,91,484,450,96,17,1019,8,1,12.5,4,50.0,463,2270,1282,20,13,1,8,4,498,17,Matches
659,Craig Dawson,ENG,DF,West Ham,Premier League,32,1990,8.0,380,53,211,142,28,14,380,1,0,0.0,1,100.0,193,1042,600,0,5,0,2,4,216,1,Matches
660,Craig Dawson,ENG,DF,Wolves,Premier League,32,1990,15.7,1084,182,619,437,32,15,1084,4,3,75.0,0,0.0,628,2615,1323,5,3,0,5,2,748,1,Matches
661,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,31,1991,26.9,1860,13,100,743,1041,100,1860,61,32,52.5,19,31.1,1129,5721,3415,100,81,16,42,29,1445,245,Matches
662,Charles De Ketelaere,BEL,"MF,FW",Milan,Serie A,21,2001,12.4,533,10,50,241,252,60,533,59,36,61.0,16,27.1,313,2178,1149,45,26,14,25,30,351,69,Matches
663,Manuel De Luca,ITA,"FW,MF",Sampdoria,Serie A,24,1998,0.5,14,0,0,9,5,2,14,0,0,0.0,0,0.0,14,52,7,0,0,0,2,2,14,4,Matches
664,Tommaso De Nipoti,ITA,MF,Atalanta,Serie A,19,2003,0.0,6,0,0,5,2,1,6,1,1,100.0,0,0.0,3,24,23,1,1,0,0,0,3,0,Matches
665,Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,28,1994,21.4,1598,14,261,923,425,18,1598,32,16,50.0,11,34.4,1026,5240,2897,55,41,3,32,15,1279,68,Matches
666,Mattia De Sciglio,ITA,DF,Juventus,Serie A,29,1992,11.6,652,30,190,338,127,4,652,9,2,22.2,3,33.3,343,1610,755,16,12,0,8,7,406,40,Matches
667,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,34,1988,7.5,484,27,172,237,81,7,484,4,2,50.0,1,25.0,261,1371,800,18,12,0,6,5,289,17,Matches
668,Thibault De Smet,BEL,DF,Reims,Ligue 1,24,1998,19.5,1280,68,358,660,276,5,1280,14,5,35.7,8,57.1,813,4432,2019,39,32,1,19,8,723,89,Matches
669,Koni De Winter,BEL,DF,Empoli,Serie A,20,2002,11.4,614,118,405,207,6,0,614,2,1,50.0,1,50.0,347,1854,819,2,1,0,8,3,370,0,Matches
670,Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,31,1991,13.0,362,7,34,175,159,34,362,21,7,33.3,14,66.7,216,1003,331,11,12,2,28,17,254,75,Matches
671,Duccio Degl'Innocenti,ITA,MF,Empoli,Serie A,19,2003,0.0,1,0,0,1,0,0,1,0,0,0.0,0,0.0,1,10,0,0,0,0,0,0,0,0,Matches
672,Brecht Dejaegere,BEL,MF,Toulouse,Ligue 1,31,1991,20.1,879,21,114,478,303,43,879,50,19,38.0,25,50.0,649,3832,1521,36,26,5,35,18,613,96,Matches
673,Romain Del Castillo,FRA,"MF,FW",Brest,Ligue 1,26,1996,15.8,892,6,82,413,416,45,887,70,28,40.0,32,45.7,618,3955,1603,47,36,12,45,29,586,125,Matches
674,Alberto Del Moral,ESP,MF,Villarreal,La Liga,22,2000,0.1,1,0,0,1,0,0,1,0,0,0.0,0,0.0,1,2,1,0,0,0,0,0,1,0,Matches
675,Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,30,1992,11.9,642,28,148,267,239,20,642,27,12,44.4,11,40.7,415,2770,1239,38,27,9,18,5,374,92,Matches
676,Thomas Delaney,DEN,MF,Sevilla,La Liga,30,1991,3.4,188,8,52,108,28,7,188,0,0,0.0,0,0.0,113,361,110,1,0,1,4,3,138,3,Matches
677,Thomas Delaney,DEN,MF,Hoffenheim,Bundesliga,30,1991,3.3,191,10,80,90,22,0,191,6,2,33.3,3,50.0,105,321,132,0,0,0,1,2,112,3,Matches
678,Sacha Delaye,FRA,"FW,MF",Montpellier,Ligue 1,20,2002,0.2,19,0,6,9,4,1,19,0,0,0.0,0,0.0,9,30,8,1,0,1,0,0,8,0,Matches
679,Fran Delgado,ESP,DF,Betis,La Liga,21,2001,0.1,8,0,1,3,4,1,8,0,0,0.0,0,0.0,3,9,5,0,1,0,0,0,7,3,Matches
680,Andy Delort,ALG,FW,Nice,Ligue 1,30,1991,8.7,309,7,21,150,141,37,306,12,4,33.3,7,58.3,224,1093,372,7,7,1,23,9,246,48,Matches
681,Andy Delort,ALG,FW,Nantes,Ligue 1,30,1991,5.2,193,2,10,78,105,32,193,9,6,66.7,2,22.2,125,532,138,2,2,1,14,8,131,44,Matches
682,Karamoko Dembele,SCO,"FW,MF",Brest,Ligue 1,19,2003,2.0,115,1,8,48,61,10,115,6,2,33.3,2,33.3,90,697,355,7,7,3,7,7,86,26,Matches
683,Moussa Dembélé,FRA,"FW,MF",Lyon,Ligue 1,26,1996,9.7,299,9,24,135,143,50,299,12,4,33.3,8,66.7,200,1043,240,10,4,5,32,16,215,66,Matches
684,Ousmane Dembélé,FRA,FW,Barcelona,La Liga,25,1997,15.7,1041,2,30,311,719,103,1041,114,52,45.6,50,43.9,755,6024,3328,124,75,56,27,18,841,209,Matches
685,Siriki Dembélé,CIV,"FW,MF",Bournemouth,Premier League,25,1996,1.2,71,1,10,30,33,3,71,10,6,60.0,3,30.0,47,311,160,5,2,1,9,5,50,11,Matches
686,Siriki Dembélé,CIV,"MF,FW",Auxerre,Ligue 1,25,1996,4.1,159,0,25,57,82,13,159,31,19,61.3,9,29.0,127,995,405,14,9,8,13,16,114,29,Matches
687,Merih Demiral,TUR,DF,Atalanta,Serie A,24,1998,17.1,832,140,495,319,28,14,832,9,2,22.2,5,55.6,348,1662,564,3,5,1,6,2,374,4,Matches
688,Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,29,1993,17.2,1253,42,247,700,313,16,1253,24,8,33.3,12,50.0,624,3184,1510,22,20,4,25,21,817,21,Matches
689,Ermedin Demirović,BIH,"FW,MF",Augsburg,Bundesliga,24,1998,26.3,867,42,122,326,430,122,866,53,19,35.8,28,52.8,391,1933,797,26,22,11,53,32,516,120,Matches
690,Diego Demme,GER,MF,Napoli,Serie A,30,1991,1.6,205,6,30,153,22,0,205,4,2,50.0,1,25.0,143,612,270,3,1,0,3,1,183,1,Matches
691,Sepp van den Berg,NED,DF,Schalke 04,Bundesliga,20,2001,7.7,419,50,250,152,19,12,419,4,1,25.0,3,75.0,223,1062,528,1,0,0,8,1,217,3,Matches
692,Branco van den Boomen,NED,MF,Toulouse,Ligue 1,27,1995,32.1,2457,43,385,1362,726,38,2453,38,19,50.0,14,36.8,1758,8854,3811,48,54,7,32,12,1682,102,Matches
693,Leander Dendoncker,BEL,MF,Aston Villa,Premier League,27,1995,7.7,365,21,102,219,46,7,365,5,3,60.0,2,40.0,171,852,271,1,6,1,8,3,207,2,Matches
694,Leander Dendoncker,BEL,MF,Wolves,Premier League,27,1995,2.4,128,6,33,75,21,5,128,2,1,50.0,1,50.0,60,205,77,1,0,0,2,2,77,3,Matches
695,Emmanuel Dennis,NGA,"FW,MF",Nott'ham Forest,Premier League,24,1997,8.0,335,5,55,118,177,40,335,53,18,34.0,26,49.1,211,1512,840,24,15,8,32,25,219,63,Matches
696,Fabio Depaoli,ITA,DF,Hellas Verona,Serie A,25,1997,24.1,953,51,238,411,317,35,953,46,11,23.9,27,58.7,408,1989,972,28,14,4,38,18,422,76,Matches
697,Fabio Depaoli,ITA,"DF,MF",Sampdoria,Serie A,25,1997,1.5,117,6,28,56,34,3,117,7,3,42.9,2,28.6,73,347,184,2,3,0,2,1,70,6,Matches
698,Kastriot Dermaku,ALB,DF,Lecce,Serie A,30,1992,0.4,2,0,0,2,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
699,Halil Dervişoğlu,TUR,MF,Brentford,Premier League,22,1999,0.1,1,0,0,0,1,0,1,0,0,0.0,0,0.0,2,13,0,0,0,1,0,1,2,0,Matches
700,Rémy Descamps,FRA,GK,Nantes,Ligue 1,26,1996,1.0,28,26,28,0,0,0,28,0,0,0.0,0,0.0,18,149,124,0,0,0,0,0,5,0,Matches
701,Mikkel Desler,DEN,DF,Toulouse,Ligue 1,27,1995,25.1,1855,94,457,936,477,33,1855,51,27,52.9,16,31.4,1269,6952,3217,59,56,9,40,17,1146,127,Matches
702,Cyriel Dessers,NGA,FW,Cremonese,Serie A,27,1994,17.6,466,8,18,162,289,115,465,36,13,36.1,22,61.1,268,1302,530,21,10,24,61,21,340,110,Matches
703,Sergiño Dest,USA,DF,Milan,Serie A,21,2000,3.7,246,7,75,116,61,3,246,18,8,44.4,9,50.0,134,827,470,11,3,0,3,5,137,12,Matches
704,Mattia Destro,ITA,"FW,MF",Empoli,Serie A,31,1991,6.4,139,6,12,59,68,26,139,8,4,50.0,4,50.0,79,286,108,4,1,3,14,5,102,20,Matches
705,Gerard Deulofeu,ESP,FW,Udinese,Serie A,28,1994,13.5,725,5,44,295,400,82,725,45,20,44.4,21,46.7,455,3177,2005,72,39,33,22,18,506,118,Matches
706,Kiernan Dewsbury-Hall,ENG,MF,Leicester City,Premier League,23,1998,25.6,1490,48,278,795,443,50,1490,74,40,54.1,26,35.1,903,5218,2559,68,36,16,73,32,1038,91,Matches
707,Samuel Di Carmine,ITA,"FW,MF",Cremonese,Serie A,33,1988,0.3,9,0,0,4,5,2,9,1,1,100.0,0,0.0,6,31,6,1,0,0,0,0,6,2,Matches
708,Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,28,1994,22.6,745,14,88,288,383,82,745,49,17,34.7,27,55.1,447,2745,1387,50,27,18,56,28,500,177,Matches
709,Michele Di Gregorio,ITA,GK,Monza,Serie A,25,1997,37.0,1607,1324,1600,7,0,0,1607,2,2,100.0,0,0.0,973,5309,3519,0,0,0,1,1,841,0,Matches
710,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,28,1993,36.2,2957,104,715,1476,788,94,2957,33,12,36.4,17,51.5,1842,7948,4413,73,62,4,21,17,2119,182,Matches
711,Ángel Di María,ARG,"FW,MF",Juventus,Serie A,34,1988,15.1,851,2,71,372,426,46,850,80,32,40.0,41,51.3,552,3838,1814,56,43,13,32,26,640,95,Matches
712,Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,25,1996,28.0,885,31,113,427,364,75,884,88,35,39.8,39,44.3,610,4033,1545,48,47,13,71,61,673,140,Matches
713,Moussa Diaby,FRA,"FW,MF",Leverkusen,Bundesliga,23,1999,30.0,1279,3,88,539,666,139,1278,105,51,48.6,45,42.9,849,5736,3178,125,73,55,64,42,1040,258,Matches
714,Mouctar Diakhaby,GUI,DF,Valencia,La Liga,25,1996,27.2,1452,188,711,659,90,52,1452,10,5,50.0,4,40.0,823,4136,2149,19,14,1,14,3,868,11,Matches
715,Mamadou Diakhon,FRA,FW,Reims,Ligue 1,16,2005,0.2,10,0,2,4,4,1,10,2,1,50.0,1,50.0,6,35,24,1,0,0,2,0,4,1,Matches
716,Bafodé Diakité,FRA,DF,Lille,Ligue 1,21,2001,29.5,2189,84,545,1252,411,39,2189,30,19,63.3,8,26.7,1569,7572,3718,43,44,7,28,15,1460,67,Matches
717,Ibrahim Diakité,GUI,DF,Reims,Ligue 1,18,2003,1.5,83,4,30,32,23,1,83,3,1,33.3,1,33.3,46,264,96,0,1,0,1,1,37,6,Matches
718,Abdou Diallo,SEN,"DF,MF",RB Leipzig,Bundesliga,26,1996,5.3,443,57,203,216,27,8,443,5,3,60.0,1,20.0,277,1519,942,11,3,1,3,6,305,3,Matches
719,Baila Diallo,FRA,"DF,MF",Clermont Foot,Ligue 1,21,2001,1.0,55,3,13,18,24,4,55,1,0,0.0,1,100.0,25,160,59,3,2,2,1,1,26,9,Matches
720,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,27,1995,32.0,1007,34,90,430,494,192,1003,71,29,40.8,39,54.9,665,3878,1285,40,28,20,118,35,768,203,Matches
721,Ibrahima Diallo,FRA,MF,Southampton,Premier League,23,1999,9.1,499,18,128,308,74,4,499,13,8,61.5,5,38.5,287,1445,710,9,4,0,16,9,294,6,Matches
722,Ismael Diallo,CIV,DF,Ajaccio,Ligue 1,25,1997,24.2,1309,95,517,633,177,3,1309,34,14,41.2,14,41.2,832,4820,2213,36,33,0,35,10,682,36,Matches
723,Mamady Diarra,MLI,"MF,DF",Cádiz,La Liga,22,2000,0.7,21,0,6,9,6,3,21,3,1,33.3,2,66.7,14,84,55,3,0,1,1,1,9,0,Matches
724,Mouhamadou Diarra,FRA,"MF,FW",Strasbourg,Ligue 1,18,2004,18.1,867,12,132,413,336,41,867,62,25,40.3,25,40.3,649,4270,2145,68,44,18,37,21,574,89,Matches
725,Moussa Diarra,MLI,DF,Toulouse,Ligue 1,21,2000,13.6,789,56,296,344,153,8,789,24,9,37.5,13,54.2,546,3188,1480,21,22,1,23,5,489,43,Matches
726,Stéphane Diarra,FRA,"FW,MF",Lorient,Ligue 1,23,1998,11.8,525,19,123,204,218,40,525,78,24,30.8,45,57.7,381,2900,1516,40,25,20,32,14,306,85,Matches
727,Youba Diarra,MLI,MF,Cádiz,La Liga,24,1998,1.1,66,10,27,41,1,0,66,0,0,0.0,0,0.0,33,126,72,1,0,0,2,4,33,1,Matches
728,Rúben Dias,POR,DF,Manchester City,Premier League,25,1997,22.2,2237,176,881,1280,83,22,2237,10,8,80.0,1,10.0,1497,8194,5025,14,22,1,1,4,1791,2,Matches
729,Krépin Diatta,SEN,"MF,FW",Monaco,Ligue 1,23,1999,23.0,1011,13,93,367,560,88,1011,61,32,52.5,18,29.5,745,4532,2035,80,51,28,45,20,720,229,Matches
730,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,29,1993,37.0,1561,1266,1549,12,0,0,1561,1,1,100.0,0,0.0,1064,5707,3786,0,0,0,0,0,698,0,Matches
731,Brahim Díaz,ESP,"MF,FW",Milan,Serie A,22,1999,21.4,990,6,63,538,413,65,990,86,39,45.3,40,46.5,691,4623,2512,80,68,17,74,48,763,116,Matches
732,Luis Díaz,COL,FW,Liverpool,Premier League,25,1997,11.1,618,4,47,247,336,77,618,65,32,49.2,25,38.5,440,2944,1303,39,31,22,30,37,500,116,Matches
733,Justin Diehl,GER,"MF,FW",Köln,Bundesliga,17,2004,0.2,3,0,0,0,3,0,3,1,0,0.0,1,100.0,3,17,12,0,0,0,0,0,4,1,Matches
734,Bamba Dieng,SEN,"FW,MF",Marseille,Ligue 1,22,2000,2.2,76,1,4,39,34,15,76,3,2,66.7,1,33.3,54,303,112,5,1,2,7,4,58,23,Matches
735,Bamba Dieng,SEN,FW,Lorient,Ligue 1,22,2000,8.3,259,6,26,131,105,36,258,31,9,29.0,14,45.2,193,989,291,4,5,4,21,15,195,48,Matches
736,Eric Dier,ENG,DF,Tottenham,Premier League,28,1994,31.3,2274,370,1333,866,84,25,2274,6,3,50.0,2,33.3,1368,6183,2851,9,9,1,10,3,1600,14,Matches
737,Florian Dietz,GER,FW,Köln,Bundesliga,23,1998,4.4,137,3,4,62,72,25,137,7,1,14.3,4,57.1,68,331,153,8,4,4,18,9,99,22,Matches
738,Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,16.7,1096,64,365,396,342,24,1096,18,3,16.7,11,61.1,552,2363,1262,29,14,2,16,12,625,89,Matches
739,Federico Dimarco,ITA,DF,Inter,Serie A,24,1997,23.0,1451,40,312,552,600,72,1451,20,5,25.0,13,65.0,776,3457,1846,45,29,6,18,11,955,189,Matches
740,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,36.9,1194,993,1185,9,0,0,1194,0,0,0.0,0,0.0,619,3767,2427,0,0,0,0,0,426,1,Matches
741,Junior Dina Ebimbe,FRA,"DF,MF",Eint Frankfurt,Bundesliga,21,2000,11.8,689,33,175,353,175,38,689,44,17,38.6,22,50.0,344,2173,1122,38,22,8,27,15,398,42,Matches
742,Tristan Dingomé,CMR,MF,Troyes,Ligue 1,31,1991,1.1,88,0,9,41,38,5,88,2,1,50.0,1,50.0,66,263,123,1,1,1,1,1,61,4,Matches
743,Eren Dinkçi,GER,"FW,MF",Werder Bremen,Bundesliga,20,2001,2.6,131,2,8,51,75,20,131,14,4,28.6,10,71.4,79,376,143,5,6,3,16,4,92,24,Matches
744,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,21.7,1711,120,693,902,120,14,1711,20,10,50.0,5,25.0,1241,6376,3326,10,20,0,20,5,1147,8,Matches
745,Lois Diony,FRA,FW,Angers,Ligue 1,29,1992,5.6,196,1,4,85,110,30,196,11,3,27.3,6,54.5,141,747,224,14,8,3,16,8,163,64,Matches
746,Edan Diop,FRA,"DF,FW",Monaco,Ligue 1,17,2004,2.5,167,2,20,68,83,16,167,11,3,27.3,8,72.7,119,636,275,8,11,2,4,3,111,29,Matches
747,Issa Diop,FRA,DF,Fulham,Premier League,25,1997,22.4,1606,191,828,762,28,9,1606,5,3,60.0,1,20.0,1026,6695,4194,13,5,0,10,1,1115,4,Matches
748,Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,22,2000,13.6,876,14,133,431,324,34,876,49,22,44.9,24,49.0,695,4490,1888,55,35,10,39,21,638,91,Matches
749,Sofiane Diop,FRA,MF,Monaco,Ligue 1,22,2000,0.7,48,0,0,14,35,5,48,5,1,20.0,3,60.0,33,255,127,5,5,3,3,3,32,10,Matches
750,Yehvann Diouf,FRA,GK,Reims,Ligue 1,22,1999,31.0,1138,914,1131,7,0,0,1138,2,2,100.0,0,0.0,843,4099,2346,0,0,0,2,0,543,0,Matches
751,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,37.0,2293,234,832,1326,161,51,2292,29,21,72.4,8,27.6,1662,11330,6779,64,45,5,18,17,1484,17,Matches
752,Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,22.4,1780,173,763,976,57,18,1780,14,5,35.7,6,42.9,1409,7349,3933,9,15,1,5,8,1272,4,Matches
753,Djené,TOG,DF,Getafe,La Liga,30,1991,31.6,1418,117,599,716,120,11,1418,28,18,64.3,3,10.7,754,3584,1725,11,17,0,22,15,745,20,Matches
754,Moussa Djenepo,MLI,"DF,FW",Southampton,Premier League,24,1998,7.9,358,16,103,158,102,16,358,42,19,45.2,17,40.5,197,1423,726,27,11,6,15,7,182,39,Matches
755,Koffi Djidji,CIV,DF,Torino,Serie A,29,1992,26.9,1678,129,754,844,90,8,1678,5,4,80.0,1,20.0,919,3316,1486,11,10,0,7,6,1123,13,Matches
756,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,29.7,1873,241,878,932,74,26,1873,6,4,66.7,2,33.3,1173,6156,2955,4,9,1,8,7,1035,4,Matches
757,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,20.0,1294,140,647,587,64,15,1294,7,4,57.1,2,28.6,700,3099,1396,7,7,1,10,5,817,9,Matches
758,Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,22,1999,1.5,50,1,5,25,21,2,50,4,0,0.0,2,50.0,36,206,38,0,0,0,8,2,38,12,Matches
759,Ouparine Djoco,GNB,GK,Clermont Foot,Ligue 1,24,1998,1.0,41,26,39,2,0,0,41,0,0,0.0,0,0.0,27,159,114,0,0,0,0,0,22,0,Matches
760,Marko Dmitrović,SRB,GK,Sevilla,La Liga,30,1992,14.1,540,455,539,1,0,0,540,0,0,0.0,0,0.0,268,1454,792,0,1,0,1,0,209,0,Matches
761,Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,0.2,3,1,1,2,0,0,3,0,0,0.0,0,0.0,4,15,2,0,0,0,0,1,4,0,Matches
762,Ben Doak,SCO,FW,Liverpool,Premier League,16,2005,0.3,22,0,4,10,10,2,22,4,0,0.0,4,100.0,16,182,51,1,3,2,1,0,15,4,Matches
763,Ritsu Doan,JPN,"MF,FW",Freiburg,Bundesliga,24,1998,26.9,1038,18,125,430,508,103,1038,129,50,38.8,62,48.1,636,4016,1993,83,50,35,75,52,690,167,Matches
764,Dodô,BRA,DF,Fiorentina,Serie A,23,1998,25.9,1719,52,464,813,462,24,1719,62,34,54.8,21,33.9,1028,6650,3625,72,58,7,35,15,1083,104,Matches
765,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,24.6,1209,116,563,553,99,27,1209,7,3,42.9,1,14.3,640,2993,1470,15,9,1,8,3,703,21,Matches
766,Matt Doherty,IRL,"DF,MF",Tottenham,Premier League,30,1992,7.4,500,27,144,184,172,24,500,12,5,41.7,4,33.3,247,953,443,16,5,2,12,3,306,57,Matches
767,Matt Doherty,IRL,DF,Atlético Madrid,La Liga,30,1992,0.2,11,0,6,3,2,0,11,0,0,0.0,0,0.0,6,15,5,0,0,0,0,0,6,1,Matches
768,Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,15.0,705,27,191,276,256,27,705,54,23,42.6,22,40.7,336,2325,1064,41,24,5,33,16,360,61,Matches
769,Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,20,2002,14.3,744,5,71,292,419,89,744,159,96,60.4,49,30.8,643,5774,3010,101,70,47,44,24,576,156,Matches
770,Kasper Dolberg,DEN,FW,Sevilla,La Liga,24,1997,2.2,46,5,7,23,17,5,46,3,1,33.3,0,0.0,28,202,75,2,2,0,3,2,31,9,Matches
771,Kasper Dolberg,DEN,"FW,MF",Hoffenheim,Bundesliga,24,1997,4.5,148,10,23,56,71,16,148,8,3,37.5,4,50.0,82,444,158,4,7,2,24,6,96,20,Matches
772,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,1.2,46,11,32,15,1,0,46,1,1,100.0,0,0.0,20,91,30,0,0,0,0,1,18,0,Matches
773,Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,25.6,1703,47,308,991,419,37,1703,37,23,62.2,12,32.4,908,3910,1802,39,41,5,50,21,1170,84,Matches
774,John Donald,ESP,"MF,DF",Elche,La Liga,21,2000,12.1,542,49,236,273,33,7,542,7,5,71.4,2,28.6,313,1467,609,3,2,0,14,3,318,2,Matches
