Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2251,Marc Roca,ESP,MF,Leeds United,Premier League,25,1996,25.7,1571,47,333,914,333,26,1571,30,17,56.7,10,33.3,822,3627,1914,25,18,6,26,26,948,28,Matches
2252,Enzo Roco,CHI,DF,Elche,La Liga,29,1992,18.4,891,113,486,376,37,15,891,5,3,60.0,2,40.0,474,2360,1228,6,6,0,7,0,494,2,Matches
2253,Marek Rodák,SVK,GK,Fulham,Premier League,25,1996,2.0,65,58,65,0,0,0,65,0,0,0.0,0,0.0,36,206,94,0,0,0,1,0,21,0,Matches
2254,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,15.7,997,29,164,661,178,21,997,14,7,50.0,4,28.6,529,2380,1321,23,16,3,12,6,688,39,Matches
2255,Joe Rodon,WAL,DF,Rennes,Ligue 1,24,1997,15.7,1175,96,487,667,25,13,1175,3,3,100.0,0,0.0,920,4658,2308,5,3,0,5,2,863,0,Matches
2256,Rodri,ESP,MF,Manchester City,Premier League,26,1996,32.3,3272,119,706,1993,592,62,3272,37,25,67.6,8,21.6,2004,10293,5622,76,72,3,21,19,2511,37,Matches
2257,Rodri,ESP,"FW,MF",Betis,La Liga,22,2000,17.8,1015,6,119,473,438,53,1015,69,29,42.0,31,44.9,739,4148,1862,57,36,19,35,20,826,104,Matches
2258,Rodrigo,ESP,"FW,MF",Leeds United,Premier League,31,1991,21.5,804,26,94,372,341,110,803,29,12,41.4,15,51.7,451,2217,825,40,17,24,57,24,547,143,Matches
2259,Ángel Rodríguez,ESP,"FW,MF",Mallorca,La Liga,35,1987,4.4,128,4,15,61,52,21,128,6,2,33.3,4,66.7,91,402,121,4,3,4,12,4,99,19,Matches
2260,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,19.7,1247,23,198,681,379,24,1247,26,11,42.3,13,50.0,724,3192,1330,29,28,6,24,15,873,37,Matches
2261,Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,23.3,950,27,186,481,299,42,950,55,28,50.9,24,43.6,559,3428,1525,43,29,8,47,37,604,64,Matches
2262,Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,31.9,2064,118,607,1248,229,18,2064,35,22,62.9,8,22.9,1033,3909,1738,11,14,3,17,21,1301,18,Matches
2263,Miguel Rodríguez,ESP,"MF,FW",Celta Vigo,La Liga,19,2003,2.8,132,2,25,46,64,13,132,13,3,23.1,6,46.2,89,520,298,10,6,4,6,4,89,22,Matches
2264,Pablo Rodríguez,ESP,"FW,MF",Lecce,Serie A,20,2001,0.6,32,0,4,18,11,0,32,1,0,0.0,0,0.0,21,97,54,2,2,0,1,2,22,7,Matches
2265,Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,29.7,1993,119,692,998,314,12,1993,13,7,53.8,5,38.5,1136,5905,3111,49,58,5,13,11,1328,51,Matches
2266,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,21,2001,26.4,1400,3,56,537,823,204,1399,169,81,47.9,68,40.2,1035,6613,3658,146,81,79,64,30,1198,268,Matches
2267,Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,12.3,426,50,178,140,109,13,426,7,3,42.9,3,42.9,186,817,278,8,7,2,14,9,210,36,Matches
2268,Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,15.8,726,110,434,275,20,11,726,0,0,0.0,0,0.0,305,1300,668,1,1,0,12,0,349,2,Matches
2269,Rogério,BRA,DF,Sassuolo,Serie A,24,1998,33.3,2308,94,780,1033,523,31,2308,41,23,56.1,11,26.8,1272,7803,4585,110,65,13,28,8,1419,115,Matches
2270,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,20,2002,0.6,30,0,6,16,8,3,30,1,0,0.0,0,0.0,20,87,39,2,1,0,2,4,20,4,Matches
2271,Tony Rölke,GER,FW,Hertha BSC,Bundesliga,19,2003,0.2,11,0,3,7,1,0,11,0,0,0.0,0,0.0,3,6,0,0,0,0,1,0,9,0,Matches
2272,Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,0.5,40,8,29,11,0,0,40,0,0,0.0,0,0.0,30,124,66,1,0,0,0,0,29,0,Matches
2273,Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,32.5,2107,306,1089,988,34,17,2107,1,1,100.0,0,0.0,1087,4470,2054,3,7,2,10,3,1386,3,Matches
2274,Simone Romagnoli,ITA,DF,Lecce,Serie A,32,1990,1.9,100,20,56,43,2,2,100,0,0,0.0,0,0.0,44,159,69,0,0,0,0,0,47,0,Matches
2275,Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1.0,45,42,45,0,0,0,45,0,0,0.0,0,0.0,21,105,67,0,0,0,0,0,16,0,Matches
2276,Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,26.3,1923,299,976,849,111,17,1923,22,13,59.1,8,36.4,1150,5216,2993,19,25,1,19,10,1226,9,Matches
2277,Iván Romero,ESP,MF,Sevilla,La Liga,21,2001,0.1,5,0,0,3,2,0,5,0,0,0.0,0,0.0,4,19,1,0,0,0,1,1,4,0,Matches
2278,Luka Romero,ARG,FW,Lazio,Serie A,17,2004,1.7,112,2,14,50,48,7,112,10,2,20.0,7,70.0,84,496,159,4,3,2,5,4,91,21,Matches
2279,Oriol Romeu,ESP,MF,Southampton,Premier League,30,1991,0.8,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0,Matches
2280,Oriol Romeu,ESP,MF,Girona,La Liga,30,1991,32.8,1952,109,589,1119,259,28,1952,24,20,83.3,1,4.2,1148,4448,2067,15,29,1,26,28,1318,16,Matches
2281,Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,37,1985,5.8,220,8,25,91,106,32,220,9,4,44.4,3,33.3,94,477,288,9,6,3,7,3,167,33,Matches
2282,Connor Ronan,IRL,MF,Wolves,Premier League,24,1998,0.0,4,0,0,3,1,0,4,1,1,100.0,0,0.0,1,4,2,0,0,0,0,0,3,1,Matches
2283,Salomón Rondón,VEN,FW,Everton,Premier League,32,1989,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7,Matches
2284,Valentin Rongier,FRA,MF,Marseille,Ligue 1,27,1994,33.7,2455,86,506,1464,505,41,2455,45,29,64.4,15,33.3,1889,11394,5460,57,52,9,31,30,1709,72,Matches
2285,Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,32.9,2209,119,634,1232,354,21,2209,10,4,40.0,5,50.0,1127,4700,2195,18,30,2,16,15,1389,23,Matches
2286,Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,25,1997,19.6,1227,71,357,693,184,16,1227,19,7,36.8,10,52.6,940,4523,2232,18,19,0,22,11,885,42,Matches
2287,Francesco Rossi,ITA,GK,Atalanta,Serie A,31,1991,0.0,5,3,5,0,0,0,5,0,0,0.0,0,0.0,3,3,1,0,0,0,0,0,3,0,Matches
2288,Tom Rothe,GER,DF,Dortmund,Bundesliga,17,2004,0.3,22,3,8,7,7,1,22,1,1,100.0,0,0.0,12,26,14,0,0,0,0,0,10,2,Matches
2289,Joe Rothwell,ENG,MF,Bournemouth,Premier League,27,1995,11.3,538,19,131,309,105,5,538,23,16,69.6,7,30.4,285,1640,790,12,12,2,8,4,319,12,Matches
2290,Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,36.8,2451,369,1282,1113,69,33,2451,10,3,30.0,5,50.0,1683,8531,4632,10,8,1,23,5,1513,6,Matches
2291,Jérôme Roussillon,FRA,"MF,DF",Wolfsburg,Bundesliga,29,1993,0.2,11,0,0,4,7,0,11,1,0,0.0,1,100.0,7,21,5,0,0,0,2,2,7,2,Matches
2292,Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,29,1993,10.6,551,26,142,222,193,13,551,28,11,39.3,14,50.0,250,1206,551,18,11,4,12,8,271,42,Matches
2293,Nicolò Rovella,ITA,MF,Monza,Serie A,20,2001,19.3,1556,46,374,950,248,10,1556,15,6,40.0,8,53.3,950,5023,2259,26,30,2,20,7,1134,19,Matches
2294,Nicolò Rovella,ITA,MF,Juventus,Serie A,20,2001,0.3,29,0,4,17,9,0,29,2,2,100.0,0,0.0,21,125,66,1,1,0,1,0,24,2,Matches
2295,Amir Rrahmani,KVX,DF,Napoli,Serie A,28,1994,27.2,2372,228,955,1327,102,29,2372,6,3,50.0,2,33.3,1573,8201,5024,23,23,1,9,3,1768,5,Matches
2296,Ruan,BRA,DF,Sassuolo,Serie A,23,1999,19.0,1136,191,681,431,28,13,1136,4,3,75.0,1,25.0,601,2703,1221,6,5,0,4,5,660,3,Matches
2297,Rubén,ESP,"DF,MF",Espanyol,La Liga,21,2001,9.9,473,24,130,195,160,21,473,24,12,50.0,10,41.7,224,1612,838,34,15,10,17,9,230,57,Matches
2298,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,29,1993,26.8,1814,194,907,840,79,25,1814,4,3,75.0,1,25.0,1216,5991,3731,21,11,0,8,2,1339,10,Matches
2299,Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,8.8,547,25,141,296,112,4,547,3,0,0.0,3,100.0,247,1017,461,7,5,0,12,8,306,7,Matches
2300,Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,6.3,325,61,204,112,9,4,325,1,1,100.0,0,0.0,187,844,496,2,0,0,1,0,213,0,Matches
2301,Matteo Ruggeri,ITA,"DF,MF",Atalanta,Serie A,20,2002,9.2,722,24,198,304,224,17,722,9,4,44.4,5,55.6,342,1508,777,22,14,3,7,5,444,65,Matches
2302,Mário Rui,POR,DF,Napoli,Serie A,31,1991,19.4,1864,36,381,946,552,11,1864,16,8,50.0,5,31.3,1101,4711,2976,52,56,2,10,7,1243,97,Matches
2303,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,26,1996,16.2,1062,44,338,468,278,24,1062,67,35,52.2,31,46.3,559,2936,1818,38,27,8,24,13,597,70,Matches
2304,Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,0.7,41,0,19,19,4,1,41,1,1,100.0,0,0.0,31,160,68,1,0,1,2,1,23,2,Matches
2305,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,21.0,1971,53,411,1161,410,41,1971,30,18,60.0,12,40.0,1681,7230,3162,32,35,4,23,16,1580,86,Matches
2306,Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,6.2,315,50,180,128,8,4,315,0,0,0.0,0,0.0,167,877,447,4,3,1,1,0,183,0,Matches
2307,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14.0,579,476,577,3,0,0,579,0,0,0.0,0,0.0,335,1591,1061,0,0,0,0,0,283,0,Matches
2308,Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1.0,55,47,55,0,0,0,55,0,0,0.0,0,0.0,33,125,68,0,0,0,0,0,33,0,Matches
2309,Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,1.6,78,12,47,28,3,0,78,0,0,0.0,0,0.0,43,163,63,0,0,0,0,1,41,0,Matches
2310,Georginio Rutter,FRA,"FW,MF",Leeds United,Premier League,20,2002,3.0,124,4,13,47,65,20,124,25,9,36.0,13,52.0,76,351,126,5,1,3,15,14,86,21,Matches
2311,Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,20,2002,11.2,338,9,27,98,219,67,338,71,34,47.9,34,47.9,235,1541,723,32,11,24,46,25,260,75,Matches
2312,Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,24,1997,11.5,627,29,176,246,215,12,627,38,18,47.4,15,39.5,292,1652,690,20,16,4,11,14,293,32,Matches
2313,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,24,1997,15.7,1162,39,313,548,311,12,1162,47,17,36.2,22,46.8,646,3311,1758,54,26,6,18,18,723,69,Matches
2314,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29.0,1340,883,1318,23,0,0,1340,0,0,0.0,0,0.0,861,4709,3107,0,0,0,0,0,727,0,Matches
2315,José Sá,POR,GK,Wolves,Premier League,29,1993,36.0,1277,1153,1271,7,0,0,1277,2,2,100.0,0,0.0,731,4563,2991,0,0,0,4,0,585,0,Matches
2316,Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,18.7,1179,83,388,521,284,16,1179,39,19,48.7,13,33.3,619,3101,1754,41,36,3,25,25,671,64,Matches
2317,Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,7.1,352,23,84,178,94,6,352,12,4,33.3,8,66.7,232,1268,519,5,10,1,12,3,203,30,Matches
2318,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,Serie A,25,1996,11.9,618,15,64,304,257,31,616,39,14,35.9,17,43.6,363,1503,536,7,20,5,34,28,423,54,Matches
2319,Marcel Sabitzer,AUT,MF,Manchester Utd,Premier League,28,1994,7.0,377,18,69,200,110,20,377,3,1,33.3,1,33.3,209,751,361,8,6,0,9,5,247,26,Matches
2320,Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,28,1994,7.0,548,10,88,323,141,9,548,3,1,33.3,2,66.7,312,1283,572,7,8,0,6,3,368,19,Matches
2321,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,28.7,1503,135,519,692,315,29,1503,36,17,47.2,15,41.7,962,6066,2873,50,36,6,33,13,820,70,Matches
2322,Umar Sadiq,NGA,FW,Almería,La Liga,25,1997,2.7,74,3,6,31,39,18,74,12,4,33.3,8,66.7,47,390,211,5,8,6,7,11,53,7,Matches
2323,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,25,1997,0.9,26,1,2,9,15,2,26,3,2,66.7,0,0.0,16,62,9,0,0,1,6,2,21,6,Matches
2324,Alexis Saelemaekers,BEL,"FW,DF",Milan,Serie A,23,1999,15.6,836,13,105,337,407,50,836,72,31,43.1,32,44.4,503,3229,1563,52,23,15,38,21,568,143,Matches
2325,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27,1995,7.2,270,2,11,145,121,41,270,26,17,65.4,9,34.6,220,1330,491,19,12,6,18,6,217,67,Matches
2326,Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,12.4,598,5,69,198,348,77,598,99,57,57.6,33,33.3,435,4137,2512,93,51,41,31,30,456,111,Matches
2327,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,5.9,326,19,93,160,76,6,326,13,8,61.5,5,38.5,201,1032,417,5,9,1,9,4,183,36,Matches
2328,Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,2.7,192,0,21,98,75,7,190,10,4,40.0,6,60.0,131,713,244,5,5,2,10,4,154,18,Matches
2329,Bukayo Saka,ENG,FW,Arsenal,Premier League,20,2001,35.3,1882,21,160,474,1270,237,1879,161,61,37.9,69,42.9,1191,8403,4557,179,92,84,78,59,1361,520,Matches
2330,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,18.4,1112,20,171,614,342,28,1112,27,15,55.6,6,22.2,834,5023,2110,43,37,3,20,13,779,75,Matches
2331,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,539,74,239,293,8,5,539,2,1,50.0,1,50.0,382,1940,1144,0,0,0,1,0,357,2,Matches
2332,Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,57,2,14,28,16,2,57,3,0,0.0,2,66.7,32,119,68,2,0,0,1,0,34,3,Matches
2333,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,20,2001,2.5,154,2,24,59,75,5,154,18,13,72.2,5,27.8,121,1086,469,13,11,1,5,4,109,27,Matches
2334,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,1634,4,83,539,1028,301,1630,134,50,37.3,72,53.7,1107,6382,3036,120,66,87,110,79,1305,421,Matches
2335,Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,13.9,484,6,51,232,215,48,484,56,22,39.3,31,55.4,360,2756,1060,35,19,16,48,19,351,94,Matches
2336,Kike Salas,ESP,DF,Sevilla,La Liga,20,2002,4.1,255,39,133,112,10,3,255,0,0,0.0,0,0.0,149,530,227,3,1,0,2,1,177,0,Matches
2337,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,2056,174,905,1094,64,15,2056,11,8,72.7,1,9.1,1323,6658,3908,13,14,1,15,6,1423,2,Matches
2338,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
2339,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,1504,220,755,635,124,25,1504,10,7,70.0,3,30.0,725,3391,1556,5,11,0,5,9,757,4,Matches
2340,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,11.1,465,11,72,194,202,40,465,27,12,44.4,12,44.4,274,1435,579,22,11,3,21,10,328,71,Matches
2341,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,1764,252,871,821,89,20,1764,13,6,46.2,5,38.5,1235,7197,3568,24,23,3,9,7,1082,9,Matches
2342,Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,5.4,254,4,31,81,145,18,254,9,3,33.3,6,66.7,139,920,459,27,14,3,9,6,162,51,Matches
2343,Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,1098,20,160,572,381,38,1098,64,28,43.8,34,53.1,619,3575,1568,34,33,7,29,20,716,65,Matches
2344,Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,26,1996,0.4,23,1,5,15,3,0,23,1,1,100.0,0,0.0,9,39,13,0,0,0,0,0,13,1,Matches
2345,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,1009,21,120,498,422,125,1007,124,56,45.2,54,43.5,687,4596,1725,51,29,25,122,68,681,179,Matches
2346,Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37.0,1307,942,1291,18,0,0,1307,1,1,100.0,0,0.0,987,5296,3117,0,0,0,1,0,712,0,Matches
2347,Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,22,1999,2.2,154,6,32,95,29,0,154,2,1,50.0,0,0.0,96,393,145,0,6,0,1,1,113,2,Matches
2348,Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,22,1999,6.0,325,22,109,170,47,2,325,5,1,20.0,2,40.0,172,804,368,2,2,0,3,6,211,2,Matches
2349,Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,504,21,114,221,172,13,504,29,10,34.5,17,58.6,258,1443,803,23,22,6,13,9,301,38,Matches
2350,Samuel,BRA,"FW,MF",Valencia,La Liga,22,1999,32.1,1611,15,178,582,881,162,1611,121,53,43.8,50,41.3,1073,7128,4026,144,100,60,85,57,1165,260,Matches
2351,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,834,64,251,498,91,8,834,5,2,40.0,2,40.0,392,1506,605,1,7,1,11,8,436,11,Matches
2352,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27.0,946,11,49,457,450,117,945,41,23,56.1,11,26.8,496,2285,536,17,19,11,83,29,730,139,Matches
2353,Leandro Sanca,GNB,"FW,MF",Spezia,Serie A,22,2000,0.4,17,0,1,6,11,0,17,5,3,60.0,2,40.0,10,66,15,1,1,0,1,1,11,3,Matches
2354,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,1269,17,114,623,561,80,1267,83,46,55.4,25,30.1,847,5286,2806,91,71,17,82,61,981,156,Matches
2355,Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8.0,753,17,106,479,179,18,753,22,13,59.1,7,31.8,648,3751,2154,30,26,4,13,8,625,25,Matches
2356,Alexis Sánchez,CHI,"FW,MF",Marseille,Ligue 1,33,1988,29.8,1234,7,69,513,663,145,1231,82,43,52.4,32,39.0,950,4916,1398,42,24,20,85,62,961,232,Matches
2357,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,25,1997,12.0,602,18,150,279,187,16,602,26,12,46.2,14,53.8,349,2184,850,22,19,2,25,19,342,56,Matches
2358,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,719,99,364,310,46,10,719,6,2,33.3,3,50.0,406,1607,788,5,2,0,3,2,473,4,Matches
2359,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,29,1992,12.8,616,9,99,292,241,26,616,63,36,57.1,16,25.4,449,3611,1974,58,31,12,21,15,472,61,Matches
2360,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,1444,219,838,577,41,15,1444,7,7,100.0,0,0.0,800,4466,2820,21,9,1,7,4,906,5,Matches
2361,Manu Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,1385,64,330,619,451,43,1385,41,16,39.0,23,56.1,689,3461,1930,42,27,3,27,14,782,105,Matches
2362,Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23.0,826,692,822,4,0,0,826,0,0,0.0,0,0.0,523,2418,1458,0,0,0,0,0,480,0,Matches
2363,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,22,2000,18.7,977,16,118,339,536,106,977,78,33,42.3,40,51.3,640,3825,2193,88,39,45,50,20,715,173,Matches
2364,Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,1455,118,521,750,196,13,1455,28,19,67.9,4,14.3,763,4257,2489,51,36,3,26,17,901,25,Matches
2365,Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,26,1996,22.3,1379,10,111,616,683,101,1379,136,75,55.1,56,41.2,941,6150,2650,77,69,30,60,60,1134,198,Matches
2366,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,10,1,1,4,5,0,10,1,0,0.0,0,0.0,5,15,12,0,0,0,1,0,6,0,Matches
2367,Morgan Sanson,FRA,MF,Aston Villa,Premier League,27,1994,0.1,9,1,1,4,4,0,9,0,0,0.0,0,0.0,5,11,9,0,0,0,1,0,5,0,Matches
2368,Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,27,1994,15.8,843,11,115,479,265,36,843,46,17,37.0,19,41.3,641,4176,1880,43,49,12,34,23,585,70,Matches
2369,Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,314,4,26,139,156,29,314,19,4,21.1,11,57.9,209,1114,446,17,14,7,23,14,246,72,Matches
2370,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,1499,41,271,1023,218,16,1499,17,9,52.9,7,41.2,1122,5728,2726,17,37,1,30,11,1024,21,Matches
2371,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,606,12,66,235,317,61,606,42,18,42.9,19,45.2,409,2870,1567,56,37,16,29,19,470,125,Matches
2372,Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,30,1992,8.5,450,9,68,189,199,22,450,12,2,16.7,9,75.0,267,1195,522,17,15,4,9,14,312,54,Matches
2373,Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,30,1992,4.1,225,1,40,91,94,15,225,5,1,20.0,3,60.0,181,953,406,9,8,0,11,7,178,37,Matches
2374,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2.0,100,0,13,39,48,10,100,11,6,54.5,4,36.4,69,386,129,5,3,1,6,7,77,20,Matches
2375,Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6.0,203,3,13,96,97,20,203,14,4,28.6,8,57.1,144,863,344,12,15,5,20,5,138,47,Matches
2376,Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0.0,2,0,1,1,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
2377,Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8.0,590,54,210,366,17,1,590,4,2,50.0,2,50.0,457,2591,1656,5,7,2,4,2,410,2,Matches
2378,Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,9,0,6,3,0,0,9,0,0,0.0,0,0.0,8,39,6,0,0,0,0,0,8,0,Matches
2379,Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2.0,89,74,88,1,0,0,89,0,0,0.0,0,0.0,32,133,75,0,0,0,0,0,49,0,Matches
2380,Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,597,19,67,250,291,77,597,48,19,39.6,27,56.3,346,1840,737,29,22,12,54,45,466,127,Matches
2381,Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,2067,41,289,1138,677,34,2061,138,72,52.2,42,30.4,1493,8500,3547,48,63,4,71,50,1379,117,Matches
2382,Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
2383,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,21.6,1317,166,647,636,35,6,1317,5,4,80.0,0,0.0,777,3967,2536,20,5,1,2,3,892,6,Matches
2384,Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,24.5,1373,84,456,663,263,20,1373,28,11,39.3,13,46.4,704,3297,1544,29,23,1,22,14,804,60,Matches
2385,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,25.9,1762,124,687,861,226,32,1762,26,12,46.2,11,42.3,917,3552,1989,22,22,6,20,8,1146,34,Matches
2386,Gianluca Scamacca,ITA,FW,West Ham,Premier League,23,1999,10.3,273,5,13,135,128,38,273,14,6,42.9,6,42.9,143,660,282,13,7,3,23,18,203,48,Matches
2387,Gustavo Scarpa,BRA,"MF,FW",Nott'ham Forest,Premier League,28,1994,2.0,108,3,24,58,27,1,108,4,1,25.0,2,50.0,67,515,313,9,5,0,1,0,71,4,Matches
2388,Kevin Schade,GER,FW,Brentford,Premier League,20,2001,8.1,291,7,38,94,165,48,291,35,12,34.3,18,51.4,147,1199,501,24,12,15,25,9,186,57,Matches
2389,Kevin Schade,GER,"FW,MF",Freiburg,Bundesliga,20,2001,2.0,100,3,12,37,52,13,100,12,3,25.0,8,66.7,48,319,129,7,3,5,8,6,68,20,Matches
2390,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,9.6,391,15,90,189,125,14,391,32,9,28.1,14,43.8,203,1157,523,15,12,4,21,13,212,18,Matches
2391,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30,1991,35.6,2235,248,1101,938,213,73,2235,13,4,30.8,7,53.8,1214,6337,4115,27,26,3,20,7,1341,32,Matches
2392,Derry Scherhant,GER,"FW,MF",Hertha BSC,Bundesliga,19,2002,3.2,101,5,21,47,37,7,101,16,6,37.5,10,62.5,62,283,68,4,1,4,8,8,65,16,Matches
2393,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,10.5,358,8,22,168,172,48,358,16,7,43.8,8,50.0,195,697,234,8,9,3,28,13,298,68,Matches
2394,Kingsley Schindler,GHA,"DF,MF",Köln,Bundesliga,29,1993,12.1,699,37,165,305,234,25,699,22,8,36.4,11,50.0,345,1642,684,20,14,5,27,15,382,75,Matches
2395,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,16.7,1090,35,275,677,160,3,1090,24,13,54.2,8,33.3,680,3392,1828,23,22,1,21,14,734,12,Matches
