Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1339,Gedeon Kalulu,COD,DF,Lorient,Ligue 1,24,1997,27.1,1375,1151,219,44,0,4,29,175,0,0,0,0,1101,5,37,Matches
1340,Pierre Kalulu,FRA,DF,Milan,Serie A,22,2000,28.3,1821,1674,143,52,3,3,28,86,0,0,0,0,1589,4,13,Matches
1341,Justin-Noël Kalumba,FRA,DF,Angers,Ligue 1,17,2004,6.1,164,152,12,0,0,0,13,10,2,1,1,0,131,0,9,Matches
1342,Daichi Kamada,JPN,MF,Eint Frankfurt,Bundesliga,25,1996,25.2,1245,1182,59,26,5,12,50,2,31,16,8,0,1005,4,26,Matches
1343,Waren Kamanzi,NOR,DF,Toulouse,Ligue 1,21,2000,7.4,358,295,62,4,0,1,6,58,0,0,0,0,306,1,4,Matches
1344,Bingourou Kamara,SEN,GK,Montpellier,Ligue 1,25,1996,4.5,131,87,43,8,0,0,0,0,0,0,0,0,87,1,0,Matches
1345,Boubacar Kamara,FRA,MF,Aston Villa,Premier League,22,1999,19.7,941,907,34,32,2,10,1,0,0,0,0,0,798,0,20,Matches
1346,Jakub Kamiński,POL,"FW,DF",Wolfsburg,Bundesliga,20,2002,22.9,667,623,42,0,4,4,35,42,0,0,0,0,495,2,28,Matches
1347,Marcin Kamiński,POL,DF,Schalke 04,Bundesliga,30,1992,7.0,314,289,23,19,0,3,3,2,0,0,0,0,254,2,2,Matches
1348,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,31,1990,15.2,898,872,24,23,6,2,4,1,0,0,0,0,791,2,25,Matches
1349,Nordine Kandil,FRA,"MF,FW",Strasbourg,Ligue 1,20,2001,1.1,61,59,2,1,1,0,4,1,0,0,0,0,44,0,2,Matches
1350,Harry Kane,ENG,FW,Tottenham,Premier League,29,1993,37.8,921,853,60,14,20,18,37,25,0,0,0,0,642,8,39,Matches
1351,Lee Kang-in,KOR,"MF,FW",Mallorca,La Liga,21,2001,31.4,1103,883,207,81,7,15,201,12,90,36,43,0,772,13,35,Matches
1352,Wilfried Kanga,CIV,FW,Hertha BSC,Bundesliga,24,1998,15.7,251,239,11,0,1,0,8,0,0,0,0,0,154,1,5,Matches
1353,N'Golo Kanté,FRA,MF,Chelsea,Premier League,31,1991,5.8,338,336,0,0,2,1,11,0,0,0,0,0,271,2,12,Matches
1354,Kenan Karaman,TUR,FW,Schalke 04,Bundesliga,28,1994,10.8,209,207,1,0,0,0,22,1,0,0,0,0,129,1,10,Matches
1355,Yann Karamoh,FRA,"MF,FW",Torino,Serie A,24,1998,8.0,216,208,7,1,2,3,15,1,0,0,0,0,163,1,13,Matches
1356,Atakan Karazor,GER,MF,Stuttgart,Bundesliga,25,1996,21.8,1116,1070,42,40,2,9,0,2,0,0,0,0,945,4,11,Matches
1357,Ayman Kari,FRA,"MF,DF",Lorient,Ligue 1,17,2004,1.1,74,73,0,0,0,0,0,0,0,0,0,0,67,1,1,Matches
1358,Jon Karrikaburu,ESP,FW,Real Sociedad,La Liga,19,2002,1.0,18,18,0,0,1,0,1,0,0,0,0,0,11,0,0,Matches
1359,Rick Karsdorp,NED,DF,Roma,Serie A,27,1995,7.9,380,306,73,4,3,1,14,69,0,0,0,0,295,1,8,Matches
1360,Denso Kasius,NED,DF,Bologna,Serie A,19,2002,3.8,192,156,35,1,0,3,12,34,0,0,0,0,143,1,3,Matches
1361,Thomas Kastanaras,GRE,"FW,DF",Stuttgart,Bundesliga,19,2003,0.8,17,15,2,0,0,0,1,0,0,0,0,0,14,0,2,Matches
1362,Grigoris Kastanos,CYP,"MF,DF",Salernitana,Serie A,24,1998,14.3,621,525,90,27,1,6,26,47,16,3,0,0,460,6,23,Matches
1363,Silas Katompa,COD,"FW,MF",Stuttgart,Bundesliga,23,1998,22.1,399,377,19,1,1,1,33,8,0,0,0,0,295,3,14,Matches
1364,Moise Kean,ITA,FW,Juventus,Serie A,22,2000,11.1,187,176,9,1,1,0,5,1,0,0,0,0,130,2,11,Matches
1365,Michael Keane,ENG,DF,Everton,Premier League,29,1993,10.9,441,429,9,3,0,0,4,6,0,0,0,0,305,3,8,Matches
1366,Neeskens Kebano,COD,FW,Fulham,Premier League,30,1992,8.5,212,206,6,2,0,1,24,0,4,0,1,0,155,0,16,Matches
1367,Kévin Keben Biakolo,CMR,DF,Toulouse,Ligue 1,18,2004,4.0,148,112,36,1,0,1,6,35,0,0,0,0,117,0,6,Matches
1368,Thilo Kehrer,GER,DF,West Ham,Premier League,25,1996,24.8,1112,992,116,24,1,6,23,91,0,0,0,0,927,4,14,Matches
1369,Check Keita,FRA,DF,Reims,Ligue 1,19,2003,7.6,305,286,16,15,0,0,0,1,0,0,0,0,264,3,2,Matches
1370,Naby Keïta,GUI,MF,Liverpool,Premier League,27,1995,3.3,168,161,6,1,0,0,2,1,0,0,0,0,129,1,7,Matches
1371,Yannik Keitel,GER,MF,Freiburg,Bundesliga,22,2000,7.6,245,234,11,9,0,2,4,0,0,0,0,0,189,0,4,Matches
1372,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,23,1998,1.0,24,22,2,0,0,0,0,0,0,0,0,0,23,0,0,Matches
1373,Lloyd Kelly,ENG,DF,Bournemouth,Premier League,23,1998,22.7,1164,1020,140,29,2,11,14,109,0,0,0,0,934,4,12,Matches
1374,Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,27,1995,30.1,1303,1230,68,67,2,17,2,0,0,0,0,0,1011,5,15,Matches
1375,Kenedy,BRA,"FW,DF",Valladolid,La Liga,26,1996,3.1,86,80,5,0,0,1,5,2,1,0,0,0,57,1,4,Matches
1376,Jonjoe Kenny,ENG,DF,Hertha BSC,Bundesliga,25,1997,24.9,1207,955,245,9,0,3,54,235,1,0,0,0,879,7,35,Matches
1377,Franck Kessié,CIV,MF,Barcelona,La Liga,25,1996,11.0,457,441,13,6,2,5,5,3,1,0,0,0,391,3,5,Matches
1378,Saîf-Eddine Khaoui,TUN,MF,Clermont Foot,Ligue 1,27,1995,22.5,713,636,70,24,2,2,56,0,46,17,19,0,486,7,17,Matches
1379,Wahbi Khazri,TUN,"FW,MF",Montpellier,Ligue 1,31,1991,18.2,483,421,58,16,3,11,39,11,18,9,9,0,344,4,20,Matches
1380,Rani Khedira,GER,MF,Union Berlin,Bundesliga,28,1994,32.0,1039,1007,30,14,1,3,11,1,1,1,0,0,778,2,20,Matches
1381,Anthony Khelifa,FRA,DF,Ajaccio,Ligue 1,16,2005,0.1,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
1382,Kiké,ESP,FW,Osasuna,La Liga,32,1989,11.3,244,229,13,0,0,1,7,1,0,0,0,0,167,2,9,Matches
1383,Luca Kilian,GER,DF,Köln,Bundesliga,22,1999,12.5,685,662,20,13,0,5,1,4,0,0,0,0,585,3,5,Matches
1384,Max Kilman,ENG,DF,Wolves,Premier League,25,1997,36.7,2107,2069,29,28,0,31,5,1,0,0,0,0,1748,9,20,Matches
1385,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,27,1995,31.2,2767,2407,351,119,29,10,240,28,204,83,98,4,2333,9,24,Matches
1386,Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,26,1995,8.1,503,454,48,13,1,0,0,20,0,0,0,0,471,1,6,Matches
1387,Jakub Kiwior,POL,DF,Arsenal,Premier League,22,2000,4.7,205,192,13,5,1,1,1,8,0,0,0,0,177,0,4,Matches
1388,Jakub Kiwior,POL,DF,Spezia,Serie A,22,2000,16.0,775,683,89,34,1,3,14,12,9,6,3,0,653,3,4,Matches
1389,Simon Kjær,DEN,DF,Milan,Serie A,33,1989,11.2,683,667,16,15,0,6,2,1,0,0,0,0,591,0,1,Matches
1390,Pascal Klemens,GER,DF,Hertha BSC,Bundesliga,17,2005,1.0,33,33,0,0,0,1,0,0,0,0,0,0,28,0,0,Matches
1391,Mateusz Klich,POL,"MF,FW",Leeds United,Premier League,32,1990,3.1,148,139,9,2,0,0,8,4,3,1,1,0,108,0,7,Matches
1392,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,26,1996,10.1,784,752,29,15,2,0,4,14,0,0,0,0,687,3,6,Matches
1393,Justin Kluivert,NED,"FW,MF",Valencia,La Liga,23,1999,16.1,399,345,49,8,0,2,64,6,31,5,10,0,276,5,12,Matches
1394,Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,20,2002,14.3,683,523,158,5,1,0,29,153,0,0,0,0,455,2,32,Matches
1395,Robin Knoche,GER,DF,Union Berlin,Bundesliga,30,1992,31.9,1643,1578,59,56,1,7,5,3,0,0,0,0,1332,6,20,Matches
1396,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,24,1997,27.0,1049,800,247,55,0,2,0,0,0,0,0,0,871,2,0,Matches
1397,Robin Koch,GER,DF,Leeds United,Premier League,26,1996,35.3,1594,1544,46,46,2,5,1,0,0,0,0,0,1229,4,25,Matches
1398,Samuel Koeberlé,FRA,MF,Reims,Ligue 1,17,2004,0.0,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
1399,Rudy Kohon,FRA,DF,Troyes,Ligue 1,18,2004,0.7,28,27,1,0,0,0,0,1,0,0,0,0,24,0,1,Matches
1400,Dominik Kohr,GER,MF,Mainz 05,Bundesliga,28,1994,25.5,1183,1139,39,34,4,8,5,5,0,0,0,0,865,5,24,Matches
1401,Koke,ESP,MF,Atlético Madrid,La Liga,30,1992,28.3,2038,1964,59,52,8,17,24,4,0,0,0,0,1784,15,30,Matches
1402,Sead Kolašinac,BIH,DF,Marseille,Ligue 1,29,1993,24.6,1333,1261,68,23,1,3,20,45,0,0,0,0,1135,4,20,Matches
1403,Luca Koleosho,ITA,"FW,DF",Espanyol,La Liga,17,2004,0.7,28,28,0,0,0,0,3,0,0,0,0,0,18,0,2,Matches
1404,Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,23,1998,29.2,649,624,21,0,4,3,25,1,0,0,0,0,419,4,36,Matches
1405,Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,30,1991,0.3,17,14,3,0,0,0,1,3,0,0,0,0,14,0,0,Matches
1406,Cheick Konaté,CIV,DF,Clermont Foot,Ligue 1,18,2004,6.4,314,265,49,12,1,3,4,37,0,0,0,0,228,0,13,Matches
1407,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23,1999,17.2,1135,1115,19,16,2,6,1,3,0,0,0,0,988,1,5,Matches
1408,Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,29,1993,11.2,634,620,14,13,0,11,0,1,0,0,0,0,567,0,2,Matches
1409,Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23,1999,17.5,359,351,8,0,2,0,1,1,0,0,0,0,240,0,11,Matches
1410,Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21,2001,29.0,1377,1345,21,19,2,5,6,2,0,0,0,0,1187,11,26,Matches
1411,Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27,1995,10.2,426,355,70,9,0,2,27,61,0,0,0,0,322,1,7,Matches
1412,Ezri Konsa,ENG,DF,Aston Villa,Premier League,24,1997,36.9,1898,1806,88,60,1,6,4,18,0,0,0,0,1681,4,14,Matches
1413,Teun Koopmeiners,NED,MF,Atalanta,Serie A,24,1998,31.8,1727,1558,162,55,5,19,158,26,77,42,26,0,1271,7,33,Matches
1414,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21,2001,16.9,973,911,60,22,0,2,4,38,0,0,0,0,808,2,19,Matches
1415,Filip Kostić,SRB,"DF,FW",Juventus,Serie A,29,1992,28.5,1212,1041,167,15,4,11,227,106,46,2,41,1,830,4,56,Matches
1416,Filip Kostić,SRB,"DF,MF",Eint Frankfurt,Bundesliga,29,1992,0.8,40,25,14,3,0,1,7,6,5,3,2,0,23,1,0,Matches
1417,Christian Kouamé,CIV,FW,Fiorentina,Serie A,24,1997,20.7,661,628,31,2,1,6,49,21,2,0,0,0,468,2,15,Matches
1418,Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,25,1996,29.6,1403,1391,8,8,2,17,5,0,0,0,0,0,1244,4,17,Matches
1419,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,29,1992,11.0,510,385,125,29,0,0,0,0,0,0,0,0,349,0,0,Matches
1420,Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31,1991,20.0,1471,1421,45,33,0,15,4,12,0,0,0,0,1275,5,12,Matches
1421,Jules Koundé,FRA,DF,Barcelona,La Liga,23,1998,27.0,2024,1840,180,50,4,11,36,130,0,0,0,0,1775,4,25,Matches
1422,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25,1997,14.0,611,595,16,14,0,3,1,2,0,0,0,0,499,0,8,Matches
1423,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,32,1989,9.8,246,241,4,4,0,1,0,0,0,0,0,0,185,1,7,Matches
1424,Mateo Kovačić,CRO,MF,Chelsea,Premier League,28,1994,19.0,1319,1289,29,26,10,10,6,3,0,0,0,0,1130,1,25,Matches
1425,Viktor Kovalenko,UKR,MF,Spezia,Serie A,26,1996,6.1,241,223,17,4,0,3,15,3,10,5,4,0,189,1,8,Matches
1426,Soichiro Kozuki,JPN,"FW,MF",Schalke 04,Bundesliga,21,2000,4.2,85,83,2,0,0,1,15,1,1,0,1,0,52,0,4,Matches
1427,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,27,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1428,Alex Král,CZE,MF,Schalke 04,Bundesliga,24,1998,26.2,847,796,45,16,2,2,27,2,0,0,0,0,586,6,28,Matches
1429,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,31,1991,26.5,998,937,54,3,0,12,47,18,6,1,1,0,790,7,25,Matches
1430,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,31,1991,24.7,1233,1170,58,37,2,4,11,11,0,0,0,0,1020,5,36,Matches
1431,Tom Krauß,GER,MF,Schalke 04,Bundesliga,21,2001,27.9,804,776,24,6,2,2,16,1,0,0,0,0,578,4,31,Matches
1432,Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25,1997,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1433,Raimonds Krollis,LVA,"FW,DF",Spezia,Serie A,20,2001,0.4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
1434,Toni Kroos,GER,MF,Real Madrid,La Liga,32,1990,23.9,2482,2246,223,123,4,41,122,15,84,27,30,1,2255,13,12,Matches
1435,Rade Krunić,BIH,MF,Milan,Serie A,28,1993,18.4,955,931,24,16,2,1,3,4,3,1,1,0,819,0,19,Matches
1436,Max Kruse,GER,"MF,FW",Wolfsburg,Bundesliga,34,1988,3.0,121,105,16,3,1,3,6,8,2,0,0,0,90,0,8,Matches
1437,Lukas Kübler,GER,DF,Freiburg,Bundesliga,29,1992,18.2,827,701,123,8,1,2,33,115,0,0,0,0,569,3,20,Matches
1438,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,21,2001,27.1,875,823,42,5,3,5,72,5,29,10,12,1,621,10,35,Matches
1439,Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,22,2000,23.0,746,684,61,1,5,3,62,7,23,6,3,0,582,1,26,Matches
1440,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,14.7,794,641,151,8,1,0,32,143,0,0,0,0,653,2,19,Matches
1441,Marash Kumbulla,ALB,DF,Roma,Serie A,22,2000,2.9,180,176,4,4,0,2,0,0,0,0,0,0,157,0,1,Matches
1442,Pierre Kunde,CMR,"MF,FW",Bochum,Bundesliga,27,1995,4.2,202,179,23,7,1,5,8,14,2,2,0,0,119,0,3,Matches
1443,Alou Kuol,AUS,FW,Stuttgart,Bundesliga,21,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1444,Layvin Kurzawa,FRA,DF,Fulham,Premier League,29,1992,1.5,41,29,12,0,0,0,2,12,0,0,0,0,28,0,2,Matches
1445,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,21,2001,28.0,1136,1083,49,9,14,15,76,18,22,8,3,0,900,4,22,Matches
1446,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26,1995,24.8,527,477,45,0,1,4,7,0,0,0,0,0,376,5,16,Matches
1447,Daniel Kyereh,GHA,"MF,FW",Freiburg,Bundesliga,26,1996,6.2,182,176,5,1,0,0,3,0,2,0,1,0,139,1,7,Matches
1448,Giorgos Kyriakopoulos,GRE,"DF,FW",Bologna,Serie A,26,1996,7.8,413,352,59,12,0,0,38,37,10,9,1,0,318,2,10,Matches
1449,Giorgos Kyriakopoulos,GRE,"FW,DF",Sassuolo,Serie A,26,1996,8.5,391,332,56,7,0,6,39,39,10,2,5,0,300,3,9,Matches
1450,César de la Hoz,ESP,MF,Almería,La Liga,30,1992,18.6,556,538,13,13,1,6,3,0,0,0,0,0,435,5,7,Matches
1451,Luca de la Torre,USA,MF,Celta Vigo,La Liga,24,1998,16.5,613,600,5,4,2,2,21,1,0,0,0,0,510,8,19,Matches
1452,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,19,2003,1.4,29,29,0,0,0,0,3,0,0,0,0,0,23,0,1,Matches
1453,Gaëtan Laborde,FRA,FW,Nice,Ligue 1,28,1994,27.8,714,663,47,1,3,2,71,2,24,12,11,0,471,4,29,Matches
1454,Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,28,1994,2.8,61,54,7,0,0,0,3,0,0,0,0,0,41,0,6,Matches
1455,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,32.5,917,845,61,8,8,4,35,1,6,1,4,0,661,11,30,Matches
1456,Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,2.4,142,134,8,5,0,1,8,0,3,1,2,0,111,0,2,Matches
1457,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,18.1,1095,1029,64,48,1,11,3,5,0,0,0,0,952,2,6,Matches
1458,Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37.0,1191,840,349,102,0,9,0,0,0,0,0,0,835,2,2,Matches
1459,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,9.7,320,310,8,2,4,2,11,2,0,0,0,0,236,2,11,Matches
1460,Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,16.3,751,720,28,19,7,5,12,9,0,0,0,0,596,3,22,Matches
1461,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,9.1,618,536,80,6,2,1,18,73,0,0,0,0,501,2,13,Matches
1462,Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,15.7,874,668,203,40,2,6,64,147,16,5,10,0,660,3,22,Matches
1463,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,34,1988,8.0,317,304,11,2,0,0,3,2,1,0,0,0,262,2,5,Matches
1464,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,7.0,240,230,10,5,0,1,0,5,0,0,0,0,163,0,1,Matches
1465,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,30,1992,20.5,770,732,30,6,1,0,33,6,15,5,3,0,588,8,33,Matches
1466,Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,24,1998,7.2,129,118,11,0,0,0,2,0,0,0,0,0,81,0,4,Matches
1467,Sam Lammers,NED,FW,Sampdoria,Serie A,25,1997,12.2,254,244,9,0,1,0,2,2,0,0,0,0,172,1,9,Matches
1468,Sam Lammers,NED,FW,Empoli,Serie A,25,1997,9.8,230,226,3,0,0,0,4,0,0,0,0,0,143,1,8,Matches
1469,Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,5.0,302,258,44,5,1,1,31,39,0,0,0,0,239,0,6,Matches
1470,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,29,1993,2.8,175,173,2,0,0,0,2,0,0,0,0,0,146,0,5,Matches
1471,Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,11.0,964,926,37,21,1,6,6,10,0,0,0,0,892,1,5,Matches
1472,Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,18.4,799,779,18,12,0,10,0,2,0,0,0,0,681,2,6,Matches
1473,Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,16.3,247,241,6,0,1,2,6,0,0,0,0,0,170,0,16,Matches
1474,Juan Larios,ESP,DF,Southampton,Premier League,18,2004,1.7,82,59,23,0,0,0,4,23,0,0,0,0,63,0,2,Matches
1475,Yasser Larouci,FRA,"DF,MF",Troyes,Ligue 1,21,2001,20.0,824,655,166,12,5,0,50,148,5,3,0,0,621,3,20,Matches
1476,Jordan Larsson,SWE,"FW,MF",Schalke 04,Bundesliga,25,1997,5.1,117,112,5,1,0,1,2,2,2,1,1,0,87,0,5,Matches
1477,Kevin Lasagna,ITA,"FW,MF",Hellas Verona,Serie A,29,1992,17.5,258,236,16,1,0,1,13,3,0,0,0,0,157,6,17,Matches
1478,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,1993,2.4,93,93,0,0,0,0,0,0,0,0,0,0,79,0,0,Matches
1479,Juanmi Latasa,ESP,FW,Getafe,La Liga,21,2001,5.0,164,159,3,0,0,1,2,0,0,0,0,0,80,2,7,Matches
1480,Toni Lato,ESP,"DF,MF",Valencia,La Liga,24,1997,10.2,490,417,72,10,1,3,32,50,12,2,6,0,390,1,9,Matches
1481,Danny Latza,GER,MF,Schalke 04,Bundesliga,32,1989,9.5,394,356,37,17,2,2,20,2,10,5,3,1,310,1,10,Matches
1482,Armand Lauriente,FRA,FW,Sassuolo,Serie A,23,1998,24.2,805,732,73,21,2,5,110,7,44,26,8,0,572,0,29,Matches
1483,Armand Lauriente,FRA,FW,Lorient,Ligue 1,23,1998,3.0,95,92,3,1,2,0,6,0,2,1,1,0,73,0,1,Matches
1484,Roméo Lavia,BEL,MF,Southampton,Premier League,18,2004,24.7,997,985,10,5,5,9,3,1,4,0,0,2,859,2,22,Matches
1485,Lázaro,BRA,"FW,MF",Almería,La Liga,20,2002,8.0,218,204,14,1,0,5,9,1,3,2,0,0,170,0,5,Matches
1486,Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,15.3,902,693,205,22,0,1,86,142,41,14,17,1,674,4,20,Matches
1487,Marko Lazetić,SRB,FW,Milan,Serie A,18,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1488,Darko Lazović,SRB,"MF,DF",Hellas Verona,Serie A,31,1990,24.9,836,710,117,10,6,1,123,69,37,15,16,0,517,9,38,Matches
1489,Manuel Lazzari,ITA,DF,Lazio,Serie A,28,1993,20.9,1183,987,194,17,0,2,36,177,0,0,0,0,1033,2,25,Matches
1490,Théo Le Bris,FRA,"MF,DF",Lorient,Ligue 1,19,2002,16.1,611,550,58,7,0,0,13,47,0,0,0,0,491,3,19,Matches
1491,Julien Le Cardinal,FRA,DF,Lens,Ligue 1,24,1997,1.8,121,102,19,0,0,0,10,19,0,0,0,0,90,0,3,Matches
1492,Jérémy Le Douaron,FRA,"MF,FW",Brest,Ligue 1,24,1998,23.0,390,376,9,0,1,2,32,1,0,0,0,0,264,5,19,Matches
1493,Enzo Le Fée,FRA,MF,Lorient,Ligue 1,22,2000,33.6,2118,1863,249,103,11,13,136,13,94,39,38,2,1708,6,48,Matches
1494,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,1989,37.0,2044,1716,322,63,2,2,39,259,0,0,0,0,1702,6,36,Matches
1495,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,1989,22.4,1208,1130,76,44,0,14,11,16,0,0,0,0,958,2,12,Matches
1496,Robin Le Normand,ESP,DF,Real Sociedad,La Liga,25,1996,31.1,1740,1653,85,61,2,7,1,3,0,0,0,0,1533,2,4,Matches
1497,Rafael Leão,POR,"FW,MF",Milan,Serie A,23,1999,26.9,845,802,39,3,5,17,71,28,7,0,0,0,595,4,29,Matches
1498,Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19,2003,0.6,16,15,1,1,0,0,0,0,0,0,0,0,12,0,0,Matches
1499,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1.0,39,28,11,1,0,1,0,0,0,0,0,0,32,0,0,Matches
1500,Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31,1991,10.0,275,149,123,43,0,2,0,0,0,0,0,0,179,3,0,Matches
1501,Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,31,1991,19.0,643,417,223,58,0,4,0,0,0,0,0,0,411,3,0,Matches
1502,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34.0,1114,674,435,150,0,3,0,0,0,0,0,0,585,5,0,Matches
1503,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,30.7,1461,1398,61,55,8,37,41,5,1,1,0,0,1198,2,24,Matches
1504,Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,25.0,1366,1291,71,35,0,9,4,6,0,0,0,0,1071,4,16,Matches
1505,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,7.4,328,319,9,6,0,2,0,1,0,0,0,0,249,0,2,Matches
1506,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,1417,1329,82,71,1,38,9,6,4,4,0,0,1110,6,11,Matches
1507,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,807,668,137,16,0,4,43,119,2,0,1,0,624,2,18,Matches
1508,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,814,776,36,10,6,7,44,9,15,5,7,0,690,2,16,Matches
1509,Félix Lemaréchal,FRA,MF,Brest,Ligue 1,18,2003,3.2,113,103,10,4,0,0,7,1,3,3,0,0,89,0,2,Matches
1510,Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,0.3,13,12,1,0,0,0,1,1,0,0,0,0,10,0,2,Matches
1511,Mario Lemina,GAB,MF,Wolves,Premier League,28,1993,14.4,651,645,5,5,1,4,3,0,0,0,0,0,566,1,9,Matches
1512,Mario Lemina,GAB,"MF,DF",Nice,Ligue 1,28,1993,9.3,637,629,5,5,1,6,2,0,0,0,0,0,569,3,4,Matches
1513,Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,20,2002,1.5,53,51,1,0,2,0,1,0,0,0,0,0,28,1,3,Matches
1514,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,22.4,1465,1431,29,22,5,20,16,6,0,0,0,0,1270,5,11,Matches
1515,Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36.0,1397,1041,354,112,0,2,0,0,0,0,0,0,1110,2,0,Matches
1516,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,14.3,824,645,176,32,0,5,93,101,43,20,14,0,621,3,17,Matches
1517,Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2.0,79,50,29,5,0,0,0,0,0,0,0,0,38,0,0,Matches
1518,Sergio León,ESP,FW,Valladolid,La Liga,33,1989,14.8,206,172,31,0,0,6,9,2,0,0,0,0,138,3,6,Matches
1519,Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,21.5,1301,1284,17,12,3,4,9,5,0,0,0,0,1163,0,24,Matches
1520,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24,1998,27.3,932,879,47,5,4,6,57,41,0,0,0,0,618,6,41,Matches
