Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
464,Valentin Carboni,ARG,"MF,DF",Inter,Serie A,17,2005,0.3,2,7.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
465,Isaac Carcelen,ESP,DF,Cádiz,La Liga,29,1993,24.4,43,1.76,27,9,1,1,4,1,2,0.08,1,0,1,0,0,0,Matches
466,Irvin Cardona,FRA,"FW,MF",Brest,Ligue 1,24,1997,2.6,3,1.16,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
467,Irvin Cardona,FRA,"MF,FW",Augsburg,Bundesliga,24,1997,3.5,5,1.42,4,0,0,0,1,0,1,0.28,0,0,0,0,1,0,Matches
468,Igor Carioca,BRA,DF,Lorient,Ligue 1,25,1996,5.1,9,1.78,7,0,1,0,0,1,1,0.2,1,0,0,0,0,0,Matches
469,Carlos,BRA,DF,Monza,Serie A,23,1999,34.3,56,1.63,45,3,3,2,2,1,9,0.26,8,0,0,1,0,0,Matches
470,Diego Carlos,BRA,DF,Aston Villa,Premier League,29,1993,2.3,3,1.32,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
471,Juan Carlos,ESP,GK,Girona,La Liga,34,1988,10.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
472,José Carlos Lazo,ESP,"MF,FW",Almería,La Liga,26,1996,0.2,3,13.5,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
473,José Carlos Lazo,ESP,"MF,FW",Espanyol,La Liga,26,1996,1.8,3,1.7,3,0,0,0,0,0,1,0.57,1,0,0,0,0,0,Matches
474,Carmona,ESP,"MF,DF",Elche,La Liga,20,2002,6.5,14,2.14,8,0,3,1,1,1,1,0.15,1,0,0,0,0,0,Matches
475,Carmona,ESP,DF,Sevilla,La Liga,20,2002,5.9,10,1.7,7,2,0,1,0,0,2,0.34,2,0,0,0,0,0,Matches
476,Marco Carnesecchi,ITA,GK,Cremonese,Serie A,22,2000,27.0,9,0.33,6,3,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches
477,Yannick Carrasco,BEL,"DF,MF",Atlético Madrid,La Liga,28,1993,25.7,97,3.77,59,14,14,8,2,0,9,0.35,4,2,1,2,0,0,Matches
478,Dani Carvajal,ESP,DF,Real Madrid,La Liga,30,1992,19.8,40,2.02,37,0,0,1,1,1,1,0.05,1,0,0,0,0,0,Matches
479,Fabio Carvalho,POR,"MF,FW",Liverpool,Premier League,19,2002,3.9,9,2.33,5,0,0,2,2,0,2,0.52,1,0,0,1,0,0,Matches
480,Matis Carvalho,POR,GK,Montpellier,Ligue 1,23,1999,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
481,William Carvalho,POR,MF,Betis,La Liga,30,1992,27.1,60,2.19,53,3,2,2,0,0,7,0.26,7,0,0,0,0,0,Matches
482,Nicolò Casale,ITA,DF,Lazio,Serie A,24,1998,27.1,12,0.44,10,1,0,1,0,0,4,0.15,3,0,0,1,0,0,Matches
483,Casemiro,BRA,MF,Manchester Utd,Premier League,30,1992,23.6,68,2.88,61,0,0,5,2,0,8,0.34,8,0,0,0,0,0,Matches
484,Casemiro,BRA,MF,Real Madrid,La Liga,30,1992,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
485,Matty Cash,POL,DF,Aston Villa,Premier League,24,1997,20.2,28,1.38,25,0,1,0,1,1,3,0.15,2,0,0,0,0,1,Matches
486,Tommaso Cassandro,ITA,DF,Lecce,Serie A,22,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
487,Timothy Castagne,BEL,DF,Leicester City,Premier League,26,1995,36.2,51,1.41,44,2,1,2,1,1,5,0.14,4,0,0,1,0,0,Matches
488,Michele Castagnetti,ITA,MF,Cremonese,Serie A,32,1989,15.7,57,3.63,45,5,1,5,1,0,3,0.19,3,0,0,0,0,0,Matches
489,Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,30,1992,34.0,9,0.26,6,2,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
490,Valentín Castellanos,ARG,FW,Girona,La Liga,23,1998,28.9,41,1.42,29,0,4,4,4,0,5,0.17,3,0,0,2,0,0,Matches
491,Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,27,1995,28.5,23,0.81,20,0,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
492,Samu Castillejo,ESP,"FW,MF",Valencia,La Liga,27,1995,15.1,63,4.16,38,11,8,4,0,2,1,0.07,0,0,0,1,0,0,Matches
493,Jonny Castro,ESP,DF,Wolves,Premier League,28,1994,14.0,24,1.71,20,0,0,0,3,1,1,0.07,1,0,0,0,0,0,Matches
494,Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,25,1997,8.0,18,2.25,12,2,0,2,1,1,1,0.12,1,0,0,0,0,0,Matches
495,Danilo Cataldi,ITA,MF,Lazio,Serie A,27,1994,21.3,35,1.64,21,13,0,1,0,0,2,0.09,1,0,0,1,0,0,Matches
496,Catena,ESP,DF,Rayo Vallecano,La Liga,27,1994,34.5,31,0.9,25,2,0,2,2,0,1,0.03,1,0,0,0,0,0,Matches
497,Yoann Cathline,FRA,"FW,MF",Lorient,Ligue 1,20,2002,12.1,27,2.23,13,2,6,3,2,1,4,0.33,1,1,1,1,0,0,Matches
498,Maximiliano Caufriez,BEL,DF,Clermont Foot,Ligue 1,25,1997,24.7,12,0.49,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
499,Edinson Cavani,URU,FW,Valencia,La Liga,35,1987,16.1,24,1.49,19,1,0,4,0,0,4,0.25,4,0,0,0,0,0,Matches
500,Dani Ceballos,ESP,MF,Real Madrid,La Liga,25,1996,17.4,81,4.66,60,8,5,2,5,1,9,0.52,8,0,0,0,1,0,Matches
501,Pietro Ceccaroni,ITA,DF,Lecce,Serie A,26,1995,0.5,1,2.09,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
502,Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,30,1992,15.7,19,1.2,13,2,0,0,0,4,2,0.13,1,0,0,0,0,1,Matches
503,Assan Ceesay,GAM,FW,Lecce,Serie A,28,1994,20.1,37,1.84,25,0,5,3,4,0,6,0.3,2,0,3,1,0,0,Matches
504,Emil Ceide,NOR,FW,Sassuolo,Serie A,20,2001,5.7,19,3.33,15,0,3,0,1,0,3,0.53,1,0,1,0,1,0,Matches
505,Zeki Çelik,TUR,DF,Roma,Serie A,25,1997,16.7,40,2.4,33,3,0,1,1,2,5,0.3,4,0,0,0,0,1,Matches
506,Álex Centelles,ESP,DF,Almería,La Liga,24,1997,12.5,24,1.92,15,7,2,0,0,0,4,0.32,3,1,0,0,0,0,Matches
507,Fabien Centonze,FRA,DF,Nantes,Ligue 1,26,1996,18.8,35,1.86,27,3,1,0,4,0,3,0.16,2,0,0,0,1,0,Matches
508,Michele Cerofolini,ITA,GK,Fiorentina,Serie A,23,1999,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
509,Franco Cervi,ARG,"MF,DF",Celta Vigo,La Liga,28,1994,21.0,61,2.9,42,8,3,4,4,0,5,0.24,4,0,0,1,0,0,Matches
510,Julio César Enciso,PAR,"FW,MF",Brighton,Premier League,18,2004,9.0,45,5.02,28,0,9,6,2,0,7,0.78,3,0,2,1,1,0,Matches
511,Julian Chabot,GER,DF,Köln,Bundesliga,24,1998,20.0,15,0.75,10,0,0,3,1,1,2,0.1,1,0,0,1,0,0,Matches
512,Florian Chabrolle,FRA,MF,Ajaccio,Ligue 1,24,1998,3.7,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
513,El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,17,2005,6.5,3,0.46,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
514,Fares Chaïbi,ALG,"FW,MF",Toulouse,Ligue 1,19,2002,26.0,72,2.77,55,1,5,8,3,0,7,0.27,5,0,0,2,0,0,Matches
515,Nathaniel Chalobah,ENG,MF,Fulham,Premier League,27,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
516,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,23,1999,17.9,16,0.9,11,0,1,2,2,0,3,0.17,3,0,0,0,0,0,Matches
517,Muhammed Cham,AUT,MF,Clermont Foot,Ligue 1,21,2000,21.9,68,3.11,49,8,2,5,4,0,7,0.32,6,0,1,0,0,0,Matches
518,Calum Chambers,ENG,"DF,MF",Aston Villa,Premier League,27,1995,3.9,6,1.53,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
519,Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,32,1990,1.0,3,3.1,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
520,Gaëtan Charbonnier,FRA,"FW,MF",Auxerre,Ligue 1,33,1988,2.8,9,3.19,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
521,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,27,1994,27.7,20,0.72,17,1,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
522,Shea Charles,NIR,DF,Manchester City,Premier League,18,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
523,Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,31,1991,27.0,41,1.52,31,4,2,2,0,2,3,0.11,2,0,0,1,0,0,Matches
524,Pep Chavarría,ESP,"FW,MF",Rayo Vallecano,La Liga,24,1998,4.1,19,4.68,15,4,0,0,0,0,2,0.49,2,0,0,0,0,0,Matches
525,Ivane Chegra,FRA,"MF,FW",Ajaccio,Ligue 1,18,2004,2.1,5,2.33,3,1,0,1,0,0,1,0.47,0,0,0,1,0,0,Matches
526,Pape Cheikh Diop,SEN,MF,Elche,La Liga,24,1997,0.4,1,2.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
527,Rayan Cherki,FRA,"MF,FW",Lyon,Ligue 1,18,2003,20.8,128,6.15,81,22,19,5,1,0,16,0.77,12,1,1,2,0,0,Matches
528,Ilyes Cheti,ALG,DF,Angers,Ligue 1,27,1995,2.3,1,0.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
529,Lucas Chevalier,FRA,GK,Lille,Ligue 1,20,2001,32.0,5,0.16,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
530,Fabio Chiarodia,ITA,DF,Werder Bremen,Bundesliga,17,2005,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
531,Federico Chiesa,ITA,"DF,MF",Juventus,Serie A,24,1997,9.5,41,4.34,26,3,7,3,1,1,6,0.63,5,0,1,0,0,0,Matches
532,Ben Chilwell,ENG,"DF,MF",Chelsea,Premier League,25,1996,15.6,39,2.49,19,17,0,1,2,0,4,0.26,2,1,0,0,1,0,Matches
533,Vlad Chiricheș,ROU,DF,Cremonese,Serie A,32,1989,10.9,5,0.46,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
534,Pedro Chirivella,ESP,MF,Nantes,Ligue 1,25,1997,22.5,50,2.22,46,1,2,0,0,1,3,0.13,3,0,0,0,0,0,Matches
535,Joris Chotard,FRA,MF,Montpellier,Ligue 1,20,2001,27.3,40,1.46,30,4,1,1,1,3,8,0.29,8,0,0,0,0,0,Matches
536,Andreas Christensen,DEN,DF,Barcelona,La Liga,26,1996,19.6,15,0.77,15,0,0,0,0,0,2,0.1,2,0,0,0,0,0,Matches
537,Oliver Christensen,DEN,GK,Hertha BSC,Bundesliga,23,1999,33.0,7,0.21,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
538,Ryan Christie,SCO,"MF,FW",Bournemouth,Premier League,27,1995,20.4,66,3.24,48,5,5,5,3,0,4,0.2,3,0,0,1,0,0,Matches
539,Carney Chukwuemeka,ENG,"MF,FW",Chelsea,Premier League,18,2003,3.9,16,4.07,13,0,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches
540,Samuel Chukwueze,NGA,"FW,MF",Villarreal,La Liga,23,1999,26.0,110,4.23,75,4,24,2,4,1,15,0.58,9,0,5,0,1,0,Matches
541,Darko Churlinov,MKD,FW,Stuttgart,Bundesliga,22,2000,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
542,Víctor Chust,ESP,DF,Cádiz,La Liga,22,2000,10.7,5,0.47,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
543,Tolga Ciğerci,TUR,MF,Hertha BSC,Bundesliga,30,1992,7.5,19,2.54,12,4,1,1,0,1,1,0.13,1,0,0,0,0,0,Matches
544,Yanis Cimignani,FRA,"MF,DF",Ajaccio,Ligue 1,20,2002,3.1,8,2.58,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
545,Daniel Ciofani,ITA,FW,Cremonese,Serie A,37,1985,11.8,24,2.03,17,0,0,5,1,1,4,0.34,1,0,0,3,0,0,Matches
546,Tio Cipot,SVN,"FW,MF",Spezia,Serie A,19,2003,1.5,4,2.59,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
547,Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,La Liga,28,1994,14.2,21,1.48,19,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
548,Souleymane Cissé,FRA,DF,Clermont Foot,Ligue 1,19,2002,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
549,Patrick Ciurria,ITA,"DF,MF",Monza,Serie A,27,1995,30.6,67,2.19,42,12,4,6,2,1,4,0.13,3,1,0,0,0,0,Matches
550,Bobby Clark,ENG,MF,Liverpool,Premier League,17,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
551,Alexis Claude-Maurice,FRA,FW,Nice,Ligue 1,24,1998,0.7,3,4.22,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
552,Alexis Claude-Maurice,FRA,"MF,FW",Lens,Ligue 1,24,1998,6.7,15,2.23,9,1,2,2,0,1,3,0.45,2,0,1,0,0,0,Matches
553,Jonathan Clauss,FRA,DF,Marseille,Ligue 1,29,1992,28.8,101,3.51,78,3,5,12,0,3,13,0.45,11,0,0,1,0,1,Matches
554,Carlos Clerc,ESP,"DF,MF",Elche,La Liga,30,1992,29.3,41,1.4,31,3,1,2,4,0,4,0.14,3,0,0,0,1,0,Matches
555,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,31,1991,18.2,18,0.99,16,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
556,Conor Coady,ENG,DF,Everton,Premier League,29,1993,23.3,17,0.73,15,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches
557,Nicolò Cocetta,ITA,DF,Udinese,Serie A,18,2003,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
558,Marcus Coco,FRA,"FW,MF",Nantes,Ligue 1,26,1996,7.1,19,2.67,17,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
559,Alexandre Coeff,FRA,DF,Auxerre,Ligue 1,30,1992,6.5,3,0.46,2,0,0,1,0,0,1,0.15,0,0,0,1,0,0,Matches
560,Jack Colback,ENG,MF,Nott'ham Forest,Premier League,32,1989,5.5,3,0.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
561,Séamus Coleman,IRL,DF,Everton,Premier League,33,1988,18.4,21,1.14,15,1,1,1,3,0,2,0.11,2,0,0,0,0,0,Matches
562,David Čolina,CRO,"DF,FW",Augsburg,Bundesliga,22,2000,1.8,5,2.69,3,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
563,Álex Collado,ESP,MF,Elche,La Liga,23,1999,8.1,35,4.36,25,6,0,3,1,0,2,0.25,2,0,0,0,0,0,Matches
564,Diego Collado,ESP,FW,Villarreal,La Liga,21,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
565,Omar Colley,GAM,DF,Sampdoria,Serie A,29,1992,15.4,5,0.33,2,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
566,Nathan Collins,IRL,DF,Wolves,Premier League,21,2001,20.2,11,0.55,8,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
567,Lorenzo Colombo,ITA,FW,Lecce,Serie A,20,2002,16.8,43,2.56,29,0,4,8,2,0,2,0.12,1,0,0,1,0,0,Matches
568,Andrea Colpani,ITA,MF,Monza,Serie A,23,1999,10.5,38,3.6,23,5,3,4,3,0,2,0.19,1,0,0,0,1,0,Matches
569,Levi Colwill,ENG,DF,Brighton,Premier League,19,2003,13.6,18,1.33,16,1,0,1,0,0,2,0.15,2,0,0,0,0,0,Matches
570,Kingsley Coman,FRA,"FW,MF",Bayern Munich,Bundesliga,26,1996,15.7,85,5.43,67,1,9,4,4,0,11,0.7,7,0,1,1,2,0,Matches
571,Eray Cömert,SUI,DF,Valencia,La Liga,24,1998,18.6,12,0.65,8,0,1,1,2,0,0,0.0,0,0,0,0,0,0,Matches
572,Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,25,1996,27.2,87,3.2,73,1,6,2,2,3,5,0.18,4,0,1,0,0,0,Matches
573,Andrea Consigli,ITA,GK,Sassuolo,Serie A,35,1987,35.0,6,0.17,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
574,Abdu Conté,POR,DF,Troyes,Ligue 1,24,1998,14.6,24,1.64,20,2,0,0,2,0,2,0.14,2,0,0,0,0,0,Matches
575,Andrea Conti,ITA,DF,Sampdoria,Serie A,28,1994,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
576,Lewis Cook,ENG,MF,Bournemouth,Premier League,25,1997,19.1,39,2.04,27,8,0,0,1,3,4,0.21,2,1,0,0,0,1,Matches
577,Steve Cook,ENG,DF,Nott'ham Forest,Premier League,31,1991,10.6,6,0.56,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
578,Liam Cooper,SCO,DF,Leeds United,Premier League,30,1991,15.8,16,1.01,13,1,0,2,0,0,3,0.19,3,0,0,0,0,0,Matches
579,Copete,ESP,DF,Mallorca,La Liga,22,1999,24.5,16,0.65,15,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
580,Diego Coppola,ITA,DF,Hellas Verona,Serie A,18,2003,13.1,9,0.69,6,2,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
581,Francis Coquelin,FRA,MF,Villarreal,La Liga,31,1991,8.3,9,1.09,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
582,Sébastien Corchia,FRA,DF,Nantes,Ligue 1,31,1990,8.7,15,1.72,11,2,1,0,0,1,4,0.46,4,0,0,0,0,0,Matches
583,Alex Cordaz,ITA,GK,Inter,Serie A,39,1983,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
584,Maxwel Cornet,CIV,FW,West Ham,Premier League,25,1996,2.7,6,2.23,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
585,Jesús Corona,MEX,FW,Sevilla,La Liga,29,1993,1.2,5,4.02,4,0,1,0,0,0,1,0.8,0,0,1,0,0,0,Matches
586,Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,27,1995,16.2,61,3.78,45,3,5,6,1,1,11,0.68,5,0,2,3,0,1,Matches
587,Joaquín Correa,ARG,FW,Inter,Serie A,27,1994,10.6,37,3.51,27,0,3,5,2,0,3,0.28,3,0,0,0,0,0,Matches
588,Thierry Correia,POR,DF,Valencia,La Liga,23,1999,22.3,43,1.93,29,2,1,0,10,1,2,0.09,2,0,0,0,0,0,Matches
589,Alessandro Cortinovis,ITA,MF,Hellas Verona,Serie A,21,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
590,Danny da Costa,GER,DF,Mainz 05,Bundesliga,29,1993,13.7,32,2.33,23,5,1,2,0,1,4,0.29,2,1,0,0,0,1,Matches
591,David Pereira da Costa,POR,"MF,FW",Lens,Ligue 1,21,2001,15.6,63,4.02,51,1,6,3,1,1,7,0.45,6,0,1,0,0,0,Matches
592,Diego Costa,ESP,FW,Wolves,Premier League,33,1988,13.8,23,1.67,15,0,3,3,2,0,1,0.07,1,0,0,0,0,0,Matches
593,Jaume Costa,ESP,DF,Mallorca,La Liga,34,1988,28.9,58,2.01,44,5,1,1,5,2,4,0.14,3,1,0,0,0,0,Matches
594,Logan Costa,CPV,DF,Toulouse,Ligue 1,21,2001,4.6,7,1.52,5,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
595,Nuno da Costa,CPV,"FW,MF",Auxerre,Ligue 1,31,1991,22.3,52,2.34,35,0,7,4,5,1,5,0.22,4,0,1,0,0,0,Matches
596,Samu Costa,POR,MF,Almería,La Liga,21,2000,22.1,47,2.13,37,1,1,2,3,3,3,0.14,3,0,0,0,0,0,Matches
597,Benoît Costil,FRA,GK,Auxerre,Ligue 1,35,1987,19.0,4,0.21,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
598,Vladimír Coufal,CZE,DF,West Ham,Premier League,29,1992,23.7,52,2.19,36,13,0,1,2,0,3,0.13,2,1,0,0,0,0,Matches
599,Lassana Coulibaly,MLI,MF,Salernitana,Serie A,26,1996,32.1,56,1.74,51,1,1,0,3,0,10,0.31,10,0,0,0,0,0,Matches
600,Soumaïla Coulibaly,FRA,DF,Dortmund,Bundesliga,18,2003,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
601,Tanguy Coulibaly,FRA,"FW,DF",Stuttgart,Bundesliga,21,2001,3.6,13,3.58,8,1,4,0,0,0,1,0.28,0,0,1,0,0,0,Matches
602,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,30,1992,31.0,5,0.16,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
603,Mathieu Coutadeur,FRA,MF,Ajaccio,Ligue 1,36,1986,21.6,26,1.2,24,1,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches
604,Philippe Coutinho,BRA,"MF,FW",Aston Villa,Premier League,30,1992,8.8,24,2.74,19,1,3,1,0,0,0,0.0,0,0,0,0,0,0,Matches
605,Yan Couto,BRA,"DF,MF",Girona,La Liga,20,2002,12.9,45,3.5,35,2,4,1,2,1,4,0.31,3,1,0,0,0,0,Matches
606,Conor Coventry,IRL,"MF,FW",West Ham,Premier League,22,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
607,Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,23,1999,14.2,18,1.27,15,0,1,1,1,0,2,0.14,2,0,0,0,0,0,Matches
608,Nicolas Cozza,FRA,DF,Wolfsburg,Bundesliga,23,1999,1.1,1,0.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
609,Alessio Cragno,ITA,GK,Monza,Serie A,28,1994,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
610,Matthew Craig,SCO,MF,Tottenham,Premier League,19,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
611,Aaron Cresswell,ENG,DF,West Ham,Premier League,32,1989,24.8,73,2.94,43,27,0,2,1,0,1,0.04,0,1,0,0,0,0,Matches
612,Bryan Cristante,ITA,"MF,DF",Roma,Serie A,27,1995,32.6,42,1.29,37,0,0,5,0,0,7,0.21,5,0,0,2,0,0,Matches
613,Domen Črnigoj,SVN,MF,Salernitana,Serie A,26,1995,3.3,6,1.83,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
614,Juan Cruz Armada,ESP,DF,Osasuna,La Liga,30,1992,22.9,39,1.7,31,6,0,1,0,1,3,0.13,2,1,0,0,0,0,Matches
615,Juan Cruz,ESP,FW,Betis,La Liga,22,2000,2.0,3,1.52,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
616,Juan Cuadrado,COL,"DF,FW",Juventus,Serie A,34,1988,23.1,78,3.38,43,20,5,3,7,0,6,0.26,2,2,0,0,2,0,Matches
617,Marc Cucurella,ESP,DF,Chelsea,Premier League,24,1998,18.6,27,1.46,21,6,0,0,0,0,3,0.16,2,1,0,0,0,0,Matches
618,Jorge Cuenca,ESP,DF,Villarreal,La Liga,22,1999,5.6,5,0.89,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
619,Braian Cufré,ARG,DF,Mallorca,La Liga,25,1996,2.4,3,1.23,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
620,Mickaël Cuisance,FRA,MF,Sampdoria,Serie A,22,1999,6.9,12,1.75,8,1,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
621,Matheus Cunha,BRA,FW,Wolves,Premier League,23,1999,10.7,21,1.96,16,1,1,1,2,0,0,0.0,0,0,0,0,0,0,Matches
622,Matheus Cunha,BRA,"FW,MF",Atlético Madrid,La Liga,23,1999,4.2,10,2.38,8,0,0,2,0,0,2,0.48,2,0,0,0,0,0,Matches
623,Curro,ESP,MF,Almería,La Liga,26,1996,0.5,2,4.19,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
624,Marco D'Alessandro,ITA,"DF,FW",Monza,Serie A,31,1991,3.2,8,2.49,7,0,0,0,1,0,1,0.31,1,0,0,0,0,0,Matches
625,Danilo D'Ambrosio,ITA,DF,Inter,Serie A,33,1988,8.1,17,2.09,14,0,1,1,1,0,2,0.25,2,0,0,0,0,0,Matches
626,Luca D'Andrea,ITA,FW,Sassuolo,Serie A,17,2004,3.5,16,4.56,12,1,2,1,0,0,1,0.28,1,0,0,0,0,0,Matches
627,Damien Da Silva,FRA,DF,Lyon,Ligue 1,34,1988,3.8,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
628,Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,30,1992,10.4,38,3.66,30,0,3,3,1,1,6,0.58,4,0,2,0,0,0,Matches
629,Andréa Dacourt,FRA,MF,Nice,Ligue 1,17,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
630,Colin Dagba,FRA,"DF,MF",Strasbourg,Ligue 1,23,1998,10.6,23,2.16,19,2,1,0,1,0,2,0.19,2,0,0,0,0,0,Matches
631,Finn Dahmen,GER,GK,Mainz 05,Bundesliga,24,1998,8.0,3,0.37,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
632,Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,26,1996,3.7,6,1.6,5,0,0,1,0,0,1,0.27,0,0,0,1,0,0,Matches
633,Patson Daka,ZAM,FW,Leicester City,Premier League,23,1998,13.2,28,2.12,19,1,1,5,2,0,7,0.53,4,0,1,2,0,0,Matches
634,Thijs Dallinga,NED,FW,Toulouse,Ligue 1,21,2000,26.1,42,1.61,33,0,1,7,1,0,4,0.15,3,0,0,1,0,0,Matches
635,Diogo Dalot,POR,DF,Manchester Utd,Premier League,23,1999,23.9,52,2.17,48,0,1,2,0,1,2,0.08,2,0,0,0,0,0,Matches
636,Muhammed Damar,GER,MF,Hoffenheim,Bundesliga,18,2004,1.8,5,2.83,5,0,0,0,0,0,1,0.57,1,0,0,0,0,0,Matches
