Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2304,Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,0.7,1,0,0,2,3,0,0,3,1,0,0,0,10,0,0,0.0,Matches
2305,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,21.0,0,0,0,19,13,4,13,18,28,0,1,0,157,5,7,41.7,Matches
2306,Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,6.2,0,0,0,4,2,1,0,6,3,0,0,0,29,17,7,70.8,Matches
2307,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14.0,1,0,0,0,1,0,0,1,0,0,0,0,20,3,0,100.0,Matches
2308,Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2309,Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,1.6,0,0,0,0,2,0,0,3,1,0,0,0,12,3,2,60.0,Matches
2310,Georginio Rutter,FRA,"FW,MF",Leeds United,Premier League,20,2002,3.0,0,0,0,5,6,1,0,3,9,0,0,0,7,11,9,55.0,Matches
2311,Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,20,2002,11.2,2,0,0,17,19,17,11,5,4,1,0,0,25,9,23,28.1,Matches
2312,Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,24,1997,11.5,2,0,0,16,12,1,41,12,17,0,0,0,77,5,11,31.3,Matches
2313,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,24,1997,15.7,2,0,0,15,19,1,50,8,15,0,0,0,96,13,9,59.1,Matches
2314,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29.0,2,0,0,0,4,0,0,0,0,0,0,0,42,10,2,83.3,Matches
2315,José Sá,POR,GK,Wolves,Premier League,29,1993,36.0,2,0,0,1,8,0,0,0,0,0,1,0,45,6,1,85.7,Matches
2316,Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,18.7,2,0,0,20,33,2,17,19,23,0,0,0,109,5,11,31.3,Matches
2317,Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,7.1,1,1,0,10,2,1,8,8,6,0,0,0,28,4,4,50.0,Matches
2318,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,Serie A,25,1996,11.9,5,0,0,28,39,0,54,2,7,0,0,0,50,30,29,50.8,Matches
2319,Marcel Sabitzer,AUT,MF,Manchester Utd,Premier League,28,1994,7.0,1,0,0,8,10,1,4,8,8,0,0,0,52,13,11,54.2,Matches
2320,Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,28,1994,7.0,2,0,0,7,1,1,5,10,14,0,0,0,47,8,11,42.1,Matches
2321,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,28.7,3,0,0,26,19,5,36,33,25,0,3,1,179,17,18,48.6,Matches
2322,Umar Sadiq,NGA,FW,Almería,La Liga,25,1997,2.7,1,0,0,9,2,7,0,0,0,0,0,0,8,4,10,28.6,Matches
2323,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,25,1997,0.9,0,0,0,3,1,4,0,0,1,0,0,0,1,2,2,50.0,Matches
2324,Alexis Saelemaekers,BEL,"FW,DF",Milan,Serie A,23,1999,15.6,1,0,0,23,22,2,48,19,20,0,1,0,63,9,5,64.3,Matches
2325,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27,1995,7.2,2,0,0,20,1,1,5,1,1,0,0,0,20,5,7,41.7,Matches
2326,Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,12.4,1,0,0,6,16,2,32,5,3,0,0,0,69,2,2,50.0,Matches
2327,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,5.9,0,0,0,13,1,0,10,10,11,0,0,0,21,6,9,40.0,Matches
2328,Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,2.7,1,0,0,3,4,2,6,0,2,0,0,0,15,2,3,40.0,Matches
2329,Bukayo Saka,ENG,FW,Arsenal,Premier League,20,2001,35.3,6,0,0,43,65,9,172,14,34,0,0,0,127,16,38,29.6,Matches
2330,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,18.4,1,0,0,13,21,5,88,25,22,0,0,0,106,6,3,66.7,Matches
2331,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,2,0,0,6,5,0,0,8,5,0,2,0,45,22,18,55.0,Matches
2332,Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,1,0,0,3,3,0,4,1,0,0,0,0,5,1,0,100.0,Matches
2333,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,20,2001,2.5,0,0,0,2,1,2,8,2,1,0,0,0,18,2,4,33.3,Matches
2334,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,2,0,0,20,33,22,38,6,12,0,0,0,100,8,30,21.1,Matches
2335,Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,13.9,1,0,0,7,9,6,12,10,9,0,0,0,51,8,19,29.6,Matches
2336,Kike Salas,ESP,DF,Sevilla,La Liga,20,2002,4.1,1,1,0,4,1,0,0,5,1,0,1,0,14,9,6,60.0,Matches
2337,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,4,0,0,19,13,0,1,19,20,0,2,1,206,53,43,55.2,Matches
2338,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2339,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,5,0,0,26,3,1,13,31,29,0,0,1,158,55,26,67.9,Matches
2340,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,11.1,6,0,0,29,30,3,35,2,8,2,0,0,58,21,18,53.8,Matches
2341,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,5,1,0,30,28,0,7,39,29,1,2,0,181,54,32,62.8,Matches
2342,Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,5.4,2,0,0,8,10,2,37,2,8,0,0,0,30,4,11,26.7,Matches
2343,Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,1,0,0,26,13,0,92,11,16,0,0,0,107,9,22,29.0,Matches
2344,Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,26,1996,0.4,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0.0,Matches
2345,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,6,2,1,38,46,22,13,10,21,2,0,0,100,43,76,36.1,Matches
2346,Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37.0,3,0,0,0,6,0,0,0,0,0,0,0,42,8,2,80.0,Matches
2347,Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,22,1999,2.2,0,0,0,1,5,0,0,5,1,0,0,0,14,3,2,60.0,Matches
2348,Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,22,1999,6.0,2,0,0,7,12,0,0,7,10,0,0,0,34,5,11,31.3,Matches
2349,Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,3,0,0,11,17,0,33,8,5,0,0,0,34,15,10,60.0,Matches
2350,Samuel,BRA,"FW,MF",Valencia,La Liga,22,1999,32.1,4,0,0,35,60,15,82,18,43,2,0,0,170,17,41,29.3,Matches
2351,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,14,0,0,58,22,0,4,17,22,0,0,0,87,23,30,43.4,Matches
2352,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27.0,4,0,0,33,27,14,2,4,5,0,0,0,64,86,124,41.0,Matches
2353,Leandro Sanca,GNB,"FW,MF",Spezia,Serie A,22,2000,0.4,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0,Matches
2354,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,6,1,0,41,54,2,17,4,16,0,0,0,140,24,22,52.2,Matches
2355,Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8.0,1,0,0,22,10,0,5,9,1,0,0,0,52,5,4,55.6,Matches
2356,Alexis Sánchez,CHI,"FW,MF",Marseille,Ligue 1,33,1988,29.8,3,0,0,44,46,28,37,5,17,1,0,0,83,35,70,33.3,Matches
2357,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,25,1997,12.0,5,0,0,26,15,0,32,22,8,1,1,0,96,7,16,30.4,Matches
2358,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,1,0,0,7,4,1,2,12,11,0,1,0,45,28,16,63.6,Matches
2359,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,29,1992,12.8,0,0,0,9,43,1,38,8,14,0,0,0,62,2,12,14.3,Matches
2360,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,11,0,0,34,9,0,5,46,26,0,2,0,115,46,45,50.5,Matches
2361,Manu Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,3,0,0,26,10,2,71,14,35,1,0,0,126,15,22,40.5,Matches
2362,Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23.0,2,0,0,1,0,0,0,3,0,0,1,0,25,7,0,100.0,Matches
2363,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,22,2000,18.7,0,0,0,9,10,8,17,7,10,0,0,0,109,2,12,14.3,Matches
2364,Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,5,1,0,27,25,1,19,15,20,1,0,0,127,39,22,63.9,Matches
2365,Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,26,1996,22.3,4,0,0,17,23,7,16,3,30,0,0,0,115,6,7,46.2,Matches
2366,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,Matches
2367,Morgan Sanson,FRA,MF,Aston Villa,Premier League,27,1994,0.1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0.0,Matches
2368,Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,27,1994,15.8,1,0,0,21,34,0,35,22,25,0,0,0,104,14,13,51.9,Matches
2369,Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,2,0,0,13,16,11,20,0,4,2,0,0,23,0,13,0.0,Matches
2370,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,2,0,0,23,20,1,7,21,22,0,0,0,173,60,40,60.0,Matches
2371,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,4,0,0,14,22,5,32,5,5,0,0,0,67,8,8,50.0,Matches
2372,Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,30,1992,8.5,3,0,0,13,8,3,46,2,6,0,0,0,42,3,13,18.8,Matches
2373,Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,30,1992,4.1,1,0,0,4,5,2,16,2,4,0,0,0,16,0,2,0.0,Matches
2374,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2.0,1,0,0,4,4,0,3,1,3,0,0,0,4,0,4,0.0,Matches
2375,Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6.0,0,0,0,14,4,1,4,0,6,0,0,0,19,10,18,35.7,Matches
2376,Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2377,Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8.0,3,0,0,10,4,0,1,15,3,0,0,0,49,15,9,62.5,Matches
2378,Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2379,Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
2380,Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,4,0,0,20,29,5,22,3,8,0,0,0,52,43,61,41.3,Matches
2381,Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,4,3,0,58,97,0,235,30,30,0,0,0,210,12,22,35.3,Matches
2382,Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2383,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,21.6,4,2,0,31,8,1,0,33,26,0,0,0,104,56,30,65.1,Matches
2384,Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,24.5,2,0,0,13,51,3,41,8,20,0,0,0,94,18,15,54.5,Matches
2385,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,25.9,7,0,0,55,6,6,8,56,29,0,0,0,179,49,37,57.0,Matches
2386,Gianluca Scamacca,ITA,FW,West Ham,Premier League,23,1999,10.3,3,0,0,16,10,6,1,4,5,0,0,0,23,17,21,44.7,Matches
2387,Gustavo Scarpa,BRA,"MF,FW",Nott'ham Forest,Premier League,28,1994,2.0,1,0,0,4,8,0,4,0,2,0,0,0,12,1,2,33.3,Matches
2388,Kevin Schade,GER,FW,Brentford,Premier League,20,2001,8.1,2,0,0,13,8,6,15,4,8,1,0,0,33,30,24,55.6,Matches
2389,Kevin Schade,GER,"FW,MF",Freiburg,Bundesliga,20,2001,2.0,0,0,0,4,6,0,3,0,4,0,0,0,7,17,12,58.6,Matches
2390,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,9.6,0,0,0,14,15,1,8,4,9,0,0,0,65,11,14,44.0,Matches
2391,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30,1991,35.6,7,0,0,20,27,6,18,52,22,0,0,1,209,112,55,67.1,Matches
2392,Derry Scherhant,GER,"FW,MF",Hertha BSC,Bundesliga,19,2002,3.2,0,0,0,2,2,0,3,0,6,0,0,0,11,2,7,22.2,Matches
2393,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,10.5,0,0,0,5,16,0,4,1,0,0,0,0,18,30,38,44.1,Matches
2394,Kingsley Schindler,GHA,"DF,MF",Köln,Bundesliga,29,1993,12.1,4,0,0,11,12,2,45,15,12,0,0,0,66,24,11,68.6,Matches
2395,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,16.7,2,0,0,27,24,1,2,17,24,0,0,0,132,13,20,39.4,Matches
2396,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25,1997,0.2,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,100.0,Matches
2397,Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25,1997,8.2,3,0,0,11,9,1,3,14,9,0,1,0,54,34,26,56.7,Matches
2398,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,22,1999,25.0,3,0,0,16,17,1,11,32,34,0,0,0,194,60,33,64.5,Matches
2399,Jeffrey Schlupp,GHA,"MF,FW",Crystal Palace,Premier League,29,1992,28.1,7,0,0,51,33,0,16,23,46,0,0,0,150,26,44,37.1,Matches
2400,Kasper Schmeichel,DEN,GK,Nice,Ligue 1,35,1986,36.0,0,0,0,0,0,0,0,1,0,0,0,0,25,3,0,100.0,Matches
2401,Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,32,1990,0.5,0,0,0,1,0,0,4,1,1,0,0,0,4,0,0,0.0,Matches
2402,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,22,2000,16.9,3,0,0,16,23,2,20,7,15,0,0,0,97,18,33,35.3,Matches
2403,Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,20,2002,2.8,1,0,0,1,0,0,1,0,3,0,0,0,17,4,4,50.0,Matches
2404,Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,24,1998,12.1,3,0,0,20,14,0,31,5,10,0,0,0,101,13,13,50.0,Matches
2405,Benno Schmitz,GER,DF,Köln,Bundesliga,27,1994,26.9,6,0,0,32,18,0,96,26,42,0,0,2,152,30,30,50.0,Matches
2406,Jerdy Schouten,NED,MF,Bologna,Serie A,25,1997,27.9,3,0,0,25,30,2,3,40,38,0,0,1,216,28,27,50.9,Matches
2407,Perr Schuurs,NED,DF,Torino,Serie A,22,1999,25.8,5,0,0,31,3,2,2,28,25,0,1,0,177,60,49,55.0,Matches
2408,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,34.0,1,0,0,0,2,0,0,2,0,0,0,0,33,6,1,85.7,Matches
2409,Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,22.6,1,0,0,0,4,0,0,1,0,0,0,0,30,3,1,75.0,Matches
2410,Manuel Sebastián,ESP,MF,Sevilla,La Liga,18,2004,1.7,0,0,0,1,2,0,0,0,4,0,0,0,12,1,3,25.0,Matches
2411,Demba Seck,SEN,"MF,FW",Torino,Serie A,21,2001,5.8,0,0,0,8,18,6,7,1,2,0,0,0,23,7,10,41.2,Matches
2412,Haris Seferović,SUI,FW,Celta Vigo,La Liga,30,1992,9.9,3,0,0,4,7,14,21,1,3,0,0,0,24,19,19,50.0,Matches
2413,Telasco Segovia,VEN,MF,Sampdoria,Serie A,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2414,Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches
2415,Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,7.7,4,0,0,13,3,0,18,6,8,0,1,0,54,13,11,54.2,Matches
2416,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,27.3,10,1,0,33,70,1,22,52,31,0,1,0,203,26,9,74.3,Matches
2417,Davie Selke,GER,FW,Hertha BSC,Bundesliga,27,1995,3.1,1,0,0,7,6,0,2,1,1,1,0,0,6,22,24,47.8,Matches
2418,Davie Selke,GER,FW,Köln,Bundesliga,27,1995,9.7,2,0,0,15,12,7,7,0,0,0,0,0,16,65,48,57.5,Matches
2419,Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,38.0,2,0,0,0,3,0,0,4,3,0,0,0,29,9,0,100.0,Matches
2420,Nélson Semedo,POR,DF,Wolves,Premier League,28,1993,29.2,11,1,0,47,24,0,60,29,42,0,0,0,167,30,37,44.8,Matches
2421,Vivaldo Semedo,POR,"FW,MF",Udinese,Serie A,17,2005,0.4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,Matches
2422,Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,22,2000,2.9,0,0,0,6,5,1,1,2,0,0,0,0,13,9,9,50.0,Matches
2423,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,21,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,50.0,Matches
2424,Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,27.7,7,0,0,29,13,0,8,43,35,0,2,0,168,26,22,54.2,Matches
2425,Stefano Sensi,ITA,MF,Monza,Serie A,26,1995,18.0,8,0,0,18,50,2,50,20,26,1,0,0,124,8,10,44.4,Matches
2426,Jaime Seoane,ESP,"MF,FW",Getafe,La Liga,25,1997,3.6,1,0,0,6,4,0,2,1,4,0,0,0,17,2,5,28.6,Matches
2427,Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,17.0,3,0,0,1,2,0,0,0,0,0,1,0,27,4,0,100.0,Matches
2428,Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,22.5,7,0,0,33,31,1,5,29,23,0,0,0,139,30,31,49.2,Matches
2429,Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,25.7,11,0,0,40,43,3,118,38,33,0,1,0,136,29,21,58.0,Matches
2430,Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,9.0,4,0,0,15,6,7,30,6,11,0,0,0,49,10,10,50.0,Matches
2431,Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,29,1992,16.9,3,0,0,16,18,9,23,15,9,1,0,0,96,16,18,47.1,Matches
2432,Eniss Shabani,GER,MF,Mainz 05,Bundesliga,19,2003,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
2433,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,28.4,8,0,0,46,27,1,89,36,36,0,1,0,189,46,29,61.3,Matches
2434,Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,30,1992,0.4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0.0,Matches
2435,Jonjo Shelvey,ENG,MF,Nott'ham Forest,Premier League,30,1992,6.0,2,0,0,9,1,0,13,5,1,0,1,0,32,4,1,80.0,Matches
2436,Eldor Shomurodov,UZB,FW,Spezia,Serie A,27,1995,9.0,2,0,0,9,7,2,3,3,5,0,0,0,30,20,35,36.4,Matches
2437,Eldor Shomurodov,UZB,FW,Roma,Serie A,27,1995,1.3,0,0,0,1,2,2,0,1,0,0,0,0,2,2,2,50.0,Matches
2438,Kaj Sierhuis,NED,"FW,MF",Reims,Ligue 1,24,1998,2.4,0,0,0,5,4,0,6,1,3,0,0,0,9,2,8,20.0,Matches
2439,Vincent Sierro,SUI,MF,Toulouse,Ligue 1,26,1995,7.4,3,0,0,19,8,0,25,4,11,0,0,0,50,9,9,50.0,Matches
2440,Kiliann Sildillia,FRA,"DF,MF",Freiburg,Bundesliga,20,2002,22.0,4,1,1,38,6,2,26,21,20,0,0,0,107,42,43,49.4,Matches
2441,André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,19.3,3,0,0,32,44,10,4,3,6,0,0,0,48,20,35,36.4,Matches
2442,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,27,1994,24.5,5,0,0,31,15,2,75,16,23,1,0,0,122,4,13,23.5,Matches
2443,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,32.2,3,0,0,15,25,1,169,26,51,0,0,1,208,16,27,37.2,Matches
2444,David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,21.5,3,0,0,30,33,3,20,15,21,0,0,0,137,10,12,45.5,Matches
2445,Rui Silva,POR,GK,Betis,La Liga,28,1994,26.0,2,0,0,0,2,0,0,0,1,0,0,0,43,6,1,85.7,Matches
2446,Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,26.1,2,0,0,10,13,0,2,34,27,0,0,0,148,61,23,72.6,Matches
2447,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,38.0,0,0,0,0,4,0,0,1,1,0,0,0,39,9,0,100.0,Matches
2448,Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,20.4,0,0,0,32,24,12,16,4,13,1,1,1,52,43,63,40.6,Matches
2449,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16.2,2,0,0,24,25,2,14,16,14,0,1,0,92,38,25,60.3,Matches
2450,Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,4.5,1,0,0,7,9,1,2,1,3,0,0,0,15,6,19,24.0,Matches
2451,Ellis Simms,ENG,FW,Everton,Premier League,21,2001,2.5,0,0,0,0,1,1,1,0,0,0,0,0,6,11,20,35.5,Matches
2452,Simo,ESP,DF,Espanyol,La Liga,17,2005,1.6,0,0,0,2,0,0,0,0,1,0,1,0,6,2,4,33.3,Matches
2453,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,27,1995,26.1,3,0,0,11,32,4,140,11,9,0,0,0,114,11,39,22.0,Matches
2454,Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,30.5,2,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0.0,Matches
2455,Lassine Sinayoko,MLI,"MF,FW",Auxerre,Ligue 1,22,1999,17.4,2,1,1,31,22,5,30,18,15,1,0,0,112,22,39,36.1,Matches
2456,Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,22.7,8,0,0,42,35,1,56,12,17,0,0,0,116,53,23,69.7,Matches
2457,Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,9.6,3,1,1,14,12,5,7,8,14,0,1,0,65,18,18,50.0,Matches
2458,Daley Sinkgraven,NED,"DF,MF",Leverkusen,Bundesliga,27,1995,3.8,1,0,0,6,4,0,3,5,7,0,0,0,17,3,5,37.5,Matches
2459,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,5.7,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,66.7,Matches
2460,Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,0.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.0,Matches
2461,Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,35,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
2462,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,24,1997,14.6,1,0,0,41,15,2,10,10,22,0,1,0,121,30,23,56.6,Matches
2463,Moussa Sissoko,FRA,MF,Nantes,Ligue 1,32,1989,21.3,3,0,0,27,14,3,23,16,16,0,1,0,153,24,23,51.1,Matches
2464,Tim Skarke,GER,"DF,MF",Union Berlin,Bundesliga,25,1996,0.6,1,0,0,3,0,0,8,0,1,0,0,0,1,0,1,0.0,Matches
2465,Tim Skarke,GER,"FW,MF",Schalke 04,Bundesliga,25,1996,4.9,0,0,0,4,7,3,22,0,7,0,0,0,29,4,12,25.0,Matches
2466,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,5,0,0,34,11,4,13,56,44,0,0,0,250,40,22,64.5,Matches
2467,Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,16.6,7,0,0,23,17,0,10,17,17,0,0,0,107,7,25,21.9,Matches
2468,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,22,1999,4.7,1,0,0,2,4,0,0,6,1,0,0,0,18,30,7,81.1,Matches
2469,Łukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,37.0,4,0,0,1,7,0,0,0,1,0,1,0,53,6,1,85.7,Matches
2470,Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,15.0,1,0,0,17,21,1,75,8,11,0,0,0,74,15,17,46.9,Matches
2471,Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,5,1,1,35,14,1,5,13,18,0,0,1,112,17,18,48.6,Matches
2472,Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0,Matches
2473,Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11.0,5,0,0,18,14,10,9,1,3,0,0,0,16,22,25,46.8,Matches
2474,Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,7,0,0,18,14,1,1,43,15,0,0,0,142,71,24,74.7,Matches
2475,Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,11,0,0,29,27,0,48,25,29,0,1,0,128,29,38,43.3,Matches
2476,Emile Smith Rowe,ENG,"MF,FW",Arsenal,Premier League,22,2000,1.9,0,0,0,1,1,1,5,0,1,0,0,0,8,0,2,0.0,Matches
2477,Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,0,0,0,0,5,0,0,6,7,0,0,0,31,27,13,67.5,Matches
2478,Cédric Soares,POR,DF,Arsenal,Premier League,30,1991,0.3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0.0,Matches
