Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Live,TOAtt,TOSucc,TOSuccp,TOTkld,TOTkldp,Carries,CaTotDist,CaPrgDist,CaPrgC,CaFTC,CaCPA,CaMis,CaDis,Rec,PrgR
2431,Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,29,1992,16.9,1032,16,185,467,395,63,1032,70,26,37.14,39,55.71,619,3834,1842,58,41,20,35,11,681,136
2432,Eniss Shabani,GER,MF,Mainz 05,Bundesliga,19,2003,0.1,7,0,2,4,1,0,7,0,0,#DIV/0!,0,#DIV/0!,6,18,9,0,0,0,1,0,6,0
2433,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,28.4,2388,175,810,1124,475,22,2388,39,14,35.9,17,43.59,1298,6356,3352,53,44,3,24,8,1459,76
2434,Jonjo Shelvey,ENG,MF,"Newcastle Utd,Nott'ham Forest","Premier League,Premier League",30,1992,6.4,373,23,110,227,37,1,373,4,4,100,0,0,188,1041,461,1,3,0,3,4,231,0
2436,Eldor Shomurodov,UZB,FW,"Spezia,Roma","Serie A,Serie A",27,1995,10.3,369,5,35,156,185,45,369,29,9,31.03,16,55.17,204,1140,440,10,8,5,41,22,265,68
2438,Kaj Sierhuis,NED,"FW,MF",Reims,Ligue 1,24,1998,2.4,91,3,10,28,54,15,91,5,2,40,2,40,71,352,130,5,4,1,5,5,70,29
2439,Vincent Sierro,SUI,MF,Toulouse,Ligue 1,26,1995,7.4,485,16,100,296,92,6,485,8,6,75,1,12.5,343,1717,666,7,10,2,6,7,313,13
2440,Kiliann Sildillia,FRA,"DF,MF",Freiburg,Bundesliga,20,2002,22,1306,67,337,706,271,18,1306,27,12,44.44,14,51.85,650,3159,1546,20,24,2,21,15,693,47
2441,André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,19.3,717,8,39,281,409,120,717,61,21,34.43,29,47.54,478,2386,984,35,21,23,65,43,556,142
2442,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,27,1994,24.5,1772,31,281,797,707,92,1772,64,28,43.75,29,45.31,1115,7092,3523,90,73,29,30,31,1324,188
2443,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,32.2,2218,105,621,1025,595,36,2218,33,19,57.58,8,24.24,1413,8270,4299,56,49,9,27,10,1253,141
2444,David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,21.5,1378,24,136,700,560,78,1378,47,19,40.43,19,40.43,881,4932,2318,70,68,19,37,24,1045,121
2445,Rui Silva,POR,GK,Betis,La Liga,28,1994,26,936,782,932,5,0,0,936,1,1,100,0,0,462,2369,1283,0,0,0,0,0,360,0
2446,Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,26.1,2302,348,1167,1081,58,24,2302,4,3,75,0,0,1460,6608,3887,8,14,0,6,1,1674,2
2447,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,38,1267,1140,1267,0,0,0,1267,0,0,#DIV/0!,0,#DIV/0!,625,2964,2110,0,0,0,0,0,544,0
2448,Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,20.4,589,23,54,271,281,78,589,50,21,42,25,50,404,2855,915,38,25,17,60,31,424,140
2449,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16.2,1301,89,434,668,211,28,1301,31,12,38.71,15,48.39,768,3765,2170,32,23,2,22,6,869,72
2450,Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,4.5,194,4,16,87,92,25,194,15,7,46.67,5,33.33,144,722,225,11,9,3,27,13,159,34
2451,Ellis Simms,ENG,FW,Everton,Premier League,21,2001,2.5,84,1,2,36,47,11,84,2,2,100,0,0,37,156,55,2,2,2,6,2,65,19
2452,Simo,ESP,DF,Espanyol,La Liga,17,2005,1.6,79,14,32,46,2,0,79,0,0,#DIV/0!,0,#DIV/0!,46,241,143,2,0,0,0,2,47,1
2453,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,27,1995,26.1,967,5,103,321,567,104,966,95,34,35.79,50,52.63,729,6355,3150,138,61,43,49,36,669,218
2454,Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,30.5,1007,810,1001,7,0,0,1007,0,0,#DIV/0!,0,#DIV/0!,598,3166,1823,0,0,0,1,0,480,0
2455,Lassine Sinayoko,MLI,"MF,FW",Auxerre,Ligue 1,22,1999,17.4,787,27,125,329,355,76,787,60,28,46.67,24,40,579,3942,1783,49,33,22,42,33,520,150
2456,Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,22.7,1354,46,299,649,420,59,1354,54,30,55.56,13,24.07,708,3749,1789,54,34,9,33,17,849,93
2457,Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,9.6,469,7,50,212,215,32,469,42,19,45.24,17,40.48,281,1740,931,30,17,8,16,23,341,84
2458,Daley Sinkgraven,NED,"DF,MF",Leverkusen,Bundesliga,27,1995,3.8,260,13,81,119,61,7,260,6,3,50,3,50,129,606,300,8,6,1,4,7,161,17
2459,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,5.7,272,229,272,0,0,0,272,0,0,#DIV/0!,0,#DIV/0!,141,635,441,0,0,0,0,0,147,0
2460,Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,0.2,11,2,4,7,0,0,11,0,0,#DIV/0!,0,#DIV/0!,3,8,0,0,0,0,1,1,5,0
2461,Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,35,1987,1,40,38,40,0,0,0,40,0,0,#DIV/0!,0,#DIV/0!,26,237,118,0,0,0,0,0,16,0
2462,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,24,1997,14.6,803,40,177,464,176,28,803,17,8,47.06,8,47.06,543,2796,1159,18,23,1,22,19,480,41
2463,Moussa Sissoko,FRA,MF,Nantes,Ligue 1,32,1989,21.3,963,32,189,562,240,25,963,36,15,41.67,19,52.78,700,4357,2141,33,30,4,29,18,618,70
2464,Tim Skarke,GER,"DF,MF","Union Berlin,Schalke 04","Bundesliga,Bundesliga",25,1996,5.5,262,5,29,95,139,15,262,13,3,23.08,10,76.92,132,668,231,7,10,2,19,9,141,36
2466,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,2056,105,583,1207,287,54,2056,32,24,75,8,25,1123,6762,3462,50,35,7,27,20,1263,61
2467,Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,16.6,915,45,245,554,124,7,915,15,11,73.33,3,20,496,2147,941,14,15,2,17,16,634,25
2468,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,22,1999,4.7,401,35,176,209,17,2,401,0,0,#DIV/0!,0,#DIV/0!,259,1619,939,5,5,0,4,0,271,1
2469,Łukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,37,1311,1189,1306,5,0,0,1311,0,0,#DIV/0!,0,#DIV/0!,707,3512,2253,0,0,0,1,0,553,0
2470,Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,15,906,32,210,373,335,37,904,27,7,25.93,16,59.26,453,2377,1188,43,26,12,21,11,481,97
2471,Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,1546,151,741,721,90,13,1546,3,3,100,0,0,976,4478,2134,16,11,0,14,3,1137,10
2472,Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,14,1,2,7,5,3,14,0,0,#DIV/0!,0,#DIV/0!,11,93,49,1,0,0,1,0,10,2
2473,Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11,467,13,30,269,170,45,466,13,4,30.77,8,61.54,357,1546,467,11,11,2,36,17,377,61
2474,Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,1657,254,977,637,52,34,1657,4,2,50,1,25,877,3859,1889,5,7,0,10,2,1002,7
2475,Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,1527,112,602,650,296,17,1527,30,6,20,17,56.67,647,2762,1368,28,21,3,21,4,771,54
2476,Emile Smith Rowe,ENG,"MF,FW",Arsenal,Premier League,22,2000,1.9,102,1,14,37,51,9,102,5,2,40,3,60,68,303,119,2,1,0,0,4,71,11
2477,Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,432,72,234,188,12,4,432,2,2,100,0,0,231,1099,609,0,3,0,3,1,254,1
2478,Cédric Soares,POR,DF,"Arsenal,Fulham","Premier League,Premier League",30,1991,2.5,240,12,66,98,76,3,240,2,2,100,0,0,134,583,309,5,4,1,2,2,160,12
2480,Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,19.6,1251,90,469,643,154,2,1251,22,8,36.36,12,54.55,507,2188,908,17,18,2,17,13,522,24
2481,Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9.7,479,19,97,230,156,8,479,25,11,44,9,36,300,1781,771,16,15,2,12,7,277,54
2482,Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,30,1992,27.4,952,37,209,401,359,75,952,75,29,38.67,36,48,542,3550,1609,45,41,12,56,42,579,81
2483,Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,252,12,73,99,84,6,252,16,7,43.75,5,31.25,116,739,298,8,3,1,2,6,131,19
2484,Dominic Solanke,ENG,"FW,MF",Bournemouth,Premier League,24,1997,31.8,1012,54,157,423,454,159,1012,110,45,40.91,54,49.09,637,4479,1723,70,40,36,134,74,730,167
2485,Augusto Solari,ARG,MF,Celta Vigo,La Liga,30,1992,2.9,160,1,28,88,45,6,160,5,1,20,3,60,88,337,155,5,2,1,2,4,105,14
2486,Ola Solbakken,NOR,"MF,FW",Roma,Serie A,23,1998,5.6,227,8,28,94,109,20,227,14,5,35.71,6,42.86,134,613,220,5,11,7,16,13,156,35
2487,Nikola Soldo,CRO,DF,Köln,Bundesliga,21,2001,6.6,421,47,230,182,13,7,421,3,0,0,3,100,236,1193,722,3,2,0,1,0,261,0
2488,Carlos Soler,ESP,MF,"Valencia,Paris S-G","La Liga,Ligue 1",25,1997,15.9,892,16,118,421,358,29,891,14,6,42.86,4,28.57,709,3392,1343,21,32,2,22,14,692,74
2490,François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,6,150,121,150,0,0,0,150,0,0,#DIV/0!,0,#DIV/0!,83,578,322,0,0,0,0,0,45,0
2491,Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,6.4,292,9,62,91,147,11,292,37,19,51.35,15,40.54,191,1555,723,16,16,2,13,11,186,51
2492,Yann Sommer,SUI,GK,"Bayern Munich,M'Gladbach","Bundesliga,Bundesliga",33,1988,29,1417,1047,1406,11,0,0,1417,2,2,100,0,0,945,4180,2207,0,0,0,0,1,910,0
2494,Brandon Soppy,FRA,DF,"Udinese,Atalanta","Serie A,Serie A",20,2002,8.1,461,10,98,204,164,25,461,32,7,21.88,17,53.13,253,1502,816,27,16,6,16,8,268,39
2496,David Soria,ESP,GK,Getafe,La Liga,29,1993,38,1224,1011,1216,11,0,0,1224,0,0,#DIV/0!,0,#DIV/0!,541,3493,2322,0,0,0,0,0,291,0
2497,Roberto Soriano,ITA,"FW,MF",Bologna,Serie A,31,1991,14.7,739,25,110,393,249,27,739,14,6,42.86,5,35.71,470,2620,1170,30,34,0,22,15,568,66
2498,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,24,1998,21.7,1630,51,386,631,630,20,1630,33,17,51.52,13,39.39,890,4751,2414,58,54,8,20,16,999,152
2499,Joaquin Sosa,URU,DF,Bologna,Serie A,20,2002,7.6,445,49,243,195,8,3,445,4,3,75,0,0,281,1593,958,6,3,0,5,2,296,1
2500,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,18,2003,0.2,24,0,5,16,3,0,24,0,0,#DIV/0!,0,#DIV/0!,20,52,19,0,0,0,0,0,24,0
2501,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,31,1990,33.9,1887,55,212,915,775,140,1884,40,16,40,18,45,1446,7373,2546,53,61,16,44,25,1434,302
2502,Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,9.3,368,1,17,88,268,52,368,47,13,27.66,21,44.68,302,2822,1548,65,35,28,28,13,316,123
2503,Tomáš Souček,CZE,MF,West Ham,Premier League,27,1995,31.3,1366,124,432,652,288,71,1366,17,2,11.76,12,70.59,544,2087,695,11,17,0,23,18,742,52
2504,Matìas Soulé,ARG,"MF,FW",Juventus,Serie A,19,2003,4.7,235,4,45,93,99,16,235,25,12,48,11,44,143,990,453,12,12,4,10,7,158,33
2505,Moussa Soumano,FRA,FW,Ajaccio,Ligue 1,17,2005,5.5,101,1,4,54,43,10,101,7,5,71.43,2,28.57,69,394,100,5,3,4,16,7,72,19
2506,Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,20.7,1226,158,649,557,23,7,1226,3,2,66.67,0,0,721,3553,1787,7,5,0,6,1,830,1
2507,Boubakary Soumaré,FRA,MF,Leicester City,Premier League,23,1999,18.1,1091,45,319,675,112,2,1091,22,12,54.55,6,27.27,588,2940,1182,17,12,0,26,22,733,20
2508,Arnaud Souquet,FRA,"DF,FW",Montpellier,Ligue 1,30,1992,4,185,17,57,93,37,3,185,7,2,28.57,4,57.14,98,532,245,5,1,0,5,1,86,14
2509,Dyego Sousa,POR,FW,Almería,La Liga,32,1989,5.9,256,16,34,110,114,35,256,13,5,38.46,7,53.85,131,611,214,10,8,4,28,11,190,39
2510,Harry Souttar,AUS,DF,Leicester City,Premier League,23,1998,11,663,104,365,282,20,15,663,5,3,60,0,0,390,1878,948,6,2,1,3,0,420,4
2511,Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,27,1242,79,337,746,164,20,1242,19,10,52.63,7,36.84,543,2552,972,13,11,2,30,13,614,14
2512,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,25,1997,29.4,1810,50,361,1190,276,25,1810,21,11,52.38,6,28.57,1100,5055,2447,35,36,4,24,16,1234,29
2513,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,26,1996,5.9,382,71,226,147,12,7,382,1,1,100,0,0,185,1096,601,5,1,0,2,0,203,0
2514,Kevin Spadanuda,SUI,"MF,FW",Ajaccio,Ligue 1,25,1997,11.8,405,12,74,172,167,27,405,44,23,52.27,17,38.64,280,1971,758,17,12,8,29,21,247,56
2515,Djed Spence,ENG,"FW,DF","Tottenham,Rennes","Premier League,Ligue 1",21,2000,6.5,406,23,105,205,106,10,406,28,15,53.57,9,32.14,276,1859,975,23,17,6,14,6,250,20
2517,Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,34.7,2428,96,582,1532,340,20,2428,40,16,40,13,32.5,1843,8655,3759,31,41,4,27,25,1616,30
2518,Leonardo Spinazzola,ITA,DF,Roma,Serie A,29,1993,18.4,1157,36,296,560,319,41,1157,59,25,42.37,28,47.46,698,5327,3192,107,52,24,26,11,745,87
2519,Marco Sportiello,ITA,GK,Atalanta,Serie A,30,1992,14.9,486,429,481,5,0,0,486,0,0,#DIV/0!,0,#DIV/0!,277,1367,863,0,0,0,0,1,202,0
2520,Jack Stacey,ENG,DF,Bournemouth,Premier League,26,1996,3.3,174,17,67,62,47,2,174,8,3,37.5,5,62.5,74,462,221,9,4,1,3,4,78,15
2521,Anton Stach,GER,MF,Mainz 05,Bundesliga,23,1998,23,1172,34,212,644,345,50,1172,51,25,49.02,21,41.18,549,3090,1519,37,28,7,45,16,655,77
2522,Kostas Stafylidis,GRE,"DF,MF",Bochum,Bundesliga,28,1993,11.6,564,43,187,288,92,3,564,14,8,57.14,4,28.57,240,1139,520,9,7,1,11,3,267,14
2523,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,25,1996,20.6,834,47,200,429,213,57,834,16,9,56.25,5,31.25,368,1523,655,19,17,6,25,11,485,55
2524,Veit Stange,GER,MF,Hertha BSC,Bundesliga,18,2004,0.1,3,0,2,1,0,0,3,1,1,100,0,0,1,29,0,0,0,0,1,0,1,0
2525,Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,22,2000,6.4,689,29,206,370,117,5,689,9,5,55.56,2,22.22,452,2116,1180,12,15,1,7,3,506,35
2526,Junior Stanislas,ENG,MF,Bournemouth,Premier League,32,1989,0.7,34,0,3,15,16,3,34,0,0,#DIV/0!,0,#DIV/0!,18,92,13,0,1,0,1,1,27,5
2527,Jay Stansfield,ENG,FW,Fulham,Premier League,19,2002,1,35,2,7,14,15,7,35,0,0,#DIV/0!,0,#DIV/0!,13,88,35,2,2,0,2,2,23,4
2528,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27,1995,23.1,1516,174,812,673,39,11,1516,2,2,100,0,0,839,4648,2452,9,6,0,11,4,909,3
2529,Jason Steele,ENG,GK,Brighton,Premier League,31,1990,15,574,469,570,4,0,0,574,1,1,100,0,0,377,1675,868,0,0,0,0,0,354,0
2530,Calvin Stengs,NED,FW,Nice,Ligue 1,23,1998,2.4,119,0,14,47,61,6,119,10,6,60,3,30,105,727,332,10,11,1,6,3,100,16
2531,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26,1996,3.7,259,14,90,117,54,2,259,4,0,0,3,75,109,410,221,3,5,2,5,0,131,5
2532,Jack Stephens,ENG,DF,"Southampton,Bournemouth","Premier League,Premier League",28,1994,13.5,698,129,372,292,36,7,698,3,3,100,0,0,384,1809,949,10,5,0,5,2,423,3
2534,Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,27,1994,21,910,8,63,278,583,121,910,93,39,41.94,46,49.46,651,4002,2153,81,56,39,46,50,749,186
2535,Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,7.8,466,17,106,243,121,11,466,7,3,42.86,3,42.86,226,951,357,4,7,0,15,11,266,16
2536,Lars Stindl,GER,"FW,MF",M'Gladbach,Bundesliga,33,1988,19.3,980,22,127,554,301,47,980,22,8,36.36,11,50,552,2050,903,22,21,2,33,27,771,89
2537,Kevin Stöger,AUT,MF,Bochum,Bundesliga,28,1993,28.9,1917,32,281,1081,571,37,1914,52,22,42.31,21,40.38,901,4339,2056,43,40,3,43,35,1134,98
2538,Petar Stojanović,SVN,DF,Empoli,Serie A,26,1995,17,1210,60,387,539,293,15,1210,35,13,37.14,18,51.43,663,3977,2265,50,27,5,11,14,710,51
2539,John Stones,ENG,"DF,MF",Manchester City,Premier League,28,1994,20.5,1690,101,544,942,210,27,1690,10,6,60,1,10,1080,6201,3250,28,32,1,8,4,1312,34
2540,Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,22,2000,18.9,576,29,56,277,248,84,576,31,14,45.16,15,48.39,348,1327,460,17,6,9,74,24,438,73
2541,Tony Strata,FRA,"MF,DF",Ajaccio,Ligue 1,17,2004,1.5,51,7,30,22,0,0,51,0,0,#DIV/0!,0,#DIV/0!,31,170,105,1,0,0,1,0,22,0
2542,Gabriel Strefezza,0,"DF,FW",Lecce,Serie A,25,1997,27.1,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0
2543,Dávid Strelec,SVK,FW,Spezia,Serie A,21,2001,1.9,60,0,2,29,29,12,60,3,0,0,3,100,32,135,54,2,3,0,3,4,45,14
2544,Pascal Struijk,NED,DF,Leeds United,Premier League,22,1999,24.4,1619,92,538,708,379,31,1619,18,9,50,7,38.89,700,2806,1465,24,25,1,25,12,803,53
2545,Cristhian Stuani,URU,FW,Girona,La Liga,35,1986,12.1,281,5,28,133,121,56,275,4,0,0,3,75,137,406,145,2,1,1,23,6,193,26
2546,Damián Suárez,URU,"DF,MF",Getafe,La Liga,34,1988,21.6,1169,42,299,580,306,15,1169,34,13,38.24,21,61.76,462,1781,959,21,23,5,23,6,542,72
2547,Denis Suárez,ESP,"MF,FW",Espanyol,La Liga,28,1994,10.5,541,9,79,302,167,12,541,28,19,67.86,9,32.14,311,2014,945,26,20,2,13,11,363,34
2548,Mario Suárez,ESP,"MF,DF",Rayo Vallecano,La Liga,35,1987,0.1,4,0,1,3,0,0,4,0,0,#DIV/0!,0,#DIV/0!,2,28,21,0,0,0,0,0,2,0
2549,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,24,1997,14,976,57,306,483,199,15,976,34,22,64.71,11,32.35,697,4072,2110,26,34,2,16,10,611,66
2550,Isaac Success,NGA,FW,Udinese,Serie A,26,1996,20.2,831,20,48,356,439,101,831,64,30,46.88,29,45.31,569,2585,914,37,26,13,95,44,735,200
2551,Niklas Süle,GER,DF,Dortmund,Bundesliga,26,1995,23.5,2031,178,811,1013,217,40,2031,10,9,90,1,10,1321,6298,3500,37,36,1,10,8,1527,57
2552,Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,7.2,281,26,89,151,49,8,281,13,5,38.46,8,61.54,131,679,202,4,7,0,10,9,118,5
2553,Kamaldeen Sulemana,GHA,"FW,MF","Southampton,Rennes","Premier League,Ligue 1",20,2002,14.3,661,9,66,257,355,69,661,100,51,51,45,45,466,3801,1513,49,37,28,48,28,464,137
2555,Crysencio Summerville,NED,FW,Leeds United,Premier League,20,2001,15.8,637,10,99,241,311,70,637,60,24,40,22,36.67,420,2617,1326,51,27,19,45,36,438,92
2556,Ivan Šunjić,CRO,MF,Hertha BSC,Bundesliga,25,1996,11,478,31,127,305,54,7,478,6,0,0,5,83.33,199,778,321,6,5,2,7,6,240,6
2557,Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24,1998,3.6,137,9,27,55,59,15,137,5,2,40,2,40,71,361,140,2,5,1,13,4,93,17
2558,Suso,ESP,"MF,FW",Sevilla,La Liga,28,1993,11.8,675,6,59,235,392,23,675,42,25,59.52,13,30.95,461,2714,1238,27,27,7,17,19,521,96
2559,Yuito Suzuki,JPN,"FW,MF",Strasbourg,Ligue 1,20,2001,0.4,23,1,2,10,12,4,23,3,2,66.67,1,33.33,14,135,52,3,1,2,3,0,16,6
2560,Mattias Svanberg,SWE,"MF,FW",Wolfsburg,Bundesliga,23,1999,20.4,811,29,137,393,300,59,811,45,17,37.78,22,48.89,431,2119,1024,29,21,8,48,19,483,85
2561,Mile Svilar,SRB,GK,Roma,Serie A,22,1999,3,79,70,79,0,0,0,79,0,0,#DIV/0!,0,#DIV/0!,46,373,243,0,0,0,0,0,26,0
2562,Williot Swedberg,SWE,MF,Celta Vigo,La Liga,18,2004,0.6,27,2,5,12,11,1,27,2,1,50,1,50,16,91,66,1,2,0,1,0,15,5
2563,Issiaga Sylla,GUI,DF,"Montpellier,Toulouse","Ligue 1,Ligue 1",28,1994,29.7,2011,120,543,921,571,31,2011,63,19,30.16,39,61.9,1297,7873,3939,79,77,8,40,43,1112,172
2565,Wojciech Szczęsny,POL,GK,Juventus,Serie A,32,1990,27.5,837,731,833,4,0,0,837,1,1,100,0,0,498,2576,1593,0,0,0,1,0,406,0
2566,Dominik Szoboszlai,HUN,"MF,FW",RB Leipzig,Bundesliga,21,2000,27.2,1908,28,235,952,750,56,1907,105,53,50.48,41,39.05,1134,6004,2911,75,68,12,57,33,1294,157
2567,Alexander Sørloth,NOR,FW,"Real Sociedad,RB Leipzig","La Liga,Bundesliga",26,1995,26.6,810,29,64,331,434,110,810,76,29,38.16,43,56.58,459,2845,1264,41,30,19,84,61,592,133
2569,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,29,1992,33.2,2237,86,527,1118,610,48,2237,38,10,26.32,19,50,1539,7465,3182,38,44,5,46,16,1405,171
2570,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,27.6,1895,223,952,915,40,19,1895,9,7,77.78,1,11.11,1075,6032,2961,8,4,0,5,10,1269,4
2571,Benjamin Tahirovic,BIH,MF,Roma,Serie A,19,2003,3.9,194,10,58,112,26,1,194,2,1,50,1,50,91,453,185,0,3,0,2,1,117,3
2572,Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,2.1,171,4,35,98,39,2,171,3,2,66.67,1,33.33,125,730,317,8,3,1,5,0,118,7
2573,Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,18.7,1268,29,143,803,336,44,1268,45,22,48.89,17,37.78,1056,6119,2800,52,46,13,25,29,962,56
2574,Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,38,2365,481,1500,847,28,16,2365,11,7,63.64,4,36.36,1681,10840,5959,13,7,0,14,8,1547,0
2575,Thibault Tamas,FRA,DF,Montpellier,Ligue 1,21,2001,0.1,9,1,3,3,3,0,9,0,0,#DIV/0!,0,#DIV/0!,7,42,8,0,0,0,1,0,6,1
2576,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,28,1994,33.7,1428,97,380,829,244,21,1428,53,26,49.06,22,41.51,713,3953,1618,32,34,4,39,34,739,58
2577,Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,1.6,109,5,48,59,3,0,109,2,1,50,1,50,68,308,133,1,2,0,3,1,71,2
2578,Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,27,1995,16.1,993,65,318,564,120,9,993,19,11,57.89,7,36.84,582,2624,1231,12,14,1,11,14,648,8
2579,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,31.9,2522,254,1143,1286,109,20,2520,25,16,64,2,8,1516,9044,5323,40,14,0,15,12,1668,10
2580,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,11.2,870,36,218,503,158,11,867,12,7,58.33,3,25,650,3120,1385,20,22,4,12,12,584,17
2581,Matt Targett,ENG,DF,Newcastle Utd,Premier League,26,1995,6.8,463,20,149,186,131,0,463,2,2,100,0,0,197,673,409,3,5,0,5,6,241,13
2582,James Tarkowski,ENG,DF,Everton,Premier League,29,1992,38,2119,369,1090,926,113,81,2119,10,9,90,1,10,982,4413,2295,13,3,1,22,5,1209,11
2583,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,36,1986,16,587,509,587,0,0,0,587,0,0,#DIV/0!,0,#DIV/0!,359,1963,1284,0,0,0,0,0,315,0
2584,Niklas Tauer,GER,"DF,MF",Mainz 05,Bundesliga,21,2001,1,70,5,23,38,10,1,70,0,0,#DIV/0!,0,#DIV/0!,40,205,100,1,2,0,1,1,47,4
2585,Nuno Tavares,POR,"DF,MF",Marseille,Ligue 1,22,2000,26.1,1779,45,361,685,765,88,1779,138,54,39.13,74,53.62,1213,8076,3913,96,68,19,75,67,1114,245
2586,Marcus Tavernier,ENG,"MF,FW",Bournemouth,Premier League,23,1999,19.4,1008,37,200,390,450,59,1008,96,45,46.88,45,46.88,592,4060,2028,67,43,21,46,40,636,137
2587,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,19,2002,12.2,687,46,190,301,204,9,687,13,4,30.77,7,53.85,399,2373,1198,25,26,2,14,7,377,57
2588,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,22,2000,23.5,1990,94,470,1234,298,29,1990,39,28,71.79,8,20.51,1291,6841,3344,41,43,4,24,12,1533,23
2589,Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,4.6,240,4,11,98,132,37,240,30,10,33.33,18,60,164,948,372,12,7,6,24,11,189,59
2590,Semir Telalovic,GER,"MF,FW",M'Gladbach,Bundesliga,22,1999,0.1,4,0,0,1,3,0,4,0,0,#DIV/0!,0,#DIV/0!,3,19,6,0,0,0,1,1,4,0
2591,Alex Telles,BRA,DF,Sevilla,La Liga,29,1992,15.9,880,57,287,348,252,11,880,28,14,50,13,46.43,400,1946,936,21,11,4,11,1,461,80
2592,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,37.2,1457,1076,1436,22,0,0,1457,0,0,#DIV/0!,0,#DIV/0!,963,4887,3425,0,0,0,1,1,851,0
