,Player,Position,PTCrs,PTTB,LxA,LKP,LFTP,LPPA,LPrgP,Att_Pen,TOAtt,TOSucc,CaPrgC,CaCPA,PrgR,90s,npxG,npxG/Sh,SSh_p90,SSoT_90,Off
190,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
191,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
192,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
193,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
194,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
195,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
196,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
197,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
198,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
199,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
200,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
201,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
202,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
203,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
204,Nicolás González,left winger,3,2,1.4,12,92,9,81,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
205,Roberto González,right winger,5,0,0.2,3,2,0,2,1,2,0,1,1,1,0.6,0.0,0.0,0.0,0.0,0
206,Anthony Gordon,left winger,9,2,1.4,14,19,16,34,74,66,18,48,24,112,17.6,5.0,5.0,1.9318181818181817,1.0227272727272727,4
207,Anthony Gordon,left winger,25,1,1.4,14,19,16,34,74,66,18,48,24,112,17.6,5.0,5.0,1.9318181818181817,1.0227272727272727,4
208,Demarai Gray,left winger,173,2,3.8,37,30,18,46,104,92,33,94,48,199,27.9,6.2,4.7,2.043010752688172,0.7885304659498208,13
209,Jack Grealish,left winger,53,6,6.7,50,28,48,100,136,110,45,143,63,310,22.8,4.6,4.6,1.7982456140350878,0.6578947368421052,3
210,Vincenzo Grifo,left winger,135,5,6.2,55,82,46,128,65,74,42,65,18,124,26.8,10.3,3.9,2.164179104477612,0.9328358208955224,5
211,Brajan Gruda,right winger,1,0,0.0,1,0,1,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
212,Gonçalo Guedes,left winger,27,0,0.5,9,11,8,16,30,15,5,20,7,54,7.9,1.2,1.2,2.4050632911392404,0.7594936708860759,5
213,Axel Gueguin,right winger,1,0,0.0,0,0,0,0,0,0,0,0,0,6,0.3,0.0,0.0,0.0,0.0,0
214,Emmanuel Gyasi,left winger,22,1,1.7,22,16,18,52,92,39,7,35,15,154,31.2,4.0,4.0,1.08974358974359,0.4166666666666667,23
215,André Hahn,right winger,6,0,0.0,1,7,1,8,7,6,1,3,0,10,4.3,0.4,0.4,1.627906976744186,0.4651162790697674,1
216,Jack Harrison,left winger,186,4,5.1,53,57,51,103,81,118,48,103,24,255,30.1,4.7,4.7,1.2956810631229236,0.4651162790697674,3
217,Haissem Hassan,right winger,1,0,0.0,1,3,0,0,1,4,2,3,1,3,0.6,0.0,0.0,0.0,0.0,0
218,Eden Hazard,left winger,0,0,0.5,7,6,3,8,13,6,2,6,1,25,2.2,1.0,0.2,0.9090909090909092,0.0,0
219,Thorgan Hazard,left winger,37,0,0.9,11,17,7,28,18,15,3,21,5,50,5.2,1.3,1.3,1.5384615384615383,0.5769230769230769,4
220,Gauthier Hein,right winger,99,2,2.3,29,59,15,76,56,49,19,61,24,142,20.8,3.9,3.9,1.8269230769230769,0.4807692307692307,2
221,Patrick Herrmann,right winger,12,1,0.6,4,7,3,6,15,4,0,7,3,19,1.8,0.4,0.4,3.333333333333333,1.1111111111111112,0
222,Son Heung-min,left winger,113,5,4.5,61,32,32,79,106,83,33,82,31,196,32.1,10.1,10.1,2.5233644859813085,1.1838006230529594,18
223,Adam Hložek,left winger,15,1,1.3,18,21,6,32,42,22,9,22,9,70,14.3,2.7,2.7,2.097902097902098,0.7692307692307692,1
224,Jonas Hofmann,right winger,203,12,10.9,99,66,42,119,95,32,14,73,24,197,29.8,7.2,6.6,1.4765100671140938,0.7382550335570469,23
225,Gerrit Holtmann,left winger,52,1,0.8,10,5,8,8,38,41,16,37,8,83,10.5,2.4,2.4,2.857142857142857,1.3333333333333333,3
226,Franck Honorat,right winger,214,1,7.5,89,40,49,70,98,55,15,98,30,261,28.2,4.8,4.8,1.6666666666666667,0.6028368794326241,9
227,Callum Hudson-Odoi,right winger,12,1,0.9,13,18,7,31,10,28,14,30,6,44,6.7,0.2,0.2,0.5970149253731343,0.1492537313432835,2
228,Jonathan Ikone,right winger,24,2,3.5,29,24,27,67,109,90,48,83,50,178,22.3,4.1,4.1,2.286995515695067,0.4035874439461883,5
229,Rareş Ilie,left winger,1,0,0.0,2,2,0,1,5,6,5,7,1,6,1.6,0.3,0.3,2.5,0.0,1
230,Samuel Iling-Junior,left winger,12,1,0.4,5,10,7,18,10,14,5,11,3,36,3.5,0.7,0.7,1.1428571428571428,0.2857142857142857,0
231,Junya Ito,right winger,198,22,9.2,65,68,73,141,112,141,62,133,43,338,32.4,5.7,5.7,1.2962962962962965,0.5246913580246914,31
232,Andreas Ivan,left winger,0,0,0.0,0,2,0,2,0,1,0,0,0,1,0.5,0.0,0.0,2.0,0.0,0
233,Alex Iwobi,left winger,104,14,4.3,64,134,63,194,59,110,55,90,15,145,37.5,2.5,2.5,1.12,0.4,4
234,Nicolas Jackson,right winger,5,0,2.0,21,25,9,40,93,37,23,49,19,117,17.8,8.0,8.0,2.303370786516854,1.2921348314606742,13
235,Marin Jakoliš,left winger,2,0,0.2,0,1,0,3,3,2,0,2,1,2,0.3,0.1,0.1,6.666666666666667,3.333333333333333,0
236,Daniel James,right winger,6,0,0.8,8,3,11,18,35,20,6,30,11,57,9.1,2.0,2.0,1.868131868131868,0.4395604395604395,2
237,Daniel James,right winger,26,0,0.8,8,3,11,18,35,20,6,30,11,57,9.1,2.0,2.0,1.868131868131868,0.4395604395604395,2
238,Adnan Januzaj,right winger,1,0,0.0,0,0,0,1,1,8,4,0,0,6,0.5,0.0,0.0,0.0,0.0,0
239,Jesé,left winger,0,0,0.4,2,0,0,1,6,5,3,1,0,15,2.3,0.3,0.3,1.3043478260869563,0.8695652173913044,2
240,Joaquín,right winger,31,4,1.8,21,15,11,26,17,19,11,23,6,37,5.5,0.7,0.7,1.4545454545454546,0.5454545454545454,1
241,Josan,right winger,48,1,0.6,15,29,13,39,16,36,21,37,8,61,12.0,0.4,0.4,0.5,0.25,5
242,Diogo Jota,left winger,8,3,1.7,17,28,8,30,73,39,14,34,14,104,12.6,6.5,6.5,2.7777777777777777,0.873015873015873,3
243,Juanmi,left winger,0,3,0.9,4,7,3,15,38,32,12,10,4,37,10.3,3.7,3.7,1.7475728155339805,0.7766990291262136,15
244,Lago Junior,left winger,2,0,0.0,0,0,0,0,1,1,1,2,0,5,0.6,0.0,0.0,3.333333333333333,1.6666666666666667,0
245,Vinicius Júnior,left winger,64,5,8.8,64,30,45,87,260,306,112,221,140,495,31.4,10.5,10.5,2.452229299363057,1.1464968152866242,23
246,Abdoul Kader Bamba,right winger,3,0,0.0,1,2,0,3,2,1,0,1,1,12,0.9,0.1,0.1,1.1111111111111112,1.1111111111111112,1
247,Florian Kainz,left winger,251,8,8.7,70,82,57,159,45,82,33,64,8,147,26.0,6.0,3.6,1.9615384615384612,0.7307692307692307,1
248,Justin-Noël Kalumba,right winger,13,0,0.9,2,8,3,10,6,19,10,9,1,31,6.1,0.1,0.1,0.3278688524590164,0.0,0
249,Jakub Kamiński,left winger,35,4,3.9,28,30,39,78,78,66,28,47,18,171,22.9,5.0,4.8,1.7030567685589522,0.6113537117903931,3
250,Yann Karamoh,right winger,15,2,0.4,11,5,5,12,35,57,26,27,11,74,8.0,3.3,3.3,2.5,1.5,12
251,Silas Katompa,right winger,33,1,2.7,18,17,18,40,102,111,48,71,39,165,22.1,6.5,5.7,1.9004524886877827,0.7239819004524887,15
252,Neeskens Kebano,left winger,24,0,0.9,13,2,9,24,30,28,9,39,11,68,8.5,0.5,0.5,1.0588235294117647,0.2352941176470588,2
253,Justin Kluivert,left winger,64,0,2.1,23,15,21,33,65,63,30,58,22,126,16.1,6.6,5.9,2.670807453416149,0.9316770186335402,10
254,Ansgar Knauff,right winger,29,1,2.4,8,27,14,40,43,63,22,47,15,74,14.3,0.9,0.9,1.048951048951049,0.4895104895104895,2
255,Luca Koleosho,left winger,3,0,0.2,0,1,0,1,5,8,4,4,3,15,0.7,0.0,0.0,1.4285714285714286,1.4285714285714286,1
256,Soichiro Kozuki,right winger,15,0,0.4,4,3,3,10,16,16,6,15,4,37,4.2,1.1,1.1,3.333333333333333,1.4285714285714286,0
257,Takefusa Kubo,right winger,72,3,5.4,39,33,34,81,141,117,49,117,66,239,27.1,5.7,5.7,2.656826568265682,1.107011070110701,21
258,Dejan Kulusevski,right winger,62,5,4.8,47,14,38,67,107,110,50,87,48,195,23.0,2.6,2.6,1.8695652173913044,0.4347826086956521,3
259,Khvicha Kvaratskhelia,left winger,76,14,6.6,54,41,46,91,175,199,75,139,84,291,28.0,8.2,6.6,2.9642857142857144,1.0714285714285714,6
260,Érik Lamela,right winger,33,1,1.3,24,38,21,69,108,75,33,66,28,162,20.5,5.3,5.3,2.292682926829268,1.1219512195121952,8
261,Jordan Larsson,right winger,2,0,0.6,4,7,5,12,12,13,4,5,1,29,5.1,1.2,1.2,1.9607843137254903,0.0,1
262,Armand Lauriente,right winger,110,2,5.1,70,45,54,104,125,157,78,141,55,284,27.2,6.5,5.7,2.536764705882353,0.9558823529411764,8
263,Armand Lauriente,right winger,6,2,5.1,70,45,54,104,125,157,78,141,55,284,27.2,6.5,5.7,2.536764705882353,0.9558823529411764,8
264,Lázaro,left winger,9,0,0.4,12,20,5,26,38,28,15,23,3,59,8.0,4.0,4.0,3.125,1.5,3
265,Rafael Leão,left winger,71,5,6.2,49,64,59,122,144,171,77,136,64,235,26.9,10.8,10.8,3.4200743494423795,1.0780669144981414,10
266,Mehdi Léris,right winger,57,4,1.7,20,48,19,62,78,69,29,56,13,165,27.3,3.4,3.4,1.0989010989010988,0.4395604395604395,10
267,Ruan Levine,right winger,0,0,0.0,1,1,0,1,3,2,2,0,0,4,0.3,0.2,0.2,6.666666666666667,3.333333333333333,0
268,Keane Lewis-Potter,left winger,8,1,0.3,5,2,3,6,18,14,4,8,3,39,3.6,0.5,0.5,1.9444444444444444,0.5555555555555556,1
269,Dimitris Limnios,left winger,6,0,0.1,2,1,0,0,3,2,2,2,0,7,0.4,0.0,0.0,2.5,0.0,0
270,Javier Llabrés,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,2
271,Ademola Lookman,left winger,38,6,4.9,39,30,33,79,111,80,34,73,33,185,19.2,9.1,6.7,2.552083333333333,1.1979166666666667,11
272,Rony Lopes,right winger,109,5,4.1,50,68,29,97,57,85,45,61,13,117,26.1,4.9,4.9,2.1839080459770117,0.7662835249042145,1
273,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0
274,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,1
275,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,0
276,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,1
277,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,0
278,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,1
279,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,0
280,Diego López,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,1
281,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,0
282,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,1
283,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,0
284,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,1
285,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,0
286,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,1
287,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,0
288,Diego López,left winger,0,0,0.0,0,0,0,0,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,1
289,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0
290,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,1
291,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,0
292,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,1
293,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,0
294,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,1
295,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,0
296,Diego López,left winger,0,0,1.0,10,7,11,17,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,1
297,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,0
298,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,1
299,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,0
300,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,1
301,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,0
302,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,1
303,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,0
304,Diego López,left winger,0,0,1.0,10,7,11,17,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,1
305,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0
306,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,1
307,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,0
308,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,1
309,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,0
310,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,1
311,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,0
312,Diego López,left winger,12,2,0.0,0,0,0,0,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,1
313,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,0
314,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,1
315,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,0
316,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,1
317,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,0
318,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,1
319,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,0
320,Diego López,left winger,12,2,0.0,0,0,0,0,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,1
321,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0
322,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,1
323,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,0
324,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,0,1.1,3.5,3.5,2.4,1.6,1
325,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,0
326,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,46,5.0,0.0,0.0,0.0,0.0,1
327,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,0
328,Diego López,left winger,12,2,1.0,10,7,11,17,0,0,0,0,0,46,5.0,3.5,3.5,2.4,1.6,1
329,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,0
330,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,0,1.1,0.0,0.0,0.0,0.0,1
331,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,0
332,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,0,1.1,3.5,3.5,2.4,1.6,1
333,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,0
334,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,46,5.0,0.0,0.0,0.0,0.0,1
335,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,0
336,Diego López,left winger,12,2,1.0,10,7,11,17,27,19,9,21,5,46,5.0,3.5,3.5,2.4,1.6,1
337,Jamal Lowe,right winger,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0
338,Hirving Lozano,right winger,73,0,3.3,30,25,40,49,77,78,38,86,22,190,17.8,5.4,4.6,2.303370786516854,0.7303370786516854,4
339,Dodi Lukebakio,right winger,65,4,4.8,29,18,26,42,103,141,67,96,48,178,26.6,8.6,4.7,2.218045112781955,0.8270676691729323,17
340,Awer Mabil,left winger,9,0,0.0,1,4,0,4,2,4,2,5,0,14,1.8,0.2,0.2,1.6666666666666663,0.5555555555555556,0
341,Darwin Machís,left winger,37,1,1.8,9,7,11,10,32,30,11,29,11,53,6.7,1.1,1.1,2.835820895522388,0.8955223880597015,2
342,Noni Madueke,right winger,19,0,0.7,13,11,13,36,62,63,33,48,26,100,7.1,0.9,0.9,1.6901408450704227,0.8450704225352114,2
343,Riyad Mahrez,right winger,96,10,5.3,52,36,37,76,110,73,25,78,45,242,21.3,5.5,4.7,1.971830985915493,0.5633802816901409,7
344,Linton Maina,right winger,87,1,4.8,35,32,25,61,99,68,22,90,37,173,24.9,4.6,4.6,1.4056224899598395,0.5220883534136547,18
345,Sadio Mané,left winger,22,3,3.6,24,17,30,43,130,53,24,59,33,164,15.8,8.9,7.2,3.354430379746835,1.2658227848101264,21
346,Myziane Maolida,left winger,4,0,0.8,3,7,6,8,11,15,10,14,3,35,3.7,0.5,0.5,1.6216216216216215,0.5405405405405405,1
347,Myziane Maolida,left winger,1,0,0.8,3,7,6,8,11,15,10,14,3,35,3.7,0.5,0.5,1.6216216216216215,0.5405405405405405,1
348,Omar Marmoush,left winger,25,0,0.0,0,0,0,0,0,0,0,0,0,0,16.4,0.0,0.0,2.9268292682926838,1.0365853658536586,13
349,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
350,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
351,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
352,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
353,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,15,30.2,0.0,0.0,0.0,0.0,0
354,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,15,30.2,0.0,0.0,0.0,0.0,0
355,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
356,Marquinhos,right winger,0,0,0.0,0,0,0,0,0,0,0,0,0,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
357,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0
358,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0
359,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
360,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
361,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,15,30.2,0.0,0.0,0.0,0.0,0
362,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,15,30.2,0.0,0.0,0.0,0.0,0
363,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
364,Marquinhos,right winger,0,0,0.0,0,0,0,0,39,2,0,4,2,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
365,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
366,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
367,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
368,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
369,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,15,30.2,0.0,0.0,0.0,0.0,0
370,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,15,30.2,0.0,0.0,0.0,0.0,0
371,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
372,Marquinhos,right winger,0,0,1.3,9,104,3,99,0,0,0,0,0,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
373,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0
374,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0
375,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
376,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
377,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,15,30.2,0.0,0.0,0.0,0.0,0
378,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,15,30.2,0.0,0.0,0.0,0.0,0
379,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
380,Marquinhos,right winger,0,0,1.3,9,104,3,99,39,2,0,4,2,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
381,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
382,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
383,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
384,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
385,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,15,30.2,0.0,0.0,0.0,0.0,0
386,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,15,30.2,0.0,0.0,0.0,0.0,0
387,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
388,Marquinhos,right winger,1,4,0.0,0,0,0,0,0,0,0,0,0,15,30.2,2.1,2.1,0.5960264900662252,0.1324503311258278,0
389,Marquinhos,right winger,1,4,0.0,0,0,0,0,39,2,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0
390,Marquinhos,right winger,1,4,0.0,0,0,0,0,39,2,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0
391,Marquinhos,right winger,1,4,0.0,0,0,0,0,39,2,0,4,2,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
392,Marquinhos,right winger,1,4,0.0,0,0,0,0,39,2,0,4,2,0,0.0,2.1,2.1,0.5960264900662252,0.1324503311258278,0
393,Marquinhos,right winger,1,4,0.0,0,0,0,0,39,2,0,4,2,15,30.2,0.0,0.0,0.0,0.0,0
