Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GA,npg,PK,PKatt,CrdY,CrdR,xG,NPxG,xAG,NPxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,GA_p90,npg_p90,npG+A_p90,xG_p90,xAG_p90,xG+xAG_p90,NPxG_p90,NPxG+xAG_p90,
102,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,25,1996,29,24,1998,22.2,0,1,1,0,0,0,11,0,0.5,0.5,1.1,1.6,36,176,24,0,0.045045045,0.045045045,0,0.045045045,0.022522523,0.04954955,0.072072072,0.022522523,0.072072072,Matches
103,Ayoub Amraoui,MAR,"DF,FW",Nice,Ligue 1,18,2004,7,3,294,3.3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,6,13,18,0,0,0,0,0,0,0.03030303,0.03030303,0,0.03030303,Matches
104,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,26,1996,32,32,2782,30.9,1,0,1,1,0,0,8,0,1.8,1.8,1.3,3.1,16,105,7,0.03236246,0,0.03236246,0.03236246,0.03236246,0.058252427,0.042071197,0.100323625,0.058252427,0.100323625,Matches
105,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,19,2002,22,3,410,4.6,0,1,1,0,0,0,0,0,1,1,1.3,2.3,23,24,35,0,0.217391304,0.217391304,0,0.217391304,0.217391304,0.282608696,0.5,0.217391304,0.5,Matches
106,Felipe Anderson,BRA,FW,Lazio,Serie A,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6,6,4.8,10.9,83,114,224,0.273556231,0.060790274,0.334346505,0.273556231,0.334346505,0.182370821,0.145896657,0.328267477,0.182370821,0.331306991,Matches
107,Benjamin André,FRA,MF,Lille,Ligue 1,31,1990,34,33,2916,32.4,1,1,2,1,0,0,12,0,1.6,1.6,1.8,3.4,41,309,46,0.030864198,0.030864198,0.061728395,0.030864198,0.061728395,0.049382716,0.055555556,0.104938272,0.049382716,0.104938272,Matches
108,Marcos André,BRA,"FW,MF",Valencia,La Liga,25,1996,17,3,447,5,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2,7,20,0.2,0,0.2,0.2,0.2,0.3,0.08,0.38,0.26,0.36,Matches
109,Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,27,1995,34,16,1446,16.1,4,3,7,3,1,2,4,0,5.5,3.9,0.9,4.8,8,27,88,0.248447205,0.186335404,0.434782609,0.186335404,0.372670807,0.341614907,0.055900621,0.397515528,0.242236025,0.298136646,Matches
110,Robert Andrich,GER,MF,Leverkusen,Bundesliga,27,1994,29,28,2406,26.7,2,2,4,2,0,0,7,0,1.6,1.6,1.2,2.8,12,99,8,0.074906367,0.074906367,0.149812734,0.074906367,0.149812734,0.059925094,0.04494382,0.104868914,0.059925094,0.104868914,Matches
111,Angeliño,ESP,DF,Hoffenheim,Bundesliga,25,1997,33,30,2617,29.1,0,8,8,0,0,0,2,0,1.1,1.1,7.2,8.3,24,108,120,0,0.274914089,0.274914089,0,0.274914089,0.037800687,0.24742268,0.285223368,0.037800687,0.285223368,Matches
112,Fabrizio Angileri,ARG,DF,Getafe,La Liga,28,1994,15,7,585,6.5,0,0,0,0,0,0,2,1,0.1,0.1,0,0.1,4,16,14,0,0,0,0,0,0.015384615,0,0.015384615,0.015384615,0.015384615,Matches
113,Jaidon Anthony,ENG,"MF,FW",Bournemouth,Premier League,22,1999,30,11,1257,14,3,1,4,3,0,0,2,0,2.2,2.2,1,3.3,31,49,72,0.214285714,0.071428571,0.285714286,0.214285714,0.285714286,0.157142857,0.071428571,0.228571429,0.157142857,0.235714286,Matches
114,Janis Antiste,FRA,FW,Sassuolo,Serie A,19,2002,2,0,52,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,0,1,2,1.666666667,0,1.666666667,1.666666667,1.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,Matches
115,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,26,1996,34,34,2934,32.6,1,2,3,1,0,0,4,0,1.6,1.6,1.4,3,56,135,52,0.030674847,0.061349693,0.09202454,0.030674847,0.09202454,0.049079755,0.042944785,0.09202454,0.049079755,0.09202454,Matches
116,Josep Antoni Gayá,ESP,"DF,MF",Mallorca,La Liga,22,2000,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
117,José Antonio,ESP,"MF,DF",Cádiz,La Liga,18,2004,2,0,46,0.5,0,1,1,0,0,0,0,0,0,0,0,0,2,3,2,0,2,2,0,2,0,0,0,0,0,Matches
118,Marcos Antônio,BRA,MF,Lazio,Serie A,22,2000,16,6,594,6.6,1,1,2,1,0,0,2,0,1.2,1.2,0.3,1.5,1,25,8,0.151515152,0.151515152,0.303030303,0.151515152,0.303030303,0.181818182,0.045454545,0.227272727,0.181818182,0.227272727,Matches
119,Michail Antonio,JAM,FW,West Ham,Premier League,32,1990,33,21,1829,20.3,5,3,8,5,0,0,2,0,6.6,6.6,1.3,7.8,49,27,120,0.246305419,0.147783251,0.39408867,0.246305419,0.39408867,0.325123153,0.064039409,0.389162562,0.325123153,0.384236453,Matches
120,Antony,BRA,FW,Manchester Utd,Premier League,22,2000,25,23,1802,20,4,2,6,4,0,0,5,0,6.6,6.6,2.9,9.4,95,74,168,0.2,0.1,0.3,0.2,0.3,0.33,0.145,0.475,0.33,0.47,Matches
121,Valentin Antov,BUL,DF,Monza,Serie A,21,2000,9,2,306,3.4,0,0,0,0,0,0,2,0,0,0,0,0,2,14,3,0,0,0,0,0,0,0,0,0,0,Matches
122,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,28,1994,29,22,1981,22,3,6,9,3,0,0,2,0,2.2,2.2,3.8,6,67,36,231,0.136363636,0.272727273,0.409090909,0.136363636,0.409090909,0.1,0.172727273,0.272727273,0.1,0.272727273,Matches
123,Anuar,MAR,"MF,FW",Valladolid,La Liga,27,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.8,6,3,4,0.434782609,0,0.434782609,0.434782609,0.434782609,0.130434783,0.173913043,0.304347826,0.130434783,0.347826087,Matches
124,Houssem Aouar,ALG,MF,Lyon,Ligue 1,24,1998,16,6,526,5.8,1,1,2,1,0,0,2,0,1.4,1.4,1.1,2.6,12,37,36,0.172413793,0.172413793,0.344827586,0.172413793,0.344827586,0.24137931,0.189655172,0.431034483,0.24137931,0.448275862,Matches
125,Adil Aouchiche,FRA,MF,Lorient,Ligue 1,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16,23,20,0,0,0,0,0,0.178571429,0.035714286,0.214285714,0.178571429,0.214285714,Matches
126,Dennis Appiah,FRA,"DF,MF",Nantes,Ligue 1,30,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,15,39,51,0,0,0,0,0,0.045454545,0.022727273,0.068181818,0.045454545,0.068181818,Matches
127,Stredair Appuah,FRA,"DF,MF",Nantes,Ligue 1,18,2004,5,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,3,10,0,0,0,0,0,0.142857143,0.285714286,0.428571429,0.142857143,0.428571429,Matches
128,Mauro Arambarri,URU,MF,Getafe,La Liga,26,1995,13,13,992,11,0,1,1,0,0,0,5,1,0.2,0.2,1.5,1.8,8,33,7,0,0.090909091,0.090909091,0,0.090909091,0.018181818,0.136363636,0.154545455,0.018181818,0.163636364,Matches
129,Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,33,1989,10,4,493,5.5,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,3,32,7,0.181818182,0,0.181818182,0.181818182,0.181818182,0.054545455,0.036363636,0.090909091,0.054545455,0.090909091,Matches
130,Ronald Araújo,URU,DF,Barcelona,La Liga,23,1999,22,21,1800,20,0,2,2,0,0,0,5,1,2.1,2.1,0.8,2.9,29,79,11,0,0.1,0.1,0,0.1,0.105,0.04,0.145,0.105,0.145,Matches
131,Cameron Archer,ENG,"FW,MF",Aston Villa,Premier League,21,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Matches
132,Taïryk Arconte,FRA,FW,Brest,Ligue 1,18,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,8,0,0,0,0,0,0.214285714,0.071428571,0.285714286,0.214285714,0.285714286,Matches
133,Alphonse Areola,FRA,GK,West Ham,Premier League,29,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Adu Ares,ESP,"FW,MF",Athletic Club,La Liga,20,2001,8,0,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8,4,19,0,0,0,0,0,0.111111111,0.222222222,0.333333333,0.111111111,0.333333333,Matches
135,Joe Aribo,NGA,"MF,FW",Southampton,Premier League,26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,1.5,1.5,0.8,2.3,19,39,64,0.147058824,0,0.147058824,0.147058824,0.147058824,0.110294118,0.058823529,0.169117647,0.110294118,0.169117647,Matches
136,Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.3,39,16,70,0.135135135,0.067567568,0.202702703,0.135135135,0.202702703,0.141891892,0.087837838,0.22972973,0.141891892,0.222972973,Matches
137,Stuart Armstrong,SCO,"MF,FW",Southampton,Premier League,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,2.4,2.4,2.2,4.7,61,75,88,0.128205128,0.064102564,0.192307692,0.128205128,0.192307692,0.153846154,0.141025641,0.294871795,0.153846154,0.301282051,Matches
138,Marko Arnautović,AUT,FW,Bologna,Serie A,33,1989,21,18,1530,17,10,0,10,7,3,3,5,0,7.2,4.8,1.9,6.7,13,36,116,0.588235294,0,0.588235294,0.411764706,0.411764706,0.423529412,0.111764706,0.535294118,0.282352941,0.394117647,Matches
139,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,1994,32,32,2767,30.7,5,3,8,2,3,5,5,0,5,1,4.9,5.9,29,150,19,0.16286645,0.09771987,0.260586319,0.06514658,0.16286645,0.16286645,0.159609121,0.32247557,0.03257329,0.19218241,Matches
140,Mohamed El Arouch,FRA,MF,Lyon,Ligue 1,18,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,Matches
141,Sergio Arribas,ESP,"MF,FW",Real Madrid,La Liga,20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,0,0,0,0,0,0,1,0,1,1,1,Matches
142,Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,27,1994,29,29,2565,28.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
143,Roberto Arroyo,ESP,MF,Valladolid,La Liga,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Matches
144,Tolgay Arslan,GER,MF,Udinese,Serie A,31,1990,36,12,1211,13.5,1,0,1,1,0,0,3,0,2.2,2.2,1.6,3.8,45,77,37,0.074074074,0,0.074074074,0.074074074,0.074074074,0.162962963,0.118518519,0.281481481,0.162962963,0.281481481,Matches
145,Ricard Artero,ESP,"MF,FW",Girona,La Liga,19,2003,7,0,133,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,4,3,9,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0.333333333,Matches
146,Arthur,BRA,FW,Fiorentina,Serie A,24,1998,28,15,1432,15.9,8,1,9,6,2,2,4,0,7.9,6.3,0.8,7,11,21,86,0.503144654,0.062893082,0.566037736,0.377358491,0.440251572,0.496855346,0.050314465,0.547169811,0.396226415,0.440251572,Matches
147,Santiago Arzamendia,PAR,"DF,MF",Cádiz,La Liga,24,1998,12,5,483,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8,17,22,0,0,0,0,0,0.037037037,0.092592593,0.12962963,0.037037037,0.12962963,Matches
148,Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,27,1994,25,21,1713,19,3,3,6,3,0,0,1,0,5.6,5.6,2.1,7.7,32,34,119,0.157894737,0.157894737,0.315789474,0.157894737,0.315789474,0.294736842,0.110526316,0.405263158,0.294736842,0.405263158,Matches
149,Santiago Ascacíbar,ARG,MF,Cremonese,Serie A,25,1997,13,7,727,8.1,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,1,41,6,0,0,0,0,0,0.049382716,0.049382716,0.098765432,0.049382716,0.098765432,Matches
150,Sergio Asenjo,ESP,GK,Valladolid,La Liga,33,1989,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
151,Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,26,1996,31,15,1442,16,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56,70,108,0.5625,0.375,0.9375,0.5625,0.9375,0.39375,0.30625,0.7,0.34375,0.65,Matches
152,Kristoffer Askildsen,NOR,MF,Lecce,Serie A,21,2001,21,7,728,8.1,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.9,10,24,17,0,0,0,0,0,0.061728395,0.037037037,0.098765432,0.061728395,0.111111111,Matches
153,Fisnik Asllani,KVX,FW,Hoffenheim,Bundesliga,19,2002,8,0,167,1.9,0,0,0,0,0,0,0,0,1.7,1.7,0.2,1.8,4,1,19,0,0,0,0,0,0.894736842,0.105263158,1,0.894736842,0.947368421,Matches
154,Kristjan Asllani,ALB,MF,Inter,Serie A,20,2002,20,5,592,6.6,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.5,6,29,6,0,0,0,0,0,0.075757576,0.136363636,0.212121212,0.075757576,0.227272727,Matches
155,Iago Aspas,ESP,FW,Celta Vigo,La Liga,34,1987,37,31,2868,31.9,12,3,15,10,2,3,6,0,11.1,8.7,5.6,14.3,80,162,239,0.376175549,0.094043887,0.470219436,0.313479624,0.407523511,0.347962382,0.175548589,0.523510972,0.272727273,0.448275862,Matches
156,Lorenz Assignon,TOG,DF,Rennes,Ligue 1,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,10,11,13,0,0.344827586,0.344827586,0,0.344827586,0.103448276,0.103448276,0.206896552,0.103448276,0.206896552,Matches
157,Youcef Atal,ALG,"DF,MF",Nice,Ligue 1,26,1996,18,8,779,8.7,1,0,1,1,0,0,1,0,1,1,1.3,2.3,38,39,63,0.114942529,0,0.114942529,0.114942529,0.114942529,0.114942529,0.149425287,0.264367816,0.114942529,0.264367816,Matches
158,Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,5,5,6,0,0,0,0,0,0,0.105263158,0.105263158,0,0.105263158,Matches
159,Pierre-Emerick Aubameyang,GAB,FW,"Chelsea,Barcelona","Premier League,La Liga",33,1989,16,5,563,6.3,1,0,1,1,0,0,1,0,1.6,1.6,0.4,2,9,3,29,0.158730159,0,0.158730159,0.158730159,0.158730159,0.253968254,0.063492063,0.317460317,0.253968254,0.317460317,Matches
161,Emil Audero,ITA,GK,Sampdoria,Serie A,25,1997,25,25,2250,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
162,Tommaso Augello,ITA,DF,Sampdoria,Serie A,27,1994,37,35,3061,34,2,5,7,2,0,0,3,0,1,1,3.9,4.8,84,119,153,0.058823529,0.147058824,0.205882353,0.058823529,0.205882353,0.029411765,0.114705882,0.144117647,0.029411765,0.141176471,Matches
163,Ludwig Augustinsson,SWE,DF,"Aston Villa,Mallorca","Premier League,La Liga",28,1994,7,2,209,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,5,9,0,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,Matches
165,Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.8,0.8,1,1.8,37,71,50,0.046296296,0,0.046296296,0.046296296,0.046296296,0.037037037,0.046296296,0.083333333,0.037037037,0.083333333,Matches
166,Mathias Autret,FRA,"MF,FW",Auxerre,Ligue 1,31,1991,23,16,1290,14.3,2,2,4,1,1,1,0,0,2.5,1.7,2,3.7,20,77,58,0.13986014,0.13986014,0.27972028,0.06993007,0.20979021,0.174825175,0.13986014,0.314685315,0.118881119,0.258741259,Matches
167,Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,28,1994,29,23,1709,19,8,2,10,6,2,3,7,1,6.7,4.4,1.7,6.1,23,39,96,0.421052632,0.105263158,0.526315789,0.315789474,0.421052632,0.352631579,0.089473684,0.442105263,0.231578947,0.321052632,Matches
168,Cédric Avinel,GLP,DF,Ajaccio,Ligue 1,35,1986,24,19,1794,19.9,1,0,1,1,0,0,2,1,1,1,0,1,3,31,1,0.050251256,0,0.050251256,0.050251256,0.050251256,0.050251256,0,0.050251256,0.050251256,0.050251256,Matches
169,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,24,1997,27,17,1404,15.6,10,1,11,10,0,0,2,0,6.6,6.6,1.1,7.7,18,12,55,0.641025641,0.064102564,0.705128205,0.641025641,0.705128205,0.423076923,0.070512821,0.493589744,0.423076923,0.493589744,Matches
170,Yasin Ayari,SWE,MF,Brighton,Premier League,18,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,2,2,0,0,0,0,0,0,0.142857143,0.142857143,0,0.285714286,Matches
171,Mehmet Aydin,GER,"DF,FW",Schalke 04,Bundesliga,20,2002,16,3,567,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1,9,15,21,0,0,0,0,0,0.031746032,0.126984127,0.158730159,0.031746032,0.158730159,Matches
172,André Ayew,GHA,"FW,MF",Nott'ham Forest,Premier League,32,1989,13,1,316,3.5,0,0,0,0,0,1,1,0,1,0.3,0,0.3,3,11,16,0,0,0,0,0,0.285714286,0,0.285714286,0.085714286,0.085714286,Matches
173,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,30,1991,38,31,2714,30.2,4,3,7,4,0,0,5,0,3.2,3.2,3.2,6.4,83,63,174,0.132450331,0.099337748,0.231788079,0.132450331,0.231788079,0.105960265,0.105960265,0.21192053,0.105960265,0.21192053,Matches
174,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,27,1994,10,5,545,6.1,0,0,0,0,0,0,1,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Luke Ayling,ENG,DF,Leeds United,Premier League,30,1991,29,22,2054,22.8,2,1,3,2,0,0,3,0,3.2,3.2,2,5.2,28,77,100,0.087719298,0.043859649,0.131578947,0.087719298,0.131578947,0.140350877,0.087719298,0.228070175,0.140350877,0.228070175,Matches
176,Ayman Azhil,MAR,MF,Leverkusen,Bundesliga,21,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
177,Sardar Azmoun,IRN,"FW,MF",Leverkusen,Bundesliga,27,1995,23,8,927,10.3,4,1,5,4,0,0,1,0,3.5,3.5,2.5,6,11,32,45,0.388349515,0.097087379,0.485436893,0.388349515,0.485436893,0.339805825,0.242718447,0.582524272,0.339805825,0.582524272,Matches
178,César Azpilicueta,ESP,DF,Chelsea,Premier League,32,1989,25,16,1527,17,0,0,0,0,0,0,3,0,0.4,0.4,1.1,1.5,23,71,81,0,0,0,0,0,0.023529412,0.064705882,0.088235294,0.023529412,0.088235294,Matches
179,Sanoussy Ba,GER,DF,RB Leipzig,Bundesliga,18,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
180,Iddrisu Baba,GHA,"MF,DF",Mallorca,La Liga,26,1996,29,20,1705,18.9,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3,47,8,0,0,0,0,0,0.031746032,0.010582011,0.042328042,0.031746032,0.042328042,Matches
181,Srđan Babić,SRB,DF,Almería,La Liga,26,1996,34,33,2998,33.3,3,0,3,3,0,0,5,0,1.2,1.2,0.3,1.5,21,63,5,0.09009009,0,0.09009009,0.09009009,0.09009009,0.036036036,0.009009009,0.045045045,0.036036036,0.045045045,Matches
182,Loïc Bade,FRA,DF,"Sevilla,Rennes","La Liga,Ligue 1",22,2000,20,17,1539,17.1,1,1,2,1,0,0,5,0,0.5,0.5,0.2,0.7,7,45,2,0.058479532,0.058479532,0.116959064,0.058479532,0.116959064,0.029239766,0.011695906,0.040935673,0.029239766,0.040935673,Matches
184,Édgar Badía,ESP,GK,Elche,La Liga,30,1992,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
185,Benoît Badiashile,FRA,DF,"Chelsea,Monaco","Premier League,Ligue 1",21,2001,22,19,1744,19.4,3,0,3,3,0,0,5,0,1.8,1.8,0.9,2.6,14,95,2,0.154639175,0,0.154639175,0.154639175,0.154639175,0.092783505,0.046391753,0.139175258,0.092783505,0.134020619,Matches
187,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,21,2001,35,19,1947,21.6,6,2,8,6,0,0,13,1,3.9,3.9,5.2,9.1,50,124,110,0.277777778,0.092592593,0.37037037,0.277777778,0.37037037,0.180555556,0.240740741,0.421296296,0.180555556,0.421296296,Matches
188,Jaime Báez,URU,DF,Cremonese,Serie A,27,1995,2,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,5,4,8,0,0,0,0,0,0.090909091,0.090909091,0.181818182,0.090909091,0.272727273,Matches
189,Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,24,1997,33,26,1967,21.9,4,4,8,4,0,0,4,0,5.3,5.3,4.8,10.1,85,28,182,0.182648402,0.182648402,0.365296804,0.182648402,0.365296804,0.242009132,0.219178082,0.461187215,0.242009132,0.461187215,Matches
190,Eric Bailly,CIV,DF,Marseille,Ligue 1,28,1994,17,5,543,6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,4,12,4,0,0,0,0,0,0.033333333,0,0.033333333,0.033333333,0.033333333,Matches
191,Dénys Bain,FRA,DF,Auxerre,Ligue 1,29,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
192,Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,21,2000,7,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,Matches
193,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,17,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.8,0.8,0.4,1.2,10,24,1,0.172413793,0,0.172413793,0.172413793,0.172413793,0.137931034,0.068965517,0.206896552,0.137931034,0.206896552,Matches
194,Nedim Bajrami,ALB,"MF,FW","Empoli,Sassuolo","Serie A,Serie A",23,1999,37,15,1759,19.5,2,1,3,2,0,0,1,0,3.1,3.1,2.7,5.8,45,73,143,0.102564103,0.051282051,0.153846154,0.102564103,0.153846154,0.158974359,0.138461538,0.297435897,0.158974359,0.297435897,Matches
196,Cédric Bakambu,COD,MF,Marseille,Ligue 1,31,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0,0,1,1,1,0,4,0,1.428571429,1.428571429,0,1.428571429,0,1.428571429,1.428571429,0,1.428571429,Matches
197,Tiemoué Bakayoko,FRA,MF,Milan,Serie A,27,1994,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
198,Mitchel Bakker,NED,"DF,MF",Leverkusen,Bundesliga,22,2000,28,19,1659,18.4,3,2,5,3,0,0,6,1,1.7,1.7,2,3.6,28,57,65,0.163043478,0.108695652,0.27173913,0.163043478,0.27173913,0.092391304,0.108695652,0.201086957,0.092391304,0.195652174,Matches
199,Ridle Baku,GER,"DF,FW",Wolfsburg,Bundesliga,24,1998,33,29,2580,28.7,5,3,8,5,0,0,6,0,2.9,2.9,4.1,7,50,126,157,0.174216028,0.104529617,0.278745645,0.174216028,0.278745645,0.101045296,0.142857143,0.243902439,0.101045296,0.243902439,Matches
200,Tommaso Baldanzi,ITA,MF,Empoli,Serie A,19,2003,26,24,1772,19.7,4,0,4,4,0,0,2,0,2.4,2.4,1.8,4.2,57,69,94,0.203045685,0,0.203045685,0.203045685,0.203045685,0.121827411,0.091370558,0.21319797,0.121827411,0.21319797,Matches
201,Alejandro Balde,ESP,DF,Barcelona,La Liga,18,2003,33,30,2471,27.5,1,6,7,1,0,0,4,0,1.9,1.9,4.9,6.8,96,79,234,0.036363636,0.218181818,0.254545455,0.036363636,0.254545455,0.069090909,0.178181818,0.247272727,0.069090909,0.247272727,Matches
202,Thierno Balde,FRA,"DF,MF",Troyes,Ligue 1,20,2002,31,25,2153,23.9,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,66,60,118,0,0.041841004,0.041841004,0,0.041841004,0.012552301,0.046025105,0.058577406,0.012552301,0.058577406,Matches
203,Carlos Baleba,CMR,MF,Lille,Ligue 1,18,2004,19,5,478,5.3,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.6,16,33,12,0,0,0,0,0,0.094339623,0.018867925,0.113207547,0.094339623,0.113207547,Matches
204,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,Matches
205,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,35,30,2639,29.3,0,1,1,0,0,0,9,1,1.3,1.3,0.2,1.4,15,97,19,0,0.034129693,0.034129693,0,0.034129693,0.044368601,0.006825939,0.051194539,0.044368601,0.04778157,Matches
206,Dominic Ballard,ENG,"FW,MF",Southampton,Premier League,17,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
207,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,1992,37,37,3232,35.9,0,0,0,0,0,0,6,0,0.3,0.3,2.8,3.1,75,131,147,0,0,0,0,0,0.008356546,0.077994429,0.086350975,0.008356546,0.086350975,Matches
208,Fodé Ballo-Touré,SEN,DF,Milan,Serie A,25,1997,10,5,523,5.8,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.9,11,25,31,0.172413793,0,0.172413793,0.172413793,0.172413793,0.103448276,0.034482759,0.137931034,0.103448276,0.155172414,Matches
209,Folarin Balogun,USA,FW,Reims,Ligue 1,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,26.6,21,3.8,24.8,56,55,283,0.630630631,0.06006006,0.690690691,0.45045045,0.510510511,0.798798799,0.114114114,0.912912913,0.630630631,0.744744745,Matches
210,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,21,12,1364,15.2,0,0,0,0,0,0,2,0,0,0,0.3,0.3,8,36,19,0,0,0,0,0,0,0.019736842,0.019736842,0,0.019736842,Matches
211,Jonathan Bamba,CIV,FW,Lille,Ligue 1,26,1996,34,32,2783,30.9,6,7,13,6,0,0,6,0,8.2,8.2,6.5,14.7,111,146,345,0.194174757,0.226537217,0.420711974,0.194174757,0.420711974,0.265372168,0.210355987,0.475728155,0.265372168,0.475728155,Matches
