Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GA,npg,PK,PKatt,CrdY,CrdR,xG,NPxG,xAG,NPxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,GA_p90,npg_p90,npG+A_p90,xG_p90,xAG_p90,xG+xAG_p90,NPxG_p90,NPxG+xAG_p90,
2066,Pietro Pellegri,ITA,FW,Torino,Serie A,21,2001,18,4,465,5.2,2,0,2,2,0,0,3,0,1.5,1.5,0.5,2,4,8,50,0.384615385,0,0.384615385,0.384615385,0.384615385,0.288461538,0.096153846,0.384615385,0.288461538,0.384615385,Matches
2067,Lorenzo Pellegrini,ITA,MF,Roma,Serie A,26,1996,32,29,2545,28.3,4,5,9,2,2,3,5,0,8,5.7,6.9,12.5,58,106,113,0.141342756,0.176678445,0.318021201,0.070671378,0.247349823,0.282685512,0.243816254,0.526501767,0.201413428,0.441696113,Matches
2068,Luca Pellegrini,ITA,DF,"Lazio,Eint Frankfurt","Serie A,Bundesliga",23,1999,16,8,737,8.2,0,0,0,0,0,0,4,0,0.7,0.7,1,1.7,26,31,39,0,0,0,0,0,0.085365854,0.12195122,0.207317073,0.085365854,0.207317073,Matches
2070,Théo Pellenard,FRA,DF,Auxerre,Ligue 1,28,1994,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
2071,Facundo Pellistri,URU,"FW,MF",Manchester Utd,Premier League,20,2001,4,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,Matches
2072,Timothee Pembele,FRA,DF,Paris S-G,Ligue 1,19,2002,5,4,263,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,4,5,20,0,0.344827586,0.344827586,0,0.344827586,0.068965517,0.103448276,0.172413793,0.068965517,0.172413793,Matches
2073,Iñaki Peña,ESP,GK,Barcelona,La Liga,23,1999,2,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2074,Rubén Peña,ESP,"DF,MF",Osasuna,La Liga,31,1991,20,14,1277,14.2,0,1,1,0,0,0,2,1,1.2,1.2,1,2.2,32,61,59,0,0.070422535,0.070422535,0,0.070422535,0.084507042,0.070422535,0.154929577,0.084507042,0.154929577,Matches
2075,Patrick Pentz,AUT,GK,Reims,Ligue 1,25,1997,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2076,Nicolas Pépé,CIV,"FW,MF",Nice,Ligue 1,27,1995,18,17,1495,16.6,6,0,6,3,3,3,2,0,8.1,5.8,2.6,8.3,48,53,151,0.361445783,0,0.361445783,0.180722892,0.180722892,0.487951807,0.156626506,0.644578313,0.34939759,0.5,Matches
2077,Ricardo Pepi,USA,FW,Augsburg,Bundesliga,19,2003,4,1,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,1,4,0,0,0,0,0,0.090909091,0.090909091,0.181818182,0.090909091,0.181818182,Matches
2078,Pepín,EQG,MF,Monza,Serie A,25,1996,25,11,1123,12.5,0,2,2,0,0,0,4,0,0.5,0.5,1.5,2,19,74,28,0,0.16,0.16,0,0.16,0.04,0.12,0.16,0.04,0.16,Matches
2079,Alberto Perea,ESP,MF,Cádiz,La Liga,31,1990,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Matches
2080,Juan Perea,COL,FW,Stuttgart,Bundesliga,22,2000,16,3,418,4.6,1,0,1,1,0,0,0,0,0.2,0.2,0.7,0.9,9,8,29,0.217391304,0,0.217391304,0.217391304,0.217391304,0.043478261,0.152173913,0.195652174,0.043478261,0.195652174,Matches
2081,Andreas Pereira,BRA,MF,Fulham,Premier League,26,1996,33,33,2692,29.9,4,6,10,3,1,1,8,0,7.3,6.5,5.2,11.7,53,121,133,0.133779264,0.200668896,0.334448161,0.100334448,0.301003344,0.244147157,0.173913043,0.418060201,0.217391304,0.391304348,Matches
2082,Brayann Pereira,FRA,DF,Auxerre,Ligue 1,19,2003,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,Matches
2083,Danilo Pereira,POR,"DF,MF",Paris S-G,Ligue 1,30,1991,33,27,2410,26.8,2,0,2,2,0,0,3,0,2.3,2.3,0.5,2.8,26,154,11,0.074626866,0,0.074626866,0.074626866,0.074626866,0.085820896,0.018656716,0.104477612,0.085820896,0.104477612,Matches
2084,Mathias Pereira Lage,POR,"MF,FW",Brest,Ligue 1,25,1996,24,16,1264,14,2,1,3,2,0,0,2,0,1.4,1.4,1.6,3,20,30,98,0.142857143,0.071428571,0.214285714,0.142857143,0.214285714,0.1,0.114285714,0.214285714,0.1,0.214285714,Matches
2085,Ricardo Pereira,POR,"DF,MF",Leicester City,Premier League,28,1993,10,5,454,5,1,1,2,1,0,0,2,0,0.1,0.1,0.6,0.7,5,27,14,0.2,0.2,0.4,0.2,0.4,0.02,0.12,0.14,0.02,0.14,Matches
2086,Roberto Pereyra,ARG,"DF,MF",Udinese,Serie A,31,1991,34,33,2820,31.3,5,7,12,5,0,1,7,0,4.7,3.9,5.5,9.5,66,143,186,0.159744409,0.223642173,0.383386581,0.159744409,0.383386581,0.150159744,0.17571885,0.325878594,0.124600639,0.303514377,Matches
2087,Ayoze Pérez,ESP,"MF,FW","Leicester City,Betis","Premier League,La Liga",29,1993,27,20,1768,19.6,3,2,5,3,0,0,3,0,5.7,5.7,3.5,9.2,68,59,145,0.153061224,0.102040816,0.255102041,0.153061224,0.255102041,0.290816327,0.178571429,0.469387755,0.290816327,0.469387755,Matches
2089,Carles Pérez,ESP,"MF,FW",Celta Vigo,La Liga,24,1998,35,23,2144,23.8,3,5,8,3,0,0,5,0,2.8,2.8,2,4.8,93,66,185,0.12605042,0.210084034,0.336134454,0.12605042,0.336134454,0.117647059,0.084033613,0.201680672,0.117647059,0.201680672,Matches
2090,Francisco Perez,ESP,"FW,MF",Valencia,La Liga,19,2002,7,0,141,1.6,0,0,0,0,0,0,2,0,0,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,Matches
2091,Kike Pérez,ESP,MF,Valladolid,La Liga,25,1997,36,28,2307,25.6,1,2,3,1,0,0,9,0,2.3,2.3,2.2,4.5,54,134,82,0.0390625,0.078125,0.1171875,0.0390625,0.1171875,0.08984375,0.0859375,0.17578125,0.08984375,0.17578125,Matches
2092,Lucas Pérez,ESP,FW,Cádiz,La Liga,33,1988,14,5,628,7,3,0,3,3,0,0,3,0,2,2,0.6,2.5,8,14,24,0.428571429,0,0.428571429,0.428571429,0.428571429,0.285714286,0.085714286,0.371428571,0.285714286,0.357142857,Matches
2093,Luis Pérez,ESP,DF,Valladolid,La Liga,27,1995,18,15,1213,13.5,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,24,42,84,0,0.074074074,0.074074074,0,0.074074074,0.007407407,0.066666667,0.074074074,0.007407407,0.074074074,Matches
2094,Nehuén Pérez,ARG,DF,Udinese,Serie A,22,2000,34,33,2818,31.3,2,0,2,2,0,0,7,1,1,1,0.5,1.5,23,101,26,0.063897764,0,0.063897764,0.063897764,0.063897764,0.031948882,0.015974441,0.047923323,0.031948882,0.047923323,Matches
2095,Simone Perilli,ITA,GK,Hellas Verona,Serie A,27,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2096,Mattia Perin,ITA,GK,Juventus,Serie A,29,1992,11,10,948,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
2097,Samuele Perisan,ITA,GK,Empoli,Serie A,24,1997,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2098,Ivan Perišić,CRO,"DF,MF",Tottenham,Premier League,33,1989,34,23,2108,23.4,1,8,9,1,0,0,6,0,2.6,2.6,6.1,8.8,87,61,181,0.042735043,0.341880342,0.384615385,0.042735043,0.384615385,0.111111111,0.260683761,0.371794872,0.111111111,0.376068376,Matches
2099,Romain Perraud,FRA,DF,Southampton,Premier League,24,1997,29,22,1835,20.4,2,2,4,2,0,0,4,0,1.3,1.3,1.9,3.2,33,62,122,0.098039216,0.098039216,0.196078431,0.098039216,0.196078431,0.06372549,0.093137255,0.156862745,0.06372549,0.156862745,Matches
2100,Gaëtan Perrin,FRA,"MF,FW",Auxerre,Ligue 1,26,1996,37,15,1391,15.5,3,1,4,2,1,1,1,0,3,2.2,1.9,4.1,55,69,81,0.193548387,0.064516129,0.258064516,0.129032258,0.193548387,0.193548387,0.122580645,0.316129032,0.141935484,0.264516129,Matches
2101,Lucas Perrin,FRA,DF,Strasbourg,Ligue 1,23,1998,26,18,1765,19.6,0,1,1,0,0,0,4,0,0.5,0.5,1,1.5,13,50,14,0,0.051020408,0.051020408,0,0.051020408,0.025510204,0.051020408,0.076530612,0.025510204,0.076530612,Matches
2102,Máximo Perrone,ARG,MF,Manchester City,Premier League,19,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
2103,Matteo Pessina,ITA,MF,Monza,Serie A,25,1997,35,34,2932,32.6,5,3,8,2,3,3,6,0,5.1,2.8,2.1,4.9,77,193,88,0.153374233,0.09202454,0.245398773,0.061349693,0.153374233,0.156441718,0.064417178,0.220858896,0.085889571,0.150306748,Matches
2104,Andrea Petagna,ITA,FW,Monza,Serie A,27,1995,31,19,1663,18.5,4,5,9,3,1,1,2,0,5.7,4.9,4.4,9.3,23,34,132,0.216216216,0.27027027,0.486486486,0.162162162,0.432432432,0.308108108,0.237837838,0.545945946,0.264864865,0.502702703,Matches
2105,Nils Petersen,GER,FW,Freiburg,Bundesliga,33,1988,27,0,277,3.1,1,0,1,1,0,0,1,0,1.2,1.2,0,1.2,1,5,12,0.322580645,0,0.322580645,0.322580645,0.322580645,0.387096774,0,0.387096774,0.387096774,0.387096774,Matches
2106,Lukas Petkov,BUL,"MF,FW",Augsburg,Bundesliga,21,2000,7,0,146,1.6,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,Matches
2107,Cameron Peupion,AUS,MF,Brighton,Premier League,19,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,1,0,1,1,1,Matches
2108,Germán Pezzella,ARG,DF,Betis,La Liga,31,1991,31,29,2511,27.9,0,0,0,0,0,0,4,3,0.9,0.9,0.2,1.1,8,54,3,0,0,0,0,0,0.032258065,0.007168459,0.039426523,0.032258065,0.039426523,Matches
2109,Giuseppe Pezzella,ITA,DF,Lecce,Serie A,24,1997,16,10,918,10.2,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,28,65,48,0,0.098039216,0.098039216,0,0.098039216,0.009803922,0.058823529,0.068627451,0.009803922,0.068627451,Matches
2110,Luca Pfeiffer,GER,FW,Stuttgart,Bundesliga,25,1996,19,6,701,7.8,0,0,0,0,0,0,1,1,1.6,1.6,1,2.6,9,22,38,0,0,0,0,0,0.205128205,0.128205128,0.333333333,0.205128205,0.333333333,Matches
2111,Maximilian Philipp,GER,FW,"Wolfsburg,Werder Bremen","Bundesliga,Bundesliga",28,1994,18,4,558,6.2,1,0,1,1,0,0,1,0,2.1,2.1,0.2,2.2,6,7,30,0.161290323,0,0.161290323,0.161290323,0.161290323,0.338709677,0.032258065,0.370967742,0.338709677,0.35483871,Matches
2113,Kalvin Phillips,ENG,MF,Manchester City,Premier League,26,1995,12,2,300,3.3,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,1,18,2,0,0,0,0,0,0.090909091,0.060606061,0.151515152,0.090909091,0.151515152,Matches
2114,Nathaniel Phillips,ENG,DF,Liverpool,Premier League,25,1997,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,Matches
2115,Krzysztof Piątek,POL,FW,Salernitana,Serie A,27,1995,33,23,2140,23.8,4,5,9,3,1,1,5,0,8.3,7.6,2.1,9.7,27,33,121,0.168067227,0.210084034,0.378151261,0.12605042,0.336134454,0.348739496,0.088235294,0.43697479,0.319327731,0.407563025,Matches
2116,Roberto Piccoli,ITA,FW,"Hellas Verona,Empoli","Serie A,Serie A",21,2001,20,8,708,7.8,2,0,2,2,0,0,0,0,1.7,1.7,0.6,2.3,10,4,33,0.256410256,0,0.256410256,0.256410256,0.256410256,0.217948718,0.076923077,0.294871795,0.217948718,0.294871795,Matches
2118,Charles Pickel,COD,MF,Cremonese,Serie A,25,1997,33,30,2483,27.6,1,0,1,1,0,0,8,1,1.6,1.6,1.2,2.8,18,104,61,0.036231884,0,0.036231884,0.036231884,0.036231884,0.057971014,0.043478261,0.101449275,0.057971014,0.101449275,Matches
2119,Jordan Pickford,ENG,GK,Everton,Premier League,28,1994,37,37,3330,37,0,1,1,0,0,0,6,0,0,0,0.1,0.1,0,2,0,0,0.027027027,0.027027027,0,0.027027027,0,0.002702703,0.002702703,0,0.002702703,Matches
2120,Amos Pieper,GER,DF,Werder Bremen,Bundesliga,24,1998,29,22,1957,21.7,2,1,3,2,0,0,9,0,0.7,0.7,0.3,1.1,14,84,4,0.092165899,0.046082949,0.138248848,0.092165899,0.138248848,0.032258065,0.013824885,0.046082949,0.032258065,0.050691244,Matches
2121,Ronaël Pierre-Gabriel,FRA,DF,"Espanyol,Strasbourg","La Liga,Ligue 1",24,1998,22,9,889,9.9,1,1,2,1,0,0,5,1,0.4,0.4,1.1,1.4,23,29,51,0.101010101,0.101010101,0.202020202,0.101010101,0.202020202,0.04040404,0.111111111,0.151515152,0.04040404,0.141414141,Matches
2123,Andrea Pinamonti,ITA,FW,Sassuolo,Serie A,23,1999,32,25,2161,24,5,0,5,4,1,1,3,1,7.1,6.3,1.5,7.8,17,29,166,0.208333333,0,0.208333333,0.166666667,0.166666667,0.295833333,0.0625,0.358333333,0.2625,0.325,Matches
2124,Ethan Pinnock,JAM,DF,Brentford,Premier League,29,1993,30,30,2700,30,3,0,3,3,0,0,0,0,3,3,1,4,2,52,16,0.1,0,0.1,0.1,0.1,0.1,0.033333333,0.133333333,0.1,0.133333333,Matches
2125,Yeremi Pino,ESP,"FW,MF",Villarreal,La Liga,19,2002,36,31,2447,27.2,4,6,10,4,0,0,8,0,8,8,5.6,13.6,65,62,256,0.147058824,0.220588235,0.367647059,0.147058824,0.367647059,0.294117647,0.205882353,0.5,0.294117647,0.5,Matches
2126,Gerard Piqué,ESP,DF,Barcelona,La Liga,35,1987,6,4,384,4.3,0,0,0,0,0,0,2,1,0.4,0.4,0,0.4,3,35,1,0,0,0,0,0,0.093023256,0,0.093023256,0.093023256,0.093023256,Matches
2127,Lorenzo Pirola,ITA,DF,Salernitana,Serie A,20,2002,26,23,1941,21.6,2,0,2,2,0,0,4,0,1.5,1.5,0.4,1.9,13,43,4,0.092592593,0,0.092592593,0.092592593,0.092592593,0.069444444,0.018518519,0.087962963,0.069444444,0.087962963,Matches
2128,Niccolò Pisilli,ITA,MF,Roma,Serie A,17,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
2129,Marko Pjaca,CRO,"MF,FW",Empoli,Serie A,27,1995,17,5,525,5.8,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,22,18,33,0,0,0,0,0,0.120689655,0.068965517,0.189655172,0.120689655,0.189655172,Matches
2130,Óscar Plano,ESP,"FW,MF",Valladolid,La Liga,31,1991,33,22,2038,22.6,1,1,2,1,0,0,3,0,2.8,2.8,1.6,4.4,30,73,95,0.044247788,0.044247788,0.088495575,0.044247788,0.088495575,0.123893805,0.07079646,0.194690265,0.123893805,0.194690265,Matches
2131,Gonzalo Plata,ECU,FW,Valladolid,La Liga,21,2000,34,26,2302,25.6,1,5,6,1,0,0,1,0,3.7,3.7,3.1,6.8,97,54,213,0.0390625,0.1953125,0.234375,0.0390625,0.234375,0.14453125,0.12109375,0.265625,0.14453125,0.265625,Matches
2132,Marvin Plattenhardt,GER,DF,Hertha BSC,Bundesliga,30,1992,31,29,2402,26.7,0,2,2,0,0,0,3,0,0.3,0.3,3,3.3,24,84,52,0,0.074906367,0.074906367,0,0.074906367,0.011235955,0.112359551,0.123595506,0.011235955,0.123595506,Matches
2133,Alassane Pléa,FRA,FW,M'Gladbach,Bundesliga,29,1993,29,20,1774,19.7,2,9,11,1,1,2,5,0,5,3.4,4,7.4,41,94,156,0.101522843,0.456852792,0.558375635,0.050761421,0.507614213,0.253807107,0.203045685,0.456852792,0.172588832,0.375634518,Matches
2134,Tommaso Pobega,ITA,MF,Milan,Serie A,23,1999,19,9,883,9.8,2,0,2,2,0,0,4,0,1.4,1.4,0.3,1.7,8,36,22,0.204081633,0,0.204081633,0.204081633,0.204081633,0.142857143,0.030612245,0.173469388,0.142857143,0.173469388,Matches
2135,Daniel Podence,POR,"FW,MF",Wolves,Premier League,26,1995,32,20,1771,19.7,6,0,6,6,0,0,5,0,3.9,3.9,2.5,6.4,43,95,148,0.304568528,0,0.304568528,0.304568528,0.304568528,0.197969543,0.126903553,0.324873096,0.197969543,0.324873096,Matches
2136,Paul Pogba,FRA,"MF,FW",Juventus,Serie A,29,1993,6,1,111,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.6,5,4,15,0,0,0,0,0,0.25,0.166666667,0.416666667,0.25,0.5,Matches
2137,Joel Pohjanpalo,FIN,"FW,MF",Leverkusen,Bundesliga,27,1994,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
2138,Matteo Politano,ITA,FW,Napoli,Serie A,28,1993,27,14,1166,13,3,3,6,1,2,3,1,0,4.1,1.7,3.6,5.4,81,72,138,0.230769231,0.230769231,0.461538462,0.076923077,0.307692308,0.315384615,0.276923077,0.592307692,0.130769231,0.415384615,Matches
2139,Sebastian Polter,GER,FW,Schalke 04,Bundesliga,31,1991,19,5,630,7,2,3,5,2,0,0,3,0,2,2,1,3,4,11,32,0.285714286,0.428571429,0.714285714,0.285714286,0.714285714,0.285714286,0.142857143,0.428571429,0.285714286,0.428571429,Matches
2140,Ezequiel Ponce,ARG,"FW,MF",Elche,La Liga,25,1997,33,8,1122,12.5,4,0,4,4,0,0,2,1,3.6,3.6,0.7,4.3,10,19,51,0.32,0,0.32,0.32,0.32,0.288,0.056,0.344,0.288,0.344,Matches
2141,Julien Ponceau,FRA,MF,Lorient,Ligue 1,21,2000,31,20,1655,18.4,1,4,5,1,0,0,1,0,1.8,1.8,3,4.8,53,101,103,0.054347826,0.217391304,0.27173913,0.054347826,0.27173913,0.097826087,0.163043478,0.260869565,0.097826087,0.260869565,Matches
2142,Marin Pongračić,CRO,DF,Lecce,Serie A,24,1997,9,9,790,8.8,0,0,0,0,0,0,2,0,0,0,0.1,0.1,3,19,1,0,0,0,0,0,0,0.011363636,0.011363636,0,0.011363636,Matches
2143,Nick Pope,ENG,GK,Newcastle Utd,Premier League,30,1992,37,37,3261,36.2,0,0,0,0,0,0,3,1,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.002762431,0.002762431,0,0.002762431,Matches
2144,Łukasz Poręba,POL,MF,Lens,Ligue 1,22,2000,10,3,260,2.9,0,1,1,0,0,0,1,0,0.6,0.6,0.7,1.3,3,20,18,0,0.344827586,0.344827586,0,0.344827586,0.206896552,0.24137931,0.448275862,0.206896552,0.448275862,Matches
2145,Jackson Porozo,ECU,DF,Troyes,Ligue 1,21,2000,22,17,1617,18,2,0,2,2,0,0,3,0,2.8,2.8,0.2,3,6,26,4,0.111111111,0,0.111111111,0.111111111,0.111111111,0.155555556,0.011111111,0.166666667,0.155555556,0.166666667,Matches
2146,Pedro Porro,ESP,"DF,MF",Tottenham,Premier League,22,1999,15,13,1131,12.6,3,3,6,3,0,0,0,0,1.8,1.8,3,4.8,34,39,95,0.238095238,0.238095238,0.476190476,0.238095238,0.476190476,0.142857143,0.238095238,0.380952381,0.142857143,0.380952381,Matches
2147,Francisco Portillo,ESP,"MF,FW",Almería,La Liga,32,1990,27,4,722,8,2,1,3,2,0,0,1,0,0.7,0.7,1,1.7,16,74,37,0.25,0.125,0.375,0.25,0.375,0.0875,0.125,0.2125,0.0875,0.2125,Matches
2148,Portu,ESP,"MF,DF",Getafe,La Liga,30,1992,34,17,1770,19.7,0,3,3,0,0,0,7,1,1.7,1.7,1.9,3.6,42,40,130,0,0.152284264,0.152284264,0,0.152284264,0.086294416,0.096446701,0.182741117,0.086294416,0.182741117,Matches
2149,Stefan Posch,AUT,DF,"Bologna,Hoffenheim","Serie A,Bundesliga",25,1997,31,31,2550,28.3,6,2,8,6,0,0,8,1,3.3,3.3,2,5.3,45,148,65,0.212014134,0.070671378,0.282685512,0.212014134,0.282685512,0.116607774,0.070671378,0.187279152,0.116607774,0.187279152,Matches
2151,Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,28,1994,19,3,411,4.6,2,1,3,2,0,0,1,0,1.3,1.3,1.8,3.1,10,7,40,0.434782609,0.217391304,0.652173913,0.434782609,0.652173913,0.282608696,0.391304348,0.673913043,0.282608696,0.673913043,Matches
2152,José Pozo,ESP,"MF,FW",Rayo Vallecano,La Liga,26,1996,8,1,88,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,5,6,7,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
2153,Manuel Pozo,ESP,FW,Valladolid,La Liga,20,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
2154,Alejandro Pozo Pozo,ESP,DF,Almería,La Liga,23,1999,30,20,1880,20.9,0,3,3,0,0,0,2,0,0.5,0.5,3.6,4.2,44,64,90,0,0.14354067,0.14354067,0,0.14354067,0.023923445,0.172248804,0.196172249,0.023923445,0.200956938,Matches
2155,Dennis Praet,BEL,"MF,FW",Leicester City,Premier League,28,1994,22,6,649,7.2,1,0,1,1,0,0,1,0,1,1,0.5,1.5,15,17,42,0.138888889,0,0.138888889,0.138888889,0.138888889,0.138888889,0.069444444,0.208333333,0.138888889,0.208333333,Matches
2156,Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,29,1992,26,2,416,4.6,1,1,2,1,0,0,1,0,0.7,0.7,1.4,2.1,1,8,15,0.217391304,0.217391304,0.434782609,0.217391304,0.434782609,0.152173913,0.304347826,0.456521739,0.152173913,0.456521739,Matches
2157,Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,28,1993,29,17,1633,18.1,1,1,2,1,0,0,3,1,1.2,1.2,0.8,1.9,14,112,14,0.055248619,0.055248619,0.110497238,0.055248619,0.110497238,0.066298343,0.044198895,0.110497238,0.066298343,0.104972376,Matches
2158,Isaac Price,NIR,MF,Everton,Premier League,18,2003,1,0,33,0.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,1,0,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
2159,Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,27,1995,18,17,1454,16.2,1,1,2,1,0,0,4,0,2.5,2.5,1.1,3.6,19,39,46,0.061728395,0.061728395,0.12345679,0.061728395,0.12345679,0.154320988,0.067901235,0.222222222,0.154320988,0.222222222,Matches
2160,Ivan Provedel,ITA,GK,Lazio,Serie A,28,1994,38,37,3413,37.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2161,Javi Puado,ESP,"FW,MF",Espanyol,La Liga,24,1998,37,25,2340,26,7,2,9,7,0,0,4,0,7.8,7.8,2.6,10.4,60,58,117,0.269230769,0.076923077,0.346153846,0.269230769,0.346153846,0.3,0.1,0.4,0.3,0.4,Matches
2162,Mehdi Puch Herrantz,FRA,MF,Ajaccio,Ligue 1,18,2004,4,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,4,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
2163,Tymoteusz Puchacz,POL,DF,Union Berlin,Bundesliga,23,1999,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,Matches
2164,Arnau Puigmal,ESP,"MF,FW",Almería,La Liga,21,2001,22,7,763,8.5,1,0,1,1,0,0,4,0,1.1,1.1,0.5,1.7,24,16,57,0.117647059,0,0.117647059,0.117647059,0.117647059,0.129411765,0.058823529,0.188235294,0.129411765,0.2,Matches
2165,Christian Pulisic,USA,"FW,DF",Chelsea,Premier League,23,1998,24,8,821,9.1,1,1,2,1,0,0,1,0,1.7,1.7,0.7,2.4,35,23,76,0.10989011,0.10989011,0.21978022,0.10989011,0.21978022,0.186813187,0.076923077,0.263736264,0.186813187,0.263736264,Matches
2166,Ignacio Pussetto,ARG,"MF,DF",Sampdoria,Serie A,26,1995,5,1,152,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,2,1,17,0,0,0,0,0,0.117647059,0.117647059,0.235294118,0.117647059,0.176470588,Matches
2167,Niklas Pyyhtiä,FIN,MF,Bologna,Serie A,18,2003,6,0,110,1.2,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,2,1,5,0,0.833333333,0.833333333,0,0.833333333,0.166666667,0.083333333,0.25,0.166666667,0.25,Matches
2168,Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,39,1983,23,7,800,8.9,1,1,2,1,0,0,2,0,2.8,2.8,0.7,3.5,5,25,72,0.112359551,0.112359551,0.224719101,0.112359551,0.224719101,0.314606742,0.078651685,0.393258427,0.314606742,0.393258427,Matches
2169,Giacomo Quagliata,ITA,DF,Cremonese,Serie A,22,2000,20,6,699,7.8,0,1,1,0,0,0,0,1,0.5,0.5,1,1.5,19,28,45,0,0.128205128,0.128205128,0,0.128205128,0.064102564,0.128205128,0.192307692,0.064102564,0.192307692,Matches
2170,Eduardo Quaresma,POR,DF,Hoffenheim,Bundesliga,20,2002,4,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,Matches
2171,Joshua Quarshie,GER,MF,Hoffenheim,Bundesliga,18,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
2172,Ghjuvanni Quilichini,FRA,GK,Ajaccio,Ligue 1,19,2002,1,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2173,Domingos Quina,POR,MF,Elche,La Liga,22,1999,10,2,275,3.1,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,12,17,7,0,0,0,0,0,0.064516129,0.129032258,0.193548387,0.064516129,0.193548387,Matches
2174,Rubén Quintanilla,ESP,DF,Mallorca,La Liga,20,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Matches
2175,Adrien Rabiot,FRA,MF,Juventus,Serie A,27,1995,32,31,2748,30.5,8,4,12,8,0,0,9,0,6.2,5.8,2.3,8.2,72,133,109,0.262295082,0.131147541,0.393442623,0.262295082,0.393442623,0.203278689,0.075409836,0.278688525,0.190163934,0.268852459,Matches
