Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SGls,SSh,SSoT,SSoTp,SSh_p90,SSoT_90,SG_Sh,SG_SoT,SFK,SPK,SPKatt,xG,npxG,npxG/Sh,G-xG,npG-xG,SDist
1426,Soichiro Kozuki,JPN,"FW,MF",Schalke 04,Bundesliga,21,2000,4.2,1,14,6,42.857142857142854,3.333333333333333,1.4285714285714286,0.07,0.17,18.9,0,0,0,1.1,1.1,0.07857142857142858,-0.1,-0.1
1427,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,27,1994,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1428,Alex Král,CZE,MF,Schalke 04,Bundesliga,24,1998,26.2,0,32,2,6.25,1.2213740458015268,0.07633587786259542,0.0,0.0,20.1,0,0,0,1.5,1.5,0.046875,-1.5,-1.5
1429,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,31,1991,26.5,12,57,21,36.84210526315789,2.150943396226415,0.7924528301886793,0.14,0.38,18.0,4,4,6,13.2,8.5,0.14912280701754385,-1.2,-0.5
1430,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,31,1991,24.7,0,6,1,16.666666666666664,0.24291497975708504,0.04048582995951417,0.0,0.0,22.1,0,0,0,0.4,0.4,0.06666666666666667,-0.4,-0.4
1431,Tom Krauß,GER,MF,Schalke 04,Bundesliga,21,2001,27.9,2,25,9,36.0,0.8960573476702509,0.3225806451612903,0.08,0.22,19.3,0,0,0,2.2,2.2,0.08800000000000001,-0.2,-0.2
1432,Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25,1997,0.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1433,Raimonds Krollis,LVA,"FW,DF",Spezia,Serie A,20,2001,0.4,0,2,1,50.0,5.0,2.5,0.0,0.0,18.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1434,Toni Kroos,GER,MF,Real Madrid,La Liga,32,1990,23.9,2,31,11,35.483870967741936,1.2970711297071131,0.46025104602510464,0.06,0.18,25.4,5,0,0,1.4,1.4,0.04516129032258064,0.6,0.6
1435,Rade Krunić,BIH,MF,Milan,Serie A,28,1993,18.4,0,14,2,14.285714285714285,0.7608695652173914,0.10869565217391305,0.0,0.0,14.9,0,0,0,1.1,1.1,0.07857142857142858,-1.1,-1.1
1436,Max Kruse,GER,"MF,FW",Wolfsburg,Bundesliga,34,1988,3.0,0,9,2,22.22222222222222,3.0,0.6666666666666666,0.0,0.0,13.9,0,0,0,0.7,0.7,0.07777777777777778,-0.7,-0.7
1437,Lukas Kübler,GER,DF,Freiburg,Bundesliga,29,1992,18.2,2,9,4,44.44444444444444,0.4945054945054945,0.21978021978021978,0.22,0.5,12.2,0,0,0,0.9,0.9,0.1,1.1,1.1
1438,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,21,2001,27.1,9,72,30,41.66666666666667,2.6568265682656826,1.107011070110701,0.13,0.3,17.8,3,0,0,5.7,5.7,0.07916666666666666,3.3,3.3
1439,Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,22,2000,23.0,2,43,10,23.25581395348837,1.8695652173913044,0.43478260869565216,0.05,0.2,17.6,0,0,0,2.6,2.6,0.06046511627906977,-0.6,-0.6
1440,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,14.7,0,9,2,22.22222222222222,0.6122448979591837,0.1360544217687075,0.0,0.0,21.9,0,0,0,0.4,0.4,0.044444444444444446,-0.4,-0.4
1441,Marash Kumbulla,ALB,DF,Roma,Serie A,22,2000,2.9,0,1,0,0.0,0.3448275862068966,0.0,0.0,0.0,13.8,0,0,0,0.0,0.0,0.0,0.0,0.0
1442,Pierre Kunde,CMR,"MF,FW",Bochum,Bundesliga,27,1995,4.2,1,4,1,25.0,0.9523809523809523,0.23809523809523808,0.25,1.0,24.7,0,0,0,0.3,0.3,0.075,0.7,0.7
1443,Alou Kuol,AUS,FW,Stuttgart,Bundesliga,21,2000,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1444,Layvin Kurzawa,FRA,DF,Fulham,Premier League,29,1992,1.5,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1445,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,21,2001,28.0,12,83,30,36.144578313253014,2.9642857142857144,1.0714285714285714,0.12,0.33,19.1,3,2,2,8.2,6.6,0.07951807228915662,3.8,3.4
1446,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26,1995,24.8,10,54,19,35.18518518518518,2.1774193548387095,0.7661290322580645,0.11,0.32,17.5,0,4,6,11.7,7.0,0.12962962962962962,-1.7,-1.0
1447,Daniel Kyereh,GHA,"MF,FW",Freiburg,Bundesliga,26,1996,6.2,2,11,5,45.45454545454545,1.7741935483870968,0.8064516129032258,0.18,0.4,14.9,0,0,0,2.2,2.2,0.2,-0.2,-0.2
1448,Giorgos Kyriakopoulos,GRE,"DF,FW","Bologna,Sassuolo","Serie A,Serie A",26,1996,16.3,1,20,7,73.62637362637362,1.2269938650306749,0.42944785276073616,0.08,0.25,17.45,0,0,0,1.3,1.3,0.065,-0.30000000000000004,-0.30000000000000004
1450,César de la Hoz,ESP,MF,Almería,La Liga,30,1992,18.6,1,7,1,14.285714285714285,0.3763440860215054,0.05376344086021505,0.14,1.0,20.7,0,0,0,0.4,0.4,0.05714285714285715,0.6,0.6
1451,Luca de la Torre,USA,MF,Celta Vigo,La Liga,24,1998,16.5,0,17,3,17.647058823529413,1.0303030303030303,0.18181818181818182,0.0,0.0,19.7,0,0,0,1.1,1.1,0.06470588235294118,-1.1,-1.1
1452,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,19,2003,1.4,0,3,1,33.33333333333333,2.142857142857143,0.7142857142857143,0.0,0.0,15.9,0,0,0,0.4,0.4,0.13333333333333333,-0.4,-0.4
1453,Gaëtan Laborde,FRA,FW,"Nice,Rennes","Ligue 1,Ligue 1",28,1994,30.6,15,85,45,107.24815724815724,2.7777777777777777,1.4705882352941175,0.36,0.66,14.45,1,0,1,13.5,12.7,0.14941176470588236,1.5,2.3
1455,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,32.5,27,107,47,43.925233644859816,3.292307692307692,1.4461538461538461,0.2,0.45,14.4,8,6,8,24.1,17.8,0.16635514018691588,2.9,3.2
1456,Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,2.4,0,4,0,0.0,1.6666666666666667,0.0,0.0,0.0,30.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2
1457,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,18.1,1,4,1,25.0,0.22099447513812154,0.055248618784530384,0.25,1.0,8.6,0,0,0,0.5,0.5,0.125,0.5,0.5
1458,Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1459,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,9.7,2,6,2,33.33333333333333,0.6185567010309279,0.2061855670103093,0.33,1.0,16.4,0,0,0,0.8,0.8,0.13333333333333333,1.2,1.2
1460,Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,16.3,3,20,10,50.0,1.2269938650306749,0.6134969325153374,0.15,0.3,19.9,0,0,0,2.4,2.4,0.12,0.6,0.6
1461,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,9.1,0,6,4,66.66666666666666,0.6593406593406593,0.43956043956043955,0.0,0.0,13.1,0,0,0,0.8,0.8,0.13333333333333333,-0.8,-0.8
1462,Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,15.7,0,12,3,25.0,0.7643312101910829,0.1910828025477707,0.0,0.0,25.6,2,0,0,0.4,0.4,0.03333333333333333,-0.4,-0.4
1463,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,34,1988,8.0,2,8,5,62.5,1.0,0.625,0.25,0.4,13.3,0,0,0,0.9,0.9,0.1125,1.1,1.1
1464,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,7.0,0,6,0,0.0,0.8571428571428571,0.0,0.0,0.0,11.8,0,0,0,0.4,0.4,0.06666666666666667,-0.4,-0.4
1465,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,30,1992,20.5,6,47,23,48.93617021276596,2.292682926829268,1.1219512195121952,0.13,0.26,15.0,2,0,0,5.3,5.3,0.1127659574468085,0.7,0.7
1466,Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,24,1998,7.2,4,22,10,45.45454545454545,3.0555555555555554,1.3888888888888888,0.18,0.4,10.4,0,0,0,3.2,3.2,0.14545454545454548,0.8,0.8
1467,Sam Lammers,NED,FW,"Sampdoria,Empoli","Serie A,Serie A",25,1997,22.0,2,51,15,59.78260869565217,2.3181818181818183,0.6818181818181818,0.08,0.27,13.55,0,0,0,4.8,4.8,0.09411764705882353,-2.8,-2.8
1469,Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,5.0,0,5,0,0.0,1.0,0.0,0.0,0.0,20.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1470,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,29,1993,2.8,1,3,1,33.33333333333333,1.0714285714285714,0.35714285714285715,0.33,1.0,23.1,0,0,0,0.5,0.5,0.16666666666666666,0.5,0.5
1471,Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,11.0,0,10,1,10.0,0.9090909090909091,0.09090909090909091,0.0,0.0,14.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1472,Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,18.4,0,6,2,33.33333333333333,0.32608695652173914,0.10869565217391305,0.0,0.0,14.8,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
1473,Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,16.3,8,49,17,34.69387755102041,3.0061349693251533,1.0429447852760736,0.12,0.35,14.1,0,2,2,7.5,5.9,0.12040816326530612,0.5,0.1
1474,Juan Larios,ESP,DF,Southampton,Premier League,18,2004,1.7,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1475,Yasser Larouci,FRA,"DF,MF",Troyes,Ligue 1,21,2001,20.0,1,10,4,40.0,0.5,0.2,0.1,0.25,20.6,0,0,0,0.5,0.5,0.05,0.5,0.5
1476,Jordan Larsson,SWE,"FW,MF",Schalke 04,Bundesliga,25,1997,5.1,0,10,0,0.0,1.9607843137254903,0.0,0.0,0.0,16.7,0,0,0,1.2,1.2,0.12,-1.2,-1.2
1477,Kevin Lasagna,ITA,"FW,MF",Hellas Verona,Serie A,29,1992,17.5,1,52,11,21.153846153846153,2.9714285714285715,0.6285714285714286,0.02,0.09,18.2,0,0,0,6.0,6.0,0.11538461538461539,-5.0,-5.0
1478,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,1993,2.4,0,2,0,0.0,0.8333333333333334,0.0,0.0,0.0,9.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1479,Juanmi Latasa,ESP,FW,Getafe,La Liga,21,2001,5.0,1,15,4,26.666666666666668,3.0,0.8,0.07,0.25,16.1,0,0,0,1.1,1.1,0.07333333333333333,-0.1,-0.1
1480,Toni Lato,ESP,"DF,MF",Valencia,La Liga,24,1997,10.2,1,9,1,11.11111111111111,0.8823529411764707,0.09803921568627452,0.11,1.0,17.3,1,0,0,0.8,0.8,0.08888888888888889,0.2,0.2
1481,Danny Latza,GER,MF,Schalke 04,Bundesliga,32,1989,9.5,0,16,2,12.5,1.6842105263157894,0.21052631578947367,0.0,0.0,19.0,1,0,0,0.9,0.9,0.05625,-0.9,-0.9
1482,Armand Lauriente,FRA,FW,"Sassuolo,Lorient","Serie A,Ligue 1",23,1998,27.2,8,69,26,73.89610389610391,2.536764705882353,0.9558823529411765,0.18,0.49,19.299999999999997,12,1,1,6.5,5.7,0.08260869565217392,1.4999999999999998,1.3
1484,Roméo Lavia,BEL,MF,Southampton,Premier League,18,2004,24.7,1,12,3,25.0,0.4858299595141701,0.12145748987854252,0.08,0.33,27.0,0,0,0,0.4,0.4,0.03333333333333333,0.6,0.6
1485,Lázaro,BRA,"FW,MF",Almería,La Liga,20,2002,8.0,6,25,12,48.0,3.125,1.5,0.24,0.5,15.0,0,0,0,4.0,4.0,0.16,2.0,2.0
1486,Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,15.3,0,7,2,28.57142857142857,0.45751633986928103,0.13071895424836602,0.0,0.0,14.0,0,0,0,0.4,0.4,0.05714285714285715,-0.4,-0.4
1487,Marko Lazetić,SRB,FW,Milan,Serie A,18,2004,0.1,0,1,0,0.0,10.0,0.0,0.0,0.0,13.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1488,Darko Lazović,SRB,"MF,DF",Hellas Verona,Serie A,31,1990,24.9,4,43,14,32.55813953488372,1.7269076305220885,0.5622489959839357,0.09,0.29,18.8,4,0,0,3.6,3.6,0.08372093023255814,0.4,0.4
1489,Manuel Lazzari,ITA,DF,Lazio,Serie A,28,1993,20.9,0,6,2,33.33333333333333,0.28708133971291866,0.09569377990430622,0.0,0.0,17.7,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
1490,Théo Le Bris,FRA,"MF,DF",Lorient,Ligue 1,19,2002,16.1,2,10,4,40.0,0.6211180124223602,0.24844720496894407,0.2,0.5,14.0,0,0,0,1.1,1.1,0.11000000000000001,0.9,0.9
1491,Julien Le Cardinal,FRA,DF,Lens,Ligue 1,24,1997,1.8,0,5,2,40.0,2.7777777777777777,1.1111111111111112,0.0,0.0,9.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
1492,Jérémy Le Douaron,FRA,"MF,FW",Brest,Ligue 1,24,1998,23.0,10,55,23,41.81818181818181,2.391304347826087,1.0,0.18,0.43,11.1,0,0,0,8.4,8.4,0.15272727272727274,1.6,1.6
1493,Enzo Le Fée,FRA,MF,Lorient,Ligue 1,22,2000,33.6,5,45,18,40.0,1.3392857142857142,0.5357142857142857,0.11,0.28,23.4,8,0,0,3.5,3.5,0.07777777777777778,1.5,1.5
1494,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,1989,37.0,0,17,6,35.294117647058826,0.4594594594594595,0.16216216216216217,0.0,0.0,18.3,0,0,0,1.2,1.2,0.07058823529411765,-1.2,-1.2
1495,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,1989,22.4,0,8,0,0.0,0.35714285714285715,0.0,0.0,0.0,19.1,0,0,0,0.6,0.6,0.075,-0.6,-0.6
1496,Robin Le Normand,ESP,DF,Real Sociedad,La Liga,25,1996,31.1,0,12,2,16.666666666666664,0.3858520900321543,0.06430868167202572,0.0,0.0,12.8,0,0,0,1.0,1.0,0.08333333333333333,-1.0,-1.0
1497,Rafael Leão,POR,"FW,MF",Milan,Serie A,23,1999,26.9,15,92,29,31.521739130434785,3.4200743494423795,1.0780669144981414,0.16,0.52,17.9,0,0,0,10.8,10.8,0.11739130434782609,4.2,4.2
1498,Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19,2003,0.6,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1499,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1500,Benjamin Lecomte,FRA,GK,"Espanyol,Montpellier","La Liga,Ligue 1",31,1991,29.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1502,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34.0,0,1,0,0.0,0.029411764705882353,0.0,0.0,0.0,11.2,0,0,0,0.0,0.0,0.0,0.0,0.0
1503,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,30.7,5,43,13,30.23255813953488,1.4006514657980456,0.4234527687296417,0.12,0.38,23.8,2,0,0,2.1,2.1,0.04883720930232558,2.9,2.9
1504,Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,25.0,0,12,0,0.0,0.48,0.0,0.0,0.0,14.8,0,0,0,0.8,0.8,0.06666666666666667,-0.8,-0.8
1505,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,7.4,0,2,1,50.0,0.27027027027027023,0.13513513513513511,0.0,0.0,19.1,0,0,0,0.2,0.2,0.1,-0.2,-0.2
1506,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,4,41,14,34.146341463414636,1.4385964912280702,0.49122807017543857,0.1,0.29,28.0,18,0,0,2.8,2.8,0.06829268292682926,1.2,1.2
1507,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,0,9,1,11.11111111111111,0.6122448979591837,0.06802721088435375,0.0,0.0,26.7,0,0,0,0.2,0.2,0.022222222222222223,-0.2,-0.2
1508,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,1,13,6,46.15384615384615,0.935251798561151,0.4316546762589928,0.08,0.17,21.1,0,0,0,0.9,0.9,0.06923076923076923,0.1,0.1
1509,Félix Lemaréchal,FRA,MF,Brest,Ligue 1,18,2003,3.2,0,2,0,0.0,0.625,0.0,0.0,0.0,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1510,Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,0.3,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1511,Mario Lemina,GAB,MF,"Wolves,Nice","Premier League,Ligue 1",28,1993,23.700000000000003,0,15,5,72.22222222222223,0.6329113924050632,0.21097046413502107,0.0,0.0,23.75,0,0,0,0.6,0.6,0.04,-0.6,-0.6
1513,Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,20,2002,1.5,0,2,0,0.0,1.3333333333333333,0.0,0.0,0.0,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1514,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,22.4,0,13,2,15.384615384615385,0.5803571428571429,0.08928571428571429,0.0,0.0,15.5,0,0,0,1.0,1.0,0.07692307692307693,-1.0,-1.0
1515,Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1516,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,14.3,0,12,2,16.666666666666664,0.8391608391608392,0.13986013986013984,0.0,0.0,23.4,1,0,0,0.6,0.6,0.049999999999999996,-0.6,-0.6
1517,Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1518,Sergio León,ESP,FW,Valladolid,La Liga,33,1989,14.8,6,26,15,57.692307692307686,1.7567567567567566,1.0135135135135134,0.19,0.33,16.3,0,1,2,3.9,2.3,0.08846153846153845,2.1,2.7
1519,Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,21.5,1,19,1,5.263157894736842,0.8837209302325582,0.046511627906976744,0.05,1.0,23.8,0,0,0,0.9,0.9,0.04736842105263158,0.1,0.1
1520,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24,1998,27.3,1,30,12,40.0,1.0989010989010988,0.43956043956043955,0.03,0.08,12.8,0,0,0,3.4,3.4,0.11333333333333333,-2.4,-2.4
1521,Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,36.1,5,35,10,28.57142857142857,0.9695290858725761,0.27700831024930744,0.14,0.5,17.6,0,0,0,2.6,2.6,0.07428571428571429,2.4,2.4
1522,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1523,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,13.2,0,18,6,33.33333333333333,1.3636363636363638,0.4545454545454546,0.0,0.0,20.6,1,0,0,1.1,1.1,0.061111111111111116,-1.1,-1.1
1524,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1525,Ruan Levine,BRA,"MF,FW",Ajaccio,Ligue 1,23,1999,0.3,0,2,1,50.0,6.666666666666667,3.3333333333333335,0.0,0.0,13.1,0,0,0,0.2,0.2,0.1,-0.2,-0.2
1526,Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,31.6,23,134,56,41.7910447761194,4.240506329113924,1.7721518987341771,0.17,0.41,13.8,5,0,1,24.3,23.5,0.17537313432835822,-1.3,-0.5
1527,Jamie Leweling,GER,"FW,MF",Union Berlin,Bundesliga,21,2001,2.9,1,9,5,55.55555555555556,3.103448275862069,1.7241379310344829,0.11,0.2,16.7,0,0,0,0.7,0.7,0.07777777777777778,0.3,0.3
1528,Jamal Lewis,NIR,"DF,FW",Newcastle Utd,Premier League,24,1998,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1529,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,17,2004,10.0,0,5,2,40.0,0.5,0.2,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1530,Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,21,2001,3.6,0,7,2,28.57142857142857,1.9444444444444444,0.5555555555555556,0.0,0.0,14.1,0,0,0,0.5,0.5,0.07142857142857142,-0.5,-0.5
1531,Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,34,1988,17.1,0,13,2,15.384615384615385,0.7602339181286549,0.11695906432748537,0.0,0.0,21.8,2,0,0,0.6,0.6,0.04615384615384615,-0.6,-0.6
1532,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,27.8,1,17,3,17.647058823529413,0.6115107913669064,0.1079136690647482,0.06,0.33,16.4,0,0,0,1.4,1.4,0.08235294117647059,-0.4,-0.4
1533,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,3,23,8,34.78260869565217,0.8614232209737828,0.299625468164794,0.13,0.38,16.0,0,0,0,1.1,1.1,0.04782608695652174,1.9,1.9
1534,Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,0.4,0,1,0,0.0,2.5,0.0,0.0,0.0,19.5,0,0,0,0.0,0.0,0.0,0.0,0.0
1535,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,15.2,0,3,0,0.0,0.19736842105263158,0.0,0.0,0.0,7.9,0,0,0,0.3,0.3,0.09999999999999999,-0.3,-0.3
1536,Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,22,2000,18.7,7,45,19,42.22222222222222,2.4064171122994655,1.0160427807486632,0.16,0.37,18.3,4,0,0,5.9,5.9,0.13111111111111112,1.1,1.1
1537,Karol Linetty,POL,MF,Torino,Serie A,27,1995,21.0,1,16,4,25.0,0.7619047619047619,0.19047619047619047,0.06,0.25,20.9,0,0,0,1.0,1.0,0.0625,0.0,0.0
1538,Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,29,1992,10.3,0,10,2,20.0,0.9708737864077669,0.1941747572815534,0.0,0.0,19.3,0,0,0,1.0,1.0,0.1,-1.0,-1.0
1539,Pol Lirola,ESP,DF,Elche,La Liga,24,1997,7.0,1,1,1,100.0,0.14285714285714285,0.14285714285714285,1.0,1.0,10.5,0,0,0,0.2,0.2,0.2,0.8,0.8
1540,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,8.3,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,0.9,0,1,0,0.0,1.1111111111111112,0.0,0.0,0.0,13.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,0.3,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,19.0,5,34,14,41.17647058823529,1.7894736842105263,0.7368421052631579,0.12,0.29,22.1,0,1,1,3.3,2.6,0.07647058823529412,1.7,1.4
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1545,Diego Llorente,ESP,DF,"Leeds United,Roma","Premier League,Serie A",28,1993,13.600000000000001,0,10,1,25.0,0.7352941176470588,0.07352941176470587,0.0,0.0,11.95,0,0,0,1.1,1.1,0.11000000000000001,-1.1,-1.1
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,18.9,1,24,9,37.5,1.26984126984127,0.4761904761904762,0.04,0.11,17.9,0,0,0,2.1,2.1,0.08750000000000001,-1.1,-1.1
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,12.5,2,30,7,23.333333333333332,2.4,0.56,0.07,0.29,19.8,3,0,0,2.5,2.5,0.08333333333333333,-0.5,-0.5
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,1,11,4,36.36363636363637,0.3188405797101449,0.11594202898550725,0.09,0.25,22.3,0,0,0,0.6,0.6,0.05454545454545454,0.4,0.4
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,0,29,12,41.37931034482759,1.0661764705882353,0.4411764705882353,0.0,0.0,23.9,0,0,0,1.5,1.5,0.05172413793103448,-1.5,-1.5
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,1,8,2,25.0,0.3921568627450981,0.09803921568627452,0.13,0.5,16.3,0,0,0,0.6,0.6,0.075,0.4,0.4
1553,Bradley Locko,FRA,DF,"Reims,Brest","Ligue 1,Ligue 1",20,2002,14.8,0,5,0,,0.33783783783783783,0.0,0.0,0.0,11.15,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,0,15,0,0.0,0.6097560975609756,0.0,0.0,0.0,19.9,2,0,0,1.0,1.0,0.06666666666666667,-1.0,-1.0
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,17.1,0,9,2,22.22222222222222,0.5263157894736842,0.11695906432748537,0.0,0.0,18.6,0,0,0,0.8,0.8,0.08888888888888889,-0.8,-0.8
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28.0,1,33,7,21.21212121212121,1.1785714285714286,0.25,0.03,0.14,16.0,0,0,0,3.6,3.6,0.1090909090909091,-2.6,-2.6
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,19.2,13,49,23,46.93877551020408,2.5520833333333335,1.1979166666666667,0.2,0.43,15.8,1,3,3,9.1,6.7,0.13673469387755102,3.9,3.3
