Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SGls,SSh,SSoT,SSoTp,SSh_p90,SSoT_90,SG_Sh,SG_SoT,SFK,SPK,SPKatt,xG,npxG,npxG/Sh,G-xG,npG-xG,SDist
2331,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,1,3,2,66.66666666666666,0.35294117647058826,0.23529411764705882,0.33,0.5,6.1,0,0,0,0.5,0.5,0.16666666666666666,0.5,0.5
2332,Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2333,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,20,2001,2.5,0,6,2,33.33333333333333,2.4,0.8,0.0,0.0,20.9,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
2334,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,19,121,45,37.1900826446281,3.3060109289617485,1.2295081967213115,0.14,0.38,15.1,2,2,4,21.7,18.5,0.15289256198347106,-2.7,-1.5
2335,Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,13.9,3,25,11,44.0,1.7985611510791366,0.7913669064748201,0.12,0.27,15.2,1,0,0,3.0,3.0,0.12,0.0,0.0
2336,Kike Salas,ESP,DF,Sevilla,La Liga,20,2002,4.1,1,3,1,33.33333333333333,0.7317073170731708,0.24390243902439027,0.33,1.0,8.7,0,0,0,0.2,0.2,0.06666666666666667,0.8,0.8
2337,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,2,6,3,50.0,0.22388059701492538,0.11194029850746269,0.33,0.67,13.8,0,0,0,0.9,0.9,0.15,1.1,1.1
2338,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2339,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,0,19,4,21.052631578947366,0.8675799086757991,0.18264840182648404,0.0,0.0,12.2,0,0,0,1.5,1.5,0.07894736842105263,-1.5,-1.5
2340,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,11.1,1,32,11,34.375,2.882882882882883,0.990990990990991,0.03,0.09,17.4,0,0,0,2.6,2.6,0.08125,-1.6,-1.6
2341,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,1,14,3,21.428571428571427,0.4761904761904762,0.10204081632653061,0.07,0.33,16.6,0,0,0,1.2,1.2,0.08571428571428572,-0.2,-0.2
2342,Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,5.4,0,9,3,33.33333333333333,1.6666666666666665,0.5555555555555555,0.0,0.0,17.2,0,0,0,0.8,0.8,0.08888888888888889,-0.8,-0.8
2343,Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,5,50,18,36.0,2.4390243902439024,0.8780487804878049,0.1,0.28,25.7,7,0,0,2.4,2.4,0.048,2.6,2.6
2344,Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,26,1996,0.4,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2345,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,12,73,24,32.87671232876712,2.4662162162162162,0.8108108108108107,0.14,0.42,17.1,0,2,2,10.6,9.1,0.12465753424657534,1.4,0.9
2346,Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2347,Albert Sambi Lokonga,BEL,MF,"Arsenal,Crystal Palace","Premier League,Premier League",22,1999,8.2,0,2,1,,0.24390243902439027,0.12195121951219513,0.0,0.0,8.95,0,0,0,0.2,0.2,0.1,-0.2,-0.2
2349,Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,0,13,5,38.46153846153847,1.6883116883116882,0.6493506493506493,0.0,0.0,24.1,5,0,0,0.6,0.6,0.04615384615384615,-0.6,-0.6
2350,Samuel,BRA,"FW,MF",Valencia,La Liga,22,1999,32.1,6,96,33,34.375,2.9906542056074765,1.02803738317757,0.06,0.18,17.9,0,0,0,7.8,7.7,0.08020833333333334,-1.8,-1.7
2351,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,0,6,1,16.666666666666664,0.2926829268292683,0.04878048780487805,0.0,0.0,18.3,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
2352,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27.0,12,67,24,35.82089552238806,2.4814814814814814,0.8888888888888888,0.16,0.46,13.5,0,1,1,9.3,8.5,0.12686567164179105,2.7,2.5
2353,Leandro Sanca,GNB,"FW,MF",Spezia,Serie A,22,2000,0.4,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2354,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,10,56,19,33.92857142857143,1.9928825622775799,0.6761565836298932,0.14,0.42,17.6,0,2,2,7.6,6.0,0.10714285714285714,2.4,2.0
2355,Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8.0,2,14,6,42.857142857142854,1.75,0.75,0.14,0.33,17.9,0,0,0,1.1,1.1,0.07857142857142858,0.9,0.9
2356,Alexis Sánchez,CHI,"FW,MF",Marseille,Ligue 1,33,1988,29.8,14,63,29,46.03174603174603,2.1140939597315436,0.9731543624161073,0.19,0.41,15.2,5,2,3,12.6,10.2,0.16190476190476188,1.4,1.8
2357,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,25,1997,12.0,0,12,5,41.66666666666667,1.0,0.4166666666666667,0.0,0.0,22.5,0,0,0,0.6,0.6,0.049999999999999996,-0.6,-0.6
2358,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,0,6,2,33.33333333333333,0.631578947368421,0.21052631578947367,0.0,0.0,12.2,0,0,0,0.6,0.6,0.09999999999999999,-0.6,-0.6
2359,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,29,1992,12.8,1,17,7,41.17647058823529,1.328125,0.546875,0.06,0.14,22.6,0,0,0,0.8,0.8,0.047058823529411764,0.2,0.2
2360,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,1,9,2,22.22222222222222,0.3383458646616541,0.07518796992481203,0.11,0.5,17.9,1,0,0,0.7,0.7,0.07777777777777778,0.3,0.3
2361,Manu Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,0,10,3,30.0,0.423728813559322,0.1271186440677966,0.0,0.0,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2362,Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2363,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,22,2000,18.7,6,21,9,42.857142857142854,1.1229946524064172,0.4812834224598931,0.29,0.67,14.1,0,0,0,4.2,4.2,0.2,1.8,1.8
2364,Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,0,5,0,0.0,0.2512562814070352,0.0,0.0,0.0,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2365,Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,26,1996,22.3,8,78,29,37.17948717948718,3.497757847533632,1.3004484304932735,0.1,0.28,19.7,6,0,0,8.5,8.5,0.10897435897435898,-0.5,-0.5
2366,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2367,Morgan Sanson,FRA,MF,"Aston Villa,Strasbourg","Premier League,Ligue 1",27,1994,15.9,1,32,8,,2.0125786163522013,0.5031446540880503,0.03,0.13,9.85,1,0,0,3.1,3.1,0.096875,-2.1,-2.1
2369,Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,4,22,8,36.36363636363637,2.682926829268293,0.9756097560975611,0.18,0.5,18.0,2,0,0,2.8,2.8,0.12727272727272726,1.2,1.2
2370,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,2,19,8,42.10526315789473,0.9452736318407959,0.3980099502487562,0.11,0.25,23.2,0,0,0,1.1,1.1,0.05789473684210527,0.9,0.9
2371,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,4,37,13,35.13513513513514,2.761194029850746,0.9701492537313433,0.11,0.31,19.4,0,0,0,2.8,2.8,0.07567567567567567,1.2,1.2
2372,Pablo Sarabia,ESP,"FW,MF","Wolves,Paris S-G","Premier League,Ligue 1",30,1992,12.6,1,26,7,58.33333333333333,2.0634920634920637,0.5555555555555556,0.05,0.2,12.600000000000001,1,0,0,4.4,4.4,0.16923076923076924,-3.4000000000000004,-3.4000000000000004
2374,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2.0,0,5,2,40.0,2.5,1.0,0.0,0.0,20.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2375,Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6.0,1,6,5,83.33333333333334,1.0,0.8333333333333334,0.17,0.2,12.7,0,0,0,1.2,1.2,0.19999999999999998,-0.2,-0.2
2376,Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2377,Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8.0,0,1,0,0.0,0.125,0.0,0.0,0.0,12.5,0,0,0,0.0,0.0,0.0,0.0,0.0
2378,Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2379,Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2380,Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,2,38,10,26.31578947368421,2.0105820105820107,0.5291005291005292,0.05,0.2,15.3,0,0,0,3.9,3.9,0.10263157894736842,-1.9,-1.9
2381,Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,12,58,24,41.37931034482759,2.049469964664311,0.8480565371024735,0.1,0.25,27.0,19,6,6,8.6,3.8,0.06551724137931034,3.4,2.2
2382,Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2383,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,21.6,0,2,1,50.0,0.09259259259259259,0.046296296296296294,0.0,0.0,13.0,0,0,0,0.2,0.2,0.1,-0.2,-0.2
2384,Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,24.5,0,7,1,14.285714285714285,0.2857142857142857,0.04081632653061224,0.0,0.0,17.6,0,0,0,0.5,0.5,0.07142857142857142,-0.5,-0.5
2385,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,25.9,2,17,4,23.52941176470588,0.6563706563706564,0.15444015444015444,0.12,0.5,11.2,0,0,0,2.0,2.0,0.11764705882352941,0.0,0.0
2386,Gianluca Scamacca,ITA,FW,West Ham,Premier League,23,1999,10.3,3,30,10,33.33333333333333,2.9126213592233006,0.9708737864077669,0.1,0.3,18.7,1,0,0,2.5,2.5,0.08333333333333333,0.5,0.5
2387,Gustavo Scarpa,BRA,"MF,FW",Nott'ham Forest,Premier League,28,1994,2.0,0,7,1,14.285714285714285,3.5,0.5,0.0,0.0,26.9,0,0,0,0.3,0.3,0.04285714285714286,-0.3,-0.3
2388,Kevin Schade,GER,FW,"Brentford,Freiburg","Premier League,Bundesliga",20,2001,10.1,1,16,5,58.33333333333333,1.5841584158415842,0.49504950495049505,0.25,1.0,13.45,0,0,0,2.3000000000000003,2.3000000000000003,0.14375000000000002,-1.3,-1.3
2390,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,9.6,0,7,1,14.285714285714285,0.7291666666666667,0.10416666666666667,0.0,0.0,23.5,0,0,0,0.4,0.4,0.05714285714285715,-0.4,-0.4
2391,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30,1991,35.6,1,56,14,25.0,1.5730337078651684,0.3932584269662921,0.02,0.07,14.4,3,0,0,4.9,4.9,0.08750000000000001,-3.9,-3.9
2392,Derry Scherhant,GER,"FW,MF",Hertha BSC,Bundesliga,19,2002,3.2,1,4,1,25.0,1.25,0.3125,0.25,1.0,15.9,0,0,0,0.2,0.2,0.05,0.8,0.8
2393,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,10.5,3,34,14,41.17647058823529,3.238095238095238,1.3333333333333333,0.09,0.21,12.8,1,0,0,4.6,4.6,0.13529411764705881,-1.6,-1.6
2394,Kingsley Schindler,GHA,"DF,MF",Köln,Bundesliga,29,1993,12.1,0,11,4,36.36363636363637,0.9090909090909092,0.3305785123966942,0.0,0.0,12.8,0,0,0,2.2,2.2,0.2,-2.2,-2.2
2395,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,16.7,1,5,1,20.0,0.29940119760479045,0.059880239520958084,0.2,1.0,23.6,0,0,0,0.3,0.3,0.06,0.7,0.7
2396,Keven Schlotterbeck,GER,DF,"Freiburg,Bochum","Bundesliga,Bundesliga",25,1997,8.399999999999999,2,8,4,,0.9523809523809526,0.4761904761904763,0.25,0.5,6.0,0,0,0,1.6,1.6,0.2,0.4,0.4
2398,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,22,1999,25.0,4,18,6,33.33333333333333,0.72,0.24,0.22,0.67,16.9,0,0,0,1.6,1.6,0.08888888888888889,2.4,2.4
2399,Jeffrey Schlupp,GHA,"MF,FW",Crystal Palace,Premier League,29,1992,28.1,3,28,9,32.142857142857146,0.9964412811387899,0.32028469750889677,0.11,0.33,17.5,0,0,0,3.2,3.2,0.1142857142857143,-0.2,-0.2
2400,Kasper Schmeichel,DEN,GK,Nice,Ligue 1,35,1986,36.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2401,Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,32,1990,0.5,0,1,1,100.0,2.0,2.0,0.0,0.0,13.9,0,0,0,0.3,0.3,0.3,-0.3,-0.3
2402,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,22,2000,16.9,1,18,3,16.666666666666664,1.0650887573964498,0.1775147928994083,0.06,0.33,21.4,0,0,0,1.5,1.5,0.08333333333333333,-0.5,-0.5
2403,Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,20,2002,2.8,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2404,Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,24,1998,12.1,3,21,9,42.857142857142854,1.7355371900826446,0.7438016528925621,0.14,0.33,21.3,2,0,0,1.6,1.6,0.0761904761904762,1.4,1.4
2405,Benno Schmitz,GER,DF,Köln,Bundesliga,27,1994,26.9,1,10,2,20.0,0.3717472118959108,0.07434944237918216,0.1,0.5,19.5,0,0,0,0.4,0.4,0.04,0.6,0.6
2406,Jerdy Schouten,NED,MF,Bologna,Serie A,25,1997,27.9,0,8,2,25.0,0.28673835125448033,0.07168458781362008,0.0,0.0,18.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
2407,Perr Schuurs,NED,DF,Torino,Serie A,22,1999,25.8,0,14,1,7.142857142857142,0.5426356589147286,0.03875968992248062,0.0,0.0,14.9,2,0,0,0.9,0.9,0.0642857142857143,-0.9,-0.9
2408,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,34.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2409,Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,22.6,0,1,0,0.0,0.04424778761061947,0.0,0.0,0.0,5.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
2410,Manuel Sebastián,ESP,MF,Sevilla,La Liga,18,2004,1.7,0,1,1,100.0,0.5882352941176471,0.5882352941176471,0.0,0.0,29.2,0,0,0,0.0,0.0,0.0,0.0,0.0
2411,Demba Seck,SEN,"MF,FW",Torino,Serie A,21,2001,5.8,0,10,3,30.0,1.7241379310344829,0.5172413793103449,0.0,0.0,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2412,Haris Seferović,SUI,FW,Celta Vigo,La Liga,30,1992,9.9,3,13,7,53.84615384615385,1.3131313131313131,0.7070707070707071,0.23,0.43,11.0,0,0,0,1.8,1.8,0.13846153846153847,1.2,1.2
2413,Telasco Segovia,VEN,MF,Sampdoria,Serie A,19,2003,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2414,Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,0.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2415,Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,7.7,1,15,4,26.666666666666668,1.948051948051948,0.5194805194805194,0.07,0.25,23.1,0,0,0,1.2,1.2,0.08,-0.2,-0.2
2416,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,27.3,0,6,2,33.33333333333333,0.21978021978021978,0.07326007326007326,0.0,0.0,32.6,0,0,0,0.1,0.1,0.016666666666666666,-0.1,-0.1
2417,Davie Selke,GER,FW,"Hertha BSC,Köln","Bundesliga,Bundesliga",27,1995,12.799999999999999,6,33,18,113.57142857142857,2.578125,1.4062500000000002,0.18,0.33,14.55,0,1,1,4.6,3.8,0.11515151515151514,1.4000000000000001,1.2000000000000002
2419,Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,38.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2420,Nélson Semedo,POR,DF,Wolves,Premier League,28,1993,29.2,0,9,0,0.0,0.3082191780821918,0.0,0.0,0.0,20.5,0,0,0,0.4,0.4,0.044444444444444446,-0.4,-0.4
2421,Vivaldo Semedo,POR,"FW,MF",Udinese,Serie A,17,2005,0.4,0,1,0,0.0,2.5,0.0,0.0,0.0,11.6,0,0,0,0.1,0.1,0.1,-0.1,-0.1
2422,Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,22,2000,2.9,1,3,1,33.33333333333333,1.0344827586206897,0.3448275862068966,0.33,1.0,17.2,0,0,0,0.3,0.3,0.09999999999999999,0.7,0.7
2423,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,21,2001,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2424,Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,27.7,2,8,2,25.0,0.2888086642599278,0.07220216606498195,0.25,1.0,9.1,0,0,0,1.6,1.6,0.2,0.4,0.4
2425,Stefano Sensi,ITA,MF,Monza,Serie A,26,1995,18.0,3,18,7,38.88888888888889,1.0,0.3888888888888889,0.17,0.43,24.8,4,0,0,1.4,1.4,0.07777777777777778,1.6,1.6
2426,Jaime Seoane,ESP,"MF,FW",Getafe,La Liga,25,1997,3.6,0,2,0,0.0,0.5555555555555556,0.0,0.0,0.0,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2427,Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,17.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2428,Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,22.5,4,23,7,30.434782608695656,1.0222222222222221,0.3111111111111111,0.17,0.57,19.3,0,0,0,1.9,1.9,0.08260869565217391,2.1,2.1
2429,Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,25.7,2,25,5,20.0,0.9727626459143969,0.19455252918287938,0.08,0.4,21.3,0,0,0,1.3,1.3,0.052000000000000005,0.7,0.7
2430,Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,9.0,2,18,6,33.33333333333333,2.0,0.6666666666666666,0.11,0.33,14.6,0,0,0,1.6,1.6,0.08888888888888889,0.4,0.4
2431,Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,29,1992,16.9,7,42,19,45.23809523809524,2.4852071005917162,1.124260355029586,0.17,0.37,19.2,0,0,0,5.5,5.5,0.13095238095238096,1.5,1.5
2432,Eniss Shabani,GER,MF,Mainz 05,Bundesliga,19,2003,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2433,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,28.4,1,14,4,28.57142857142857,0.49295774647887325,0.14084507042253522,0.07,0.25,18.7,1,0,0,1.1,1.1,0.07857142857142858,-0.1,-0.1
2434,Jonjo Shelvey,ENG,MF,"Newcastle Utd,Nott'ham Forest","Premier League,Premier League",30,1992,6.4,0,6,0,,0.9375,0.0,0.0,0.0,12.2,0,0,0,0.2,0.2,0.03333333333333333,-0.2,-0.2
2436,Eldor Shomurodov,UZB,FW,"Spezia,Roma","Serie A,Serie A",27,1995,10.3,1,24,7,72.22222222222223,2.3300970873786406,0.6796116504854368,0.06,0.25,17.75,0,0,0,3.4,3.4,0.14166666666666666,-2.4,-2.4
2438,Kaj Sierhuis,NED,"FW,MF",Reims,Ligue 1,24,1998,2.4,0,5,1,20.0,2.0833333333333335,0.4166666666666667,0.0,0.0,14.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
2439,Vincent Sierro,SUI,MF,Toulouse,Ligue 1,26,1995,7.4,0,8,3,37.5,1.081081081081081,0.4054054054054054,0.0,0.0,22.3,1,0,0,0.5,0.5,0.0625,-0.5,-0.5
2440,Kiliann Sildillia,FRA,"DF,MF",Freiburg,Bundesliga,20,2002,22.0,0,10,0,0.0,0.45454545454545453,0.0,0.0,0.0,19.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2441,André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,19.3,4,60,22,36.666666666666664,3.1088082901554404,1.1398963730569949,0.07,0.18,13.5,0,0,0,9.2,9.2,0.15333333333333332,-5.2,-5.2
2442,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,27,1994,24.5,4,25,9,36.0,1.0204081632653061,0.3673469387755102,0.16,0.44,18.1,0,0,0,2.2,2.2,0.08800000000000001,1.8,1.8
2443,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,32.2,1,10,6,60.0,0.3105590062111801,0.18633540372670807,0.1,0.17,21.1,2,0,0,0.7,0.7,0.06999999999999999,0.3,0.3
2444,David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,21.5,2,30,13,43.333333333333336,1.3953488372093024,0.6046511627906976,0.07,0.15,15.4,1,0,0,3.9,3.9,0.13,-1.9,-1.9
2445,Rui Silva,POR,GK,Betis,La Liga,28,1994,26.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2446,Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,26.1,0,15,2,13.333333333333334,0.5747126436781609,0.07662835249042145,0.0,0.0,13.0,0,0,0,1.5,1.5,0.1,-1.5,-1.5
2447,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,38.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2448,Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,20.4,5,39,10,25.64102564102564,1.911764705882353,0.4901960784313726,0.13,0.5,12.7,0,0,0,4.8,4.8,0.12307692307692307,0.2,0.2
2449,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16.2,1,12,3,25.0,0.7407407407407408,0.1851851851851852,0.08,0.33,12.3,0,0,0,1.7,1.7,0.14166666666666666,-0.7,-0.7
2450,Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,4.5,4,14,8,57.14285714285714,3.111111111111111,1.7777777777777777,0.29,0.5,17.5,0,0,0,1.4,1.4,0.09999999999999999,2.6,2.6
2451,Ellis Simms,ENG,FW,Everton,Premier League,21,2001,2.5,1,8,1,12.5,3.2,0.4,0.13,1.0,16.1,0,0,0,0.9,0.9,0.1125,0.1,0.1
2452,Simo,ESP,DF,Espanyol,La Liga,17,2005,1.6,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2453,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,27,1995,26.1,5,32,9,28.125,1.2260536398467432,0.3448275862068965,0.13,0.44,18.3,1,1,1,4.6,3.6,0.1125,0.4,0.4
2454,Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,30.5,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2455,Lassine Sinayoko,MLI,"MF,FW",Auxerre,Ligue 1,22,1999,17.4,1,42,13,30.952380952380953,2.4137931034482762,0.7471264367816093,0.02,0.08,17.3,0,0,0,3.2,3.2,0.0761904761904762,-2.2,-2.2
2456,Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,22.7,2,34,10,29.411764705882355,1.497797356828194,0.4405286343612335,0.06,0.2,14.0,0,0,0,2.7,2.7,0.07941176470588236,-0.7,-0.7
2457,Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,9.6,5,28,11,39.285714285714285,2.916666666666667,1.1458333333333335,0.18,0.45,16.2,0,0,0,3.7,3.7,0.13214285714285715,1.3,1.3
2458,Daley Sinkgraven,NED,"DF,MF",Leverkusen,Bundesliga,27,1995,3.8,0,4,1,25.0,1.0526315789473684,0.2631578947368421,0.0,0.0,18.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2459,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,5.7,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2460,Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,0.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2461,Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,35,1987,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
2462,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,24,1997,14.6,0,13,3,23.076923076923077,0.8904109589041096,0.20547945205479454,0.0,0.0,18.0,0,0,0,0.7,0.7,0.05384615384615384,-0.7,-0.7
2463,Moussa Sissoko,FRA,MF,Nantes,Ligue 1,32,1989,21.3,2,17,4,23.52941176470588,0.7981220657276995,0.18779342723004694,0.12,0.5,16.3,0,0,0,2.4,2.4,0.1411764705882353,-0.4,-0.4
2464,Tim Skarke,GER,"DF,MF","Union Berlin,Schalke 04","Bundesliga,Bundesliga",25,1996,5.5,1,15,6,86.36363636363637,2.727272727272727,1.0909090909090908,0.09,0.25,23.15,1,0,0,0.7,0.7,0.04666666666666666,0.3,0.3
2466,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,7,32,11,34.375,1.0094637223974763,0.3470031545741325,0.22,0.64,15.3,0,0,0,5.3,5.3,0.165625,1.7,1.7
