Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,ADWon,ADLost,ADWonp
1439,Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,22,2000,23.0,2,0,0,36,25,3,62,13,15,0,1,0,145,3,7,30.0
1440,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,14.7,8,0,0,37,21,4,32,10,27,0,0,0,94,7,29,19.444444444444446
1441,Marash Kumbulla,ALB,DF,Roma,Serie A,22,2000,2.9,1,1,0,3,5,0,0,4,4,0,1,0,15,7,4,63.63636363636363
1442,Pierre Kunde,CMR,"MF,FW",Bochum,Bundesliga,27,1995,4.2,0,0,0,3,10,1,8,7,6,0,0,0,42,4,6,40.0
1443,Alou Kuol,AUS,FW,Stuttgart,Bundesliga,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
1444,Layvin Kurzawa,FRA,DF,Fulham,Premier League,29,1992,1.5,1,0,0,1,0,0,2,2,2,0,0,0,5,0,2,0.0
1445,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,21,2001,28.0,1,0,0,20,45,6,76,5,23,4,0,0,118,8,13,38.095238095238095
1446,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26,1995,24.8,3,0,0,58,42,15,7,6,7,1,0,0,51,48,65,42.47787610619469
1447,Daniel Kyereh,GHA,"MF,FW",Freiburg,Bundesliga,26,1996,6.2,2,0,0,12,16,3,3,2,4,0,0,0,25,7,7,50.0
1448,Giorgos Kyriakopoulos,GRE,"DF,FW","Bologna,Sassuolo",Serie A,26,1996,16.3,5,0,0,9,25,0,77,15,14,1,0,0,78,12,24,33.33333333333333
1450,César de la Hoz,ESP,MF,Almería,La Liga,30,1992,18.6,6,0,0,21,12,0,3,13,20,0,1,0,83,24,29,45.28301886792453
1451,Luca de la Torre,USA,MF,Celta Vigo,La Liga,24,1998,16.5,6,0,0,33,12,4,21,9,19,0,0,0,98,5,23,17.857142857142858
1452,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,19,2003,1.4,0,0,0,4,0,0,3,1,2,0,0,0,5,3,3,50.0
1453,Gaëtan Laborde,FRA,FW,"Nice,Rennes",Ligue 1,28,1994,30.6,0,0,0,26,29,7,74,9,26,0,0,0,108,54,65,45.378151260504204
1455,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,32.5,3,0,0,64,56,15,35,15,23,3,1,0,88,28,46,37.83783783783784
1456,Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,2.4,0,0,0,2,2,1,8,2,3,0,1,0,20,4,5,44.44444444444444
1457,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,18.1,1,0,0,19,11,0,3,26,13,0,1,0,85,50,33,60.24096385542169
1458,Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37.0,2,1,1,1,3,0,0,0,0,0,1,0,46,7,1,87.5
1459,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,9.7,4,0,0,12,35,1,11,9,7,1,1,0,73,7,10,41.17647058823529
1460,Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,16.3,8,0,0,30,22,2,12,18,31,0,0,0,121,3,17,15.0
1461,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,9.1,2,0,0,10,7,1,18,14,8,0,0,0,45,8,8,50.0
1462,Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,15.7,4,0,0,18,16,1,64,21,19,0,1,0,119,8,14,36.36363636363637
1463,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,34,1988,8.0,0,0,0,2,7,0,3,2,4,0,0,0,25,8,9,47.05882352941176
1464,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,7.0,2,0,0,8,6,0,0,13,8,0,2,0,33,18,16,52.94117647058824
1465,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,30,1992,20.5,10,1,1,59,21,8,33,7,27,0,0,0,105,16,30,34.78260869565217
1466,Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,24,1998,7.2,1,0,0,13,4,6,2,0,3,0,0,0,13,13,16,44.827586206896555
1467,Sam Lammers,NED,FW,"Sampdoria,Empoli",Serie A,25,1997,22.0,1,0,0,25,31,1,6,9,15,0,0,0,55,49,56,46.666666666666664
1469,Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,5.0,1,0,0,6,14,0,31,7,6,0,0,0,31,2,7,22.22222222222222
1470,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,29,1993,2.8,0,0,0,1,2,2,2,2,2,0,0,0,21,1,2,33.33333333333333
1471,Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,11.0,0,0,0,5,7,1,6,3,8,0,0,0,55,24,19,55.81395348837209
1472,Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,18.4,1,0,0,10,16,1,0,18,16,0,0,1,61,31,21,59.61538461538461
1473,Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,16.3,4,0,0,23,25,29,6,0,3,0,1,0,41,43,60,41.74757281553398
1474,Juan Larios,ESP,DF,Southampton,Premier League,18,2004,1.7,0,0,0,1,0,0,4,3,6,0,0,0,9,2,5,28.57142857142857
1475,Yasser Larouci,FRA,"DF,MF",Troyes,Ligue 1,21,2001,20.0,1,0,0,14,31,3,50,26,13,0,0,1,123,20,14,58.82352941176471
1476,Jordan Larsson,SWE,"FW,MF",Schalke 04,Bundesliga,25,1997,5.1,0,0,0,7,6,1,2,4,5,0,0,0,23,6,11,35.294117647058826
1477,Kevin Lasagna,ITA,"FW,MF",Hellas Verona,Serie A,29,1992,17.5,2,0,0,25,22,15,13,5,6,0,0,0,64,20,68,22.727272727272727
1478,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,1993,2.4,4,0,0,6,2,0,0,0,0,0,0,0,5,5,3,62.5
1479,Juanmi Latasa,ESP,FW,Getafe,La Liga,21,2001,5.0,2,0,0,21,11,1,2,1,4,0,0,0,17,68,54,55.73770491803278
1480,Toni Lato,ESP,"DF,MF",Valencia,La Liga,24,1997,10.2,1,0,0,12,9,4,32,6,11,0,0,0,50,4,19,17.391304347826086
1481,Danny Latza,GER,MF,Schalke 04,Bundesliga,32,1989,9.5,2,0,0,13,12,0,20,5,13,0,0,0,60,14,21,40.0
1482,Armand Lauriente,FRA,FW,"Sassuolo,Lorient","Serie A,Ligue 1",23,1998,27.2,10,1,1,24,46,8,116,16,22,1,0,0,126,1,7,12.5
1484,Roméo Lavia,BEL,MF,Southampton,Premier League,18,2004,24.7,9,0,0,28,48,0,3,33,35,1,0,0,187,7,10,41.17647058823529
1485,Lázaro,BRA,"FW,MF",Almería,La Liga,20,2002,8.0,1,0,0,7,12,3,9,2,3,0,0,0,32,6,14,30.0
1486,Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,15.3,4,0,0,14,3,1,86,3,5,0,1,0,86,14,13,51.85185185185185
1487,Marko Lazetić,SRB,FW,Milan,Serie A,18,2004,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
1488,Darko Lazović,SRB,"MF,DF",Hellas Verona,Serie A,31,1990,24.9,0,0,0,8,3,9,123,16,13,0,0,0,142,6,16,27.27272727272727
1489,Manuel Lazzari,ITA,DF,Lazio,Serie A,28,1993,20.9,8,0,0,15,39,0,36,18,21,0,0,1,90,9,14,39.130434782608695
1490,Théo Le Bris,FRA,"MF,DF",Lorient,Ligue 1,19,2002,16.1,0,0,0,5,3,0,13,18,19,0,0,0,78,10,14,41.66666666666667
1491,Julien Le Cardinal,FRA,DF,Lens,Ligue 1,24,1997,1.8,0,0,0,5,2,0,10,2,4,0,0,0,14,9,7,56.25
1492,Jérémy Le Douaron,FRA,"MF,FW",Brest,Ligue 1,24,1998,23.0,1,0,0,33,36,10,32,11,9,0,0,0,61,61,71,46.21212121212121
1493,Enzo Le Fée,FRA,MF,Lorient,Ligue 1,22,2000,33.6,5,0,0,42,64,2,136,34,64,0,0,0,240,11,25,30.555555555555557
1494,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,1989,37.0,1,0,0,19,19,3,39,41,32,0,0,0,205,30,29,50.847457627118644
1495,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,1989,22.4,6,1,1,31,9,0,11,37,24,0,2,0,144,59,29,67.04545454545455
1496,Robin Le Normand,ESP,DF,Real Sociedad,La Liga,25,1996,31.1,6,0,0,44,29,2,1,33,23,0,0,1,147,108,37,74.48275862068967
1497,Rafael Leão,POR,"FW,MF",Milan,Serie A,23,1999,26.9,7,1,1,20,30,10,71,15,7,1,0,0,84,29,29,50.0
1498,Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19,2003,0.6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,
1499,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
1500,Benjamin Lecomte,FRA,GK,"Espanyol,Montpellier","La Liga,Ligue 1",31,1991,29.0,1,1,0,1,0,0,0,0,0,0,0,1,35,6,2,75.0
1502,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34.0,2,0,0,1,7,0,0,2,2,0,1,0,39,8,3,72.72727272727273
1503,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,30.7,10,1,0,43,47,1,41,52,55,0,2,0,278,18,10,64.28571428571429
1504,Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,25.0,6,1,0,44,32,1,4,26,20,1,2,0,144,70,50,58.333333333333336
1505,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,7.4,0,0,0,3,3,0,0,18,7,0,0,0,35,18,13,58.06451612903226
1506,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,6,3,1,23,9,5,9,15,17,0,1,1,123,59,32,64.83516483516483
1507,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,1,0,0,15,6,1,43,13,17,0,0,0,118,17,8,68.0
1508,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,1,0,0,7,17,2,44,7,18,0,0,0,75,5,7,41.66666666666667
1509,Félix Lemaréchal,FRA,MF,Brest,Ligue 1,18,2003,3.2,2,0,0,6,0,0,7,1,5,0,0,0,13,6,3,66.66666666666666
1510,Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
1511,Mario Lemina,GAB,MF,"Wolves,Nice","Premier League,Ligue 1",28,1993,23.700000000000003,5,1,1,31,14,1,5,25,45,0,0,0,153,22,9,70.96774193548387
1513,Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,20,2002,1.5,0,0,0,2,0,0,1,1,4,0,0,0,15,4,8,33.33333333333333
1514,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,22.4,4,0,0,23,17,0,16,18,23,0,0,0,119,43,28,60.56338028169014
1515,Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36.0,3,0,0,1,3,0,0,0,0,0,1,0,50,11,0,100.0
1516,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,14.3,1,0,0,19,13,0,93,21,21,0,0,0,94,14,22,38.88888888888889
1517,Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2.0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
1518,Sergio León,ESP,FW,Valladolid,La Liga,33,1989,14.8,0,1,0,8,22,20,9,0,4,0,0,0,45,18,47,27.692307692307693
1519,Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,21.5,4,0,0,35,24,0,9,28,34,0,0,0,164,16,17,48.484848484848484
1520,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24,1998,27.3,13,0,0,52,47,10,57,27,46,0,0,0,149,96,66,59.25925925925925
1521,Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,36.1,7,0,0,37,33,2,11,47,30,0,2,1,260,62,40,60.78431372549019
1522,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,1,0,0,0,4,0,0,1,0,0,0,0,46,2,0,100.0
1523,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,13.2,7,0,0,37,19,1,10,14,38,0,0,0,102,24,15,61.53846153846154
1524,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1525,Ruan Levine,BRA,"MF,FW",Ajaccio,Ligue 1,23,1999,0.3,0,0,0,2,1,0,0,2,2,0,0,0,4,0,1,0.0
1526,Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,31.6,4,1,1,39,46,22,19,2,11,0,0,0,58,52,45,53.608247422680414
1527,Jamie Leweling,GER,"FW,MF",Union Berlin,Bundesliga,21,2001,2.9,1,0,0,6,9,1,10,1,3,0,0,0,19,1,8,11.11111111111111
1528,Jamal Lewis,NIR,"DF,FW",Newcastle Utd,Premier League,24,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
1529,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,17,2004,10.0,1,0,0,10,18,0,5,6,9,0,0,0,43,0,6,0.0
1530,Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,21,2001,3.6,0,0,0,1,4,1,8,0,0,0,0,0,20,4,4,50.0
1531,Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,34,1988,17.1,4,0,0,16,15,3,119,16,29,0,0,0,121,18,15,54.54545454545454
1532,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,27.8,3,0,0,17,31,1,1,35,18,0,0,0,155,64,40,61.53846153846154
1533,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,4,0,0,19,17,2,2,23,23,0,2,0,165,96,64,60.0
1534,Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,0.4,0,0,0,0,1,0,6,1,0,0,0,0,1,1,2,33.33333333333333
1535,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,15.2,1,0,0,10,4,0,1,21,17,0,0,0,84,33,20,62.264150943396224
1536,Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,22,2000,18.7,2,0,0,19,19,3,46,9,11,1,0,0,94,6,24,20.0
1537,Karol Linetty,POL,MF,Torino,Serie A,27,1995,21.0,8,0,0,50,22,4,21,19,17,0,1,0,129,24,26,48.0
1538,Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,29,1992,10.3,1,0,0,8,9,2,5,5,4,0,0,0,39,1,3,25.0
1539,Pol Lirola,ESP,DF,Elche,La Liga,24,1997,7.0,1,0,0,4,3,0,32,7,6,0,0,0,45,8,6,57.14285714285714
1540,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,8.3,1,0,0,1,2,0,0,0,0,0,0,0,8,1,0,100.0
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,0.9,0,0,0,2,1,0,3,3,0,0,0,0,5,1,0,100.0
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,0.3,0,0,0,0,2,0,0,2,1,0,0,0,4,0,1,0.0
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,19.0,3,0,0,26,12,5,42,8,14,0,0,0,117,9,22,29.03225806451613
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0.0
1545,Diego Llorente,ESP,DF,"Leeds United,Roma","Premier League,Serie A",28,1993,13.600000000000001,1,0,0,15,5,0,1,26,15,0,0,0,87,30,12,71.42857142857143
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,18.9,5,0,0,30,13,3,44,17,15,0,1,0,108,10,19,34.48275862068966
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,0,0,0,0,2,0,0,1,1,0,0,1,30,9,3,75.0
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,12.5,3,0,0,15,31,4,31,6,28,0,0,0,61,2,5,28.57142857142857
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,2,0,0,25,55,0,2,23,44,1,0,0,254,12,17,41.37931034482759
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,8,0,0,44,31,0,13,27,33,0,0,0,168,34,30,53.125
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,4,0,0,27,9,1,6,22,19,0,1,0,88,38,32,54.285714285714285
1553,Bradley Locko,FRA,DF,"Reims,Brest",Ligue 1,20,2002,14.8,3,1,0,10,11,1,19,22,19,0,0,0,95,15,10,60.0
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,7,0,0,29,42,2,75,33,39,0,0,0,153,18,19,48.64864864864865
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,17.1,1,0,0,10,34,1,19,12,14,0,0,1,101,22,26,45.83333333333333
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28.0,2,0,0,29,39,5,30,16,21,0,0,0,141,23,28,45.09803921568628
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,19.2,3,0,0,24,36,11,38,4,5,1,0,0,86,3,13,18.75
1559,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,31.3,2,1,0,2,6,0,0,3,0,0,2,0,31,3,0,100.0
1560,Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,26,1995,26.1,2,0,0,19,32,1,109,9,12,0,0,0,113,19,26,42.22222222222222
1561,David López,ESP,DF,Girona,La Liga,32,1989,18.4,5,0,0,16,16,3,0,14,18,0,0,0,106,29,32,47.540983606557376
1562,Diego López,ESP,GK,Rayo Vallecano,La Liga,40,1981,1.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1563,Diego López,ESP,"FW,MF",Valencia,La Liga,20,2002,5.0,0,0,0,6,7,1,12,3,2,0,0,0,29,7,8,46.666666666666664
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,25.5,11,0,0,31,11,0,25,22,18,0,0,0,172,4,3,57.14285714285714
1565,Pau López,ESP,GK,Marseille,Ligue 1,27,1994,32.5,3,0,0,2,6,0,0,0,0,0,2,0,46,5,2,71.42857142857143
1566,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,13.9,2,0,0,22,17,2,55,15,20,0,0,0,98,7,17,29.166666666666668
1567,Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,15.3,6,2,1,31,25,0,6,22,24,1,0,0,128,15,7,68.18181818181817
1568,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,30.2,6,1,0,47,17,3,10,37,49,0,1,0,203,92,76,54.761904761904766
1569,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,27.3,4,0,0,23,31,0,48,32,38,0,1,0,131,25,22,53.191489361702125
1570,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,9.0,2,0,0,6,4,0,0,13,14,0,0,0,40,15,16,48.38709677419355
1571,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,16.2,2,0,0,10,14,0,6,26,19,0,1,0,103,47,21,69.11764705882352
1572,Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,25.9,4,0,0,31,33,1,75,26,18,0,0,0,145,7,16,30.434782608695656
1573,Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1574,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,16.0,6,0,0,43,35,8,7,3,4,1,0,0,47,60,79,43.16546762589928
1575,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,17.8,3,0,0,27,31,4,73,15,13,0,0,0,60,8,13,38.095238095238095
1576,Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0
1577,Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,3.2,0,0,0,4,4,1,1,4,5,0,0,0,23,1,7,12.5
1578,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,32.2,8,0,0,29,18,0,1,35,37,1,4,1,204,41,30,57.74647887323944
1579,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,30.1,4,0,0,13,27,7,213,23,46,1,0,0,166,24,21,53.333333333333336
1580,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35,1987,13.5,2,0,0,6,10,11,13,2,6,0,0,0,29,8,16,33.33333333333333
1581,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,8.4,4,0,0,9,5,0,5,28,14,0,0,1,75,24,13,64.86486486486487
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,32.5,6,1,0,48,42,2,106,40,42,0,0,0,197,25,22,53.191489361702125
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,18.4,1,0,0,16,6,13,24,0,1,0,0,0,23,39,35,52.702702702702695
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,33.2,9,1,1,38,21,1,3,75,23,0,2,1,209,36,30,54.54545454545454
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,26.6,8,0,0,33,59,17,65,13,11,0,1,0,121,16,32,33.33333333333333
1586,Saša Lukić,SRB,MF,"Fulham,Torino","Premier League,Serie A",25,1996,17.9,5,0,0,39,10,0,27,18,17,0,0,0,109,26,27,49.056603773584904
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,34.8,4,2,1,21,21,0,2,43,18,0,0,0,170,72,67,51.798561151079134
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,13.1,4,0,0,16,10,1,7,20,16,0,0,0,83,25,19,56.81818181818182
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,12.3,3,0,0,14,11,1,69,15,8,0,0,0,54,18,16,52.94117647058824
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,12.0,1,0,0,12,18,0,35,15,11,1,0,0,62,12,6,66.66666666666666
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,1.8,0,0,0,0,3,0,9,0,0,0,0,0,6,1,5,16.666666666666664
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,32.1,8,0,0,35,57,0,29,22,39,0,0,1,213,25,16,60.97560975609756
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,24.3,5,1,0,42,46,6,60,21,26,1,0,0,116,15,29,34.090909090909086
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,6.7,1,0,0,10,12,2,37,3,2,0,0,0,26,2,6,25.0
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,27.6,10,0,0,31,79,6,123,13,26,1,0,0,101,4,10,28.57142857142857
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,7.1,0,0,0,4,15,2,19,4,8,0,0,0,30,2,5,28.57142857142857
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,33.1,6,1,0,32,45,5,123,26,46,0,0,0,161,47,32,59.49367088607595
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,10.0,0,1,0,15,5,0,1,13,11,0,0,0,53,17,19,47.22222222222222
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,0.9,0,0,0,2,1,0,0,1,1,0,0,0,6,2,1,66.66666666666666
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,9.9,2,0,0,20,14,0,3,8,8,0,1,0,75,9,14,39.130434782608695
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,17.0,7,1,0,22,8,0,4,21,22,0,0,1,93,33,21,61.111111111111114
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,18.8,2,0,0,17,26,0,20,25,27,0,0,0,127,7,18,28.000000000000004
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,26.7,6,0,0,48,48,3,14,25,54,0,3,0,149,27,47,36.486486486486484
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,8.5,4,0,0,8,4,0,1,13,6,0,0,0,55,25,22,53.191489361702125
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,0.7,0,0,0,1,1,0,2,0,0,0,0,0,4,0,2,0.0
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,21.3,2,0,0,16,42,7,96,9,14,0,0,0,82,9,14,39.130434782608695
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,21.8,3,0,0,12,18,2,64,15,22,0,1,0,118,12,17,41.37931034482759
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22.0,0,0,0,0,3,0,0,1,0,0,0,0,32,3,0,100.0
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,24.9,1,0,0,17,21,18,87,5,12,0,0,0,104,1,26,3.7037037037037033
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,15.6,3,0,0,13,8,0,20,22,24,1,1,0,90,15,11,57.692307692307686
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20.0
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,18.5,3,0,0,48,30,3,67,21,23,1,0,0,143,7,8,46.666666666666664
1617,Jean-Victor Makengo,FRA,MF,"Udinese,Lorient","Serie A,Ligue 1",24,1998,20.700000000000003,2,1,1,27,40,0,7,19,21,0,0,0,118,9,5,64.28571428571429
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,2.2,1,0,0,3,1,0,6,0,0,1,0,0,10,3,7,30.0
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,22.8,3,0,0,25,8,0,9,34,30,0,0,0,93,45,30,60.0
1621,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,22,1999,15.5,6,0,0,39,13,3,15,25,33,0,0,0,90,8,4,66.66666666666666
1622,Lorenzo Malagrida,ITA,"MF,DF",Sampdoria,Serie A,18,2003,1.2,2,0,0,4,1,0,2,0,0,0,0,0,6,2,1,66.66666666666666
1623,Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,20,2001,7.0,1,0,0,13,18,0,19,1,5,0,0,0,32,12,17,41.37931034482759
1624,Youssef Maleh,MAR,MF,"Fiorentina,Lecce",Serie A,23,1998,10.8,5,0,0,30,13,3,15,6,9,0,0,0,70,11,12,47.82608695652174
1626,Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,19.0,0,0,0,12,39,3,69,4,5,1,0,0,51,6,11,35.294117647058826
